,date,state_name,state_code,age_group,sex,deaths,country,saved_date
711,2021-09-26,New South Wales,NSW,"(80, 89)",Female*,2,Australia,2021-12-22
712,2021-09-26,New South Wales,NSW,"(80, 89)",Male*,2,Australia,2021-12-22
713,2021-09-26,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
714,2021-09-26,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
715,2021-09-27,Australian Capital Territory,ACT,"(90, 99)",Male,1,Australia,2021-12-22
716,2021-09-27,New South Wales,NSW,"(60, 69)",Female*,2,Australia,2021-12-22
717,2021-09-27,New South Wales,NSW,"(60, 69)",Male*,2,Australia,2021-12-22
718,2021-09-27,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
719,2021-09-27,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
720,2021-09-27,New South Wales,NSW,"(80, 89)",Female*,2,Australia,2021-12-22
721,2021-09-27,New South Wales,NSW,"(80, 89)",Male*,2,Australia,2021-12-22
722,2021-09-27,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
723,2021-09-27,New South Wales,NSW,"(90, 99)",Male*,1,Australia,2021-12-22
724,2021-09-27,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
725,2021-09-28,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
726,2021-09-28,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
727,2021-09-28,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
728,2021-09-28,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
729,2021-09-28,New South Wales,NSW,"(80, 89)",Female*,2,Australia,2021-12-22
730,2021-09-28,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
731,2021-09-28,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
732,2021-09-28,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
733,2021-09-28,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
734,2021-09-28,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
735,2021-09-29,New South Wales,NSW,"(40, 49)",Male,2,Australia,2021-12-22
736,2021-09-29,New South Wales,NSW,"(50, 59)",Female*,1,Australia,2021-12-22
737,2021-09-29,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
738,2021-09-29,New South Wales,NSW,"(60, 69)",Female*,2,Australia,2021-12-22
739,2021-09-29,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
740,2021-09-29,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
741,2021-09-29,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
742,2021-09-29,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
743,2021-09-29,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
744,2021-09-29,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
745,2021-09-29,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
746,2021-09-29,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
747,2021-09-29,New South Wales,NSW,"(90, 99)",Male*,1,Australia,2021-12-22
748,2021-09-29,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
749,2021-09-29,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
750,2021-09-29,Victoria,VIC,"(80, 89)",Female,3,Australia,2021-12-22
751,2021-09-29,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
752,2021-09-29,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
753,2021-09-30,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
754,2021-09-30,New South Wales,NSW,"(70, 79)",Male*,2,Australia,2021-12-22
755,2021-09-30,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
756,2021-09-30,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
757,2021-09-30,New South Wales,NSW,"(90, 99)",Male*,1,Australia,2021-12-22
758,2021-09-30,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
759,2021-09-30,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
760,2021-09-30,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
761,2021-09-30,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
762,2021-09-30,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
763,2021-10-01,Australian Capital Territory,ACT,"(80, 89)",Female,1,Australia,2021-12-22
764,2021-10-01,Australian Capital Territory,ACT,"(80, 89)",Male,1,Australia,2021-12-22
765,2021-10-01,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
766,2021-10-01,New South Wales,NSW,"(50, 59)",Female*,1,Australia,2021-12-22
767,2021-10-01,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
768,2021-10-01,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
769,2021-10-01,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
770,2021-10-01,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
771,2021-10-01,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
772,2021-10-01,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
773,2021-10-01,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
774,2021-10-01,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
775,2021-10-01,New South Wales,NSW,"(80, 89)",Male*,2,Australia,2021-12-22
776,2021-10-01,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
777,2021-10-01,New South Wales,NSW,"(90, 99)",Male*,1,Australia,2021-12-22
778,2021-10-01,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
779,2021-10-01,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
780,2021-10-01,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
781,2021-10-02,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
782,2021-10-02,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
783,2021-10-02,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
784,2021-10-02,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
785,2021-10-02,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
786,2021-10-02,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
787,2021-10-02,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
788,2021-10-02,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
789,2021-10-02,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
790,2021-10-02,Victoria,VIC,"(60, 69)",Male,2,Australia,2021-12-22
791,2021-10-03,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
792,2021-10-03,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
793,2021-10-03,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
794,2021-10-03,New South Wales,NSW,"(60, 69)",Female*,2,Australia,2021-12-22
795,2021-10-03,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
796,2021-10-03,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
797,2021-10-03,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
798,2021-10-03,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
799,2021-10-03,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
800,2021-10-03,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
801,2021-10-03,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
802,2021-10-03,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
803,2021-10-04,New South Wales,NSW,"(40, 49)",Female*,1,Australia,2021-12-22
804,2021-10-04,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
805,2021-10-04,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
806,2021-10-04,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
807,2021-10-04,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
808,2021-10-04,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
809,2021-10-04,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
810,2021-10-04,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
811,2021-10-04,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
812,2021-10-04,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
813,2021-10-05,Australian Capital Territory,ACT,"(80, 89)",Female,2,Australia,2021-12-22
814,2021-10-05,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
815,2021-10-05,New South Wales,NSW,"(60, 69)",Male*,2,Australia,2021-12-22
816,2021-10-05,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
817,2021-10-05,New South Wales,NSW,"(70, 79)",Male*,2,Australia,2021-12-22
818,2021-10-05,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
819,2021-10-05,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
820,2021-10-05,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
821,2021-10-05,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
822,2021-10-05,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
823,2021-10-06,Australian Capital Territory,ACT,"(70, 79)",Female,1,Australia,2021-12-22
824,2021-10-06,New South Wales,NSW,"(40, 49)",Male*,1,Australia,2021-12-22
825,2021-10-06,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
826,2021-10-06,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
827,2021-10-06,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
828,2021-10-06,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
829,2021-10-06,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
830,2021-10-06,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
831,2021-10-06,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
832,2021-10-06,New South Wales,NSW,"(90, 99)",Male*,1,Australia,2021-12-22
833,2021-10-06,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
834,2021-10-06,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
835,2021-10-06,Victoria,VIC,"(70, 79)",Female,3,Australia,2021-12-22
836,2021-10-06,Victoria,VIC,"(70, 79)",Male,3,Australia,2021-12-22
837,2021-10-06,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
838,2021-10-06,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
839,2021-10-07,New South Wales,NSW,"(20, 29)",Male,1,Australia,2021-12-22
840,2021-10-07,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
841,2021-10-07,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
842,2021-10-07,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
843,2021-10-07,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
844,2021-10-07,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
845,2021-10-07,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
846,2021-10-07,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
847,2021-10-07,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
848,2021-10-07,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
849,2021-10-08,New South Wales,NSW,"(50, 59)",Male*,2,Australia,2021-12-22
850,2021-10-08,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
851,2021-10-08,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
852,2021-10-08,New South Wales,NSW,"(70, 79)",Male*,3,Australia,2021-12-22
853,2021-10-08,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
854,2021-10-08,New South Wales,NSW,"(80, 89)",Male*,3,Australia,2021-12-22
855,2021-10-08,Victoria,VIC,"(70, 79)",Female,2,Australia,2021-12-22
856,2021-10-08,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
857,2021-10-08,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
858,2021-10-09,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
859,2021-10-09,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
860,2021-10-09,New South Wales,NSW,"(70, 79)",Male*,4,Australia,2021-12-22
861,2021-10-09,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
862,2021-10-09,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
863,2021-10-09,New South Wales,NSW,"(90, 99)",Male*,2,Australia,2021-12-22
864,2021-10-09,Victoria,VIC,"(50, 59)",Male,2,Australia,2021-12-22
865,2021-10-09,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
866,2021-10-09,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
867,2021-10-09,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
868,2021-10-10,New South Wales,NSW,"(50, 59)",Male,2,Australia,2021-12-22
869,2021-10-10,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
870,2021-10-10,New South Wales,NSW,"(70, 79)",Male,3,Australia,2021-12-22
871,2021-10-10,Victoria,VIC,"(50, 59)",Male,2,Australia,2021-12-22
872,2021-10-10,Victoria,VIC,"(70, 79)",Male,2,Australia,2021-12-22
873,2021-10-10,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
874,2021-10-11,New South Wales,NSW,"(40, 49)",Male*,1,Australia,2021-12-22
875,2021-10-11,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
876,2021-10-11,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
877,2021-10-11,New South Wales,NSW,"(60, 69)",Male*,2,Australia,2021-12-22
878,2021-10-11,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
879,2021-10-11,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
880,2021-10-11,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
881,2021-10-11,Victoria,VIC,"(40, 49)",Male,1,Australia,2021-12-22
882,2021-10-11,Victoria,VIC,"(70, 79)",Female,2,Australia,2021-12-22
883,2021-10-11,Victoria,VIC,"(70, 79)",Male,3,Australia,2021-12-22
884,2021-10-11,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
885,2021-10-12,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
886,2021-10-12,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
887,2021-10-12,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
888,2021-10-12,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
889,2021-10-12,Victoria,VIC,"(40, 49)",Male,1,Australia,2021-12-22
890,2021-10-12,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
891,2021-10-12,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
892,2021-10-12,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
893,2021-10-12,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
894,2021-10-12,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
895,2021-10-12,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
896,2021-10-13,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
897,2021-10-13,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
898,2021-10-13,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
899,2021-10-13,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
900,2021-10-13,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
901,2021-10-13,Victoria,VIC,"(60, 69)",Male,2,Australia,2021-12-22
902,2021-10-13,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
903,2021-10-13,Victoria,VIC,"(70, 79)",Male,3,Australia,2021-12-22
904,2021-10-13,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
905,2021-10-13,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
906,2021-10-13,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
907,2021-10-14,Australian Capital Territory,ACT,"(80, 89)",Male,1,Australia,2021-12-22
908,2021-10-14,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
909,2021-10-14,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
910,2021-10-14,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
911,2021-10-14,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
912,2021-10-14,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
913,2021-10-14,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
914,2021-10-14,Victoria,VIC,"(50, 59)",Male,2,Australia,2021-12-22
915,2021-10-14,Victoria,VIC,"(60, 69)",Male,3,Australia,2021-12-22
916,2021-10-14,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
917,2021-10-14,Victoria,VIC,"(70, 79)",Male,3,Australia,2021-12-22
918,2021-10-14,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
919,2021-10-14,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
920,2021-10-15,Australian Capital Territory,ACT,"(70, 79)",Female,1,Australia,2021-12-22
921,2021-10-15,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
922,2021-10-15,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
923,2021-10-15,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
924,2021-10-15,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
925,2021-10-15,Victoria,VIC,"(80, 89)",Female,2,Australia,2021-12-22
926,2021-10-15,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
927,2021-10-16,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
928,2021-10-16,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
929,2021-10-16,Victoria,VIC,"(10, 19)",Female,1,Australia,2021-12-22
930,2021-10-16,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
931,2021-10-16,Victoria,VIC,"(60, 69)",Female,2,Australia,2021-12-22
932,2021-10-16,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
933,2021-10-16,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
934,2021-10-17,New South Wales,NSW,"(50, 59)",Female*,1,Australia,2021-12-22
935,2021-10-17,New South Wales,NSW,"(50, 59)",Male*,1,Australia,2021-12-22
936,2021-10-17,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
937,2021-10-17,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
938,2021-10-17,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
939,2021-10-17,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
940,2021-10-17,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
941,2021-10-17,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
942,2021-10-17,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
943,2021-10-17,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
944,2021-10-17,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
945,2021-10-17,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
946,2021-10-17,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
947,2021-10-17,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
948,2021-10-17,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
949,2021-10-18,New South Wales,NSW,"(30, 39)",Female,1,Australia,2021-12-22
950,2021-10-18,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
951,2021-10-18,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
952,2021-10-18,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
953,2021-10-18,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
954,2021-10-18,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
955,2021-10-18,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
956,2021-10-18,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
957,2021-10-18,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
958,2021-10-18,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
959,2021-10-18,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
960,2021-10-18,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
961,2021-10-19,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
962,2021-10-19,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
963,2021-10-19,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
964,2021-10-19,Victoria,VIC,"(70, 79)",Female,2,Australia,2021-12-22
965,2021-10-19,Victoria,VIC,"(70, 79)",Male,2,Australia,2021-12-22
966,2021-10-19,Victoria,VIC,"(80, 89)",Male,4,Australia,2021-12-22
967,2021-10-19,Victoria,VIC,"(90, 99)",Male,2,Australia,2021-12-22
968,2021-10-19,Victoria,VIC,"(100, 109)",Male,1,Australia,2021-12-22
969,2021-10-20,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
970,2021-10-20,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
971,2021-10-20,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
972,2021-10-20,New South Wales,NSW,"(90, 99)",Male,3,Australia,2021-12-22
973,2021-10-21,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
974,2021-10-22,New South Wales,NSW,"(30, 39)",Male*,1,Australia,2021-12-22
975,2021-10-22,New South Wales,NSW,"(50, 59)",Female*,1,Australia,2021-12-22
976,2021-10-22,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
977,2021-10-22,New South Wales,NSW,"(80, 89)",Female*,1,Australia,2021-12-22
978,2021-10-22,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
979,2021-10-22,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
980,2021-10-22,Victoria,VIC,"(70, 79)",Female,4,Australia,2021-12-22
981,2021-10-22,Victoria,VIC,"(80, 89)",Female,4,Australia,2021-12-22
982,2021-10-22,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
983,2021-10-22,Victoria,VIC,"(90, 99)",Female,3,Australia,2021-12-22
984,2021-10-22,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
985,2021-10-23,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
986,2021-10-23,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
987,2021-10-23,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
988,2021-10-23,Victoria,VIC,"(70, 79)",Female,3,Australia,2021-12-22
989,2021-10-23,Victoria,VIC,"(70, 79)",Male,2,Australia,2021-12-22
990,2021-10-23,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
991,2021-10-23,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
992,2021-10-24,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
993,2021-10-24,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
994,2021-10-24,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
995,2021-10-24,Victoria,VIC,"(50, 59)",Unknown,1,Australia,2021-12-22
996,2021-10-24,Victoria,VIC,"(60, 69)",Unknown,1,Australia,2021-12-22
997,2021-10-24,Victoria,VIC,"(70, 79)",Unknown,4,Australia,2021-12-22
998,2021-10-24,Victoria,VIC,"(80, 89)",Unknown,3,Australia,2021-12-22
999,2021-10-24,Victoria,VIC,"(90, 99)",Unknown,2,Australia,2021-12-22
1000,2021-10-25,New South Wales,NSW,"(40, 49)",Male*,1,Australia,2021-12-22
1001,2021-10-25,New South Wales,NSW,"(60, 69)",Female*,1,Australia,2021-12-22
1002,2021-10-25,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
1003,2021-10-25,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
1004,2021-10-25,Victoria,VIC,"(20, 29)",Female,1,Australia,2021-12-22
1005,2021-10-25,Victoria,VIC,"(40, 49)",Unknown,1,Australia,2021-12-22
1006,2021-10-25,Victoria,VIC,"(60, 69)",Unknown,1,Australia,2021-12-22
1007,2021-10-25,Victoria,VIC,"(80, 89)",Unknown,3,Australia,2021-12-22
1008,2021-10-25,Victoria,VIC,"(90, 99)",Unknown,1,Australia,2021-12-22
1009,2021-10-26,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
1010,2021-10-26,Victoria,VIC,"(80, 89)",Unknown,4,Australia,2021-12-22
1011,2021-10-27,New South Wales,NSW,"(30, 39)",Male,1,Australia,2021-12-22
1012,2021-10-27,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
1013,2021-10-27,New South Wales,NSW,"(80, 89)",Male*,1,Australia,2021-12-22
1014,2021-10-27,Victoria,VIC,"(30, 39)",Unknown,1,Australia,2021-12-22
1015,2021-10-27,Victoria,VIC,"(40, 49)",Unknown,1,Australia,2021-12-22
1016,2021-10-27,Victoria,VIC,"(60, 69)",Unknown,5,Australia,2021-12-22
1017,2021-10-27,Victoria,VIC,"(80, 89)",Unknown,5,Australia,2021-12-22
1018,2021-10-27,Victoria,VIC,"(90, 99)",Unknown,1,Australia,2021-12-22
1019,2021-10-28,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
1020,2021-10-28,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
1021,2021-10-28,Victoria,VIC,"(40, 49)",Unknown,1,Australia,2021-12-22
1022,2021-10-28,Victoria,VIC,"(50, 59)",Unknown,2,Australia,2021-12-22
1023,2021-10-28,Victoria,VIC,"(60, 69)",Unknown,2,Australia,2021-12-22
1024,2021-10-28,Victoria,VIC,"(70, 79)",Unknown,6,Australia,2021-12-22
1025,2021-10-28,Victoria,VIC,"(80, 89)",Unknown,10,Australia,2021-12-22
1026,2021-10-28,Victoria,VIC,"(90, 99)",Unknown,4,Australia,2021-12-22
1027,2021-10-29,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
1028,2021-10-29,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
1029,2021-10-29,Victoria,VIC,"(40, 49)",Unknown,1,Australia,2021-12-22
1030,2021-10-29,Victoria,VIC,"(50, 59)",Unknown,1,Australia,2021-12-22
1031,2021-10-29,Victoria,VIC,"(60, 69)",Unknown,2,Australia,2021-12-22
1032,2021-10-29,Victoria,VIC,"(80, 89)",Unknown,1,Australia,2021-12-22
1033,2021-10-29,Victoria,VIC,"(90, 99)",Unknown,5,Australia,2021-12-22
