,date,state_name,state_code,age_group,sex,deaths,country,saved_date
384,2020-09-11,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
385,2020-09-11,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
386,2020-09-11,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
387,2020-09-11,Victoria,VIC,"(90, 99)",Female,4,Australia,2021-12-22
388,2020-09-12,Victoria,VIC,"(80, 89)",Female,2,Australia,2021-12-22
389,2020-09-12,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
390,2020-09-12,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
391,2020-09-12,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
392,2020-09-13,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
393,2020-09-13,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
394,2020-09-13,Victoria,VIC,"(90, 99)",Female,4,Australia,2021-12-22
395,2020-09-14,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
396,2020-09-14,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
397,2020-09-14,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
398,2020-09-14,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
399,2020-09-14,Victoria,VIC,"(90, 99)",Male,3,Australia,2021-12-22
400,2020-09-16,Victoria,VIC,"(80, 89)",Female,4,Australia,2021-12-22
401,2020-09-16,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
402,2020-09-16,Victoria,VIC,"(90, 99)",Male,2,Australia,2021-12-22
403,2020-09-17,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
404,2020-09-17,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
405,2020-09-17,Victoria,VIC,"(90, 99)",Female,3,Australia,2021-12-22
406,2020-09-17,Victoria,VIC,"(90, 99)",Male,2,Australia,2021-12-22
407,2020-09-18,Victoria,VIC,"(50, 59)",Male,1,Australia,2021-12-22
408,2020-09-18,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
409,2020-09-18,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
410,2020-09-18,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
411,2020-09-19,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
412,2020-09-19,Victoria,VIC,"(80, 89)",Male,3,Australia,2021-12-22
413,2020-09-19,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
414,2020-09-20,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
415,2020-09-20,Victoria,VIC,"(80, 89)",Female,2,Australia,2021-12-22
416,2020-09-20,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
417,2020-09-20,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
418,2020-09-21,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
419,2020-09-21,Victoria,VIC,"(100, 109)",Female,1,Australia,2021-12-22
420,2020-09-22,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
421,2020-09-22,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
422,2020-09-22,Victoria,VIC,"(100, 109)",Female,1,Australia,2021-12-22
423,2020-09-23,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
424,2020-09-23,Victoria,VIC,"(80, 89)",Female,2,Australia,2021-12-22
425,2020-09-23,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
426,2020-09-23,Victoria,VIC,"(100, 109)",Female,1,Australia,2021-12-22
427,2020-09-24,Victoria,VIC,"(80, 89)",Female,2,Australia,2021-12-22
428,2020-09-25,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
429,2020-09-25,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
430,2020-09-25,Victoria,VIC,"(80, 89)",Female,3,Australia,2021-12-22
431,2020-09-25,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
432,2020-09-25,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
433,2020-09-25,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
434,2020-09-26,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
435,2020-09-27,Victoria,VIC,"(70, 79)",Male,2,Australia,2021-12-22
436,2020-09-28,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
437,2020-09-28,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
438,2020-09-28,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
439,2020-09-29,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
440,2020-09-29,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
441,2020-09-29,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
442,2020-09-29,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
443,2020-09-29,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
444,2020-09-29,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
445,2020-09-30,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
446,2020-09-30,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
447,2020-09-30,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
448,2020-09-30,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
449,2020-10-01,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
450,2020-10-01,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
451,2020-10-02,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
452,2020-10-02,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
453,2020-10-03,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
454,2020-10-03,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
455,2020-10-04,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
456,2020-10-06,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
457,2020-10-07,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
458,2020-10-07,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
459,2020-10-11,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
460,2020-10-13,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
461,2020-10-14,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
462,2020-10-14,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
463,2020-10-14,Victoria,VIC,"(90, 99)",Female,2,Australia,2021-12-22
464,2020-10-19,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
465,2020-10-28,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
466,2020-10-28,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
467,2020-11-30,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
468,2020-12-28,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
469,2021-04-13,Queensland,QLD,"(80, 89)",Male,1,Australia,2021-12-22
470,2021-07-11,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
471,2021-07-13,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
472,2021-07-17,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
473,2021-07-18,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
474,2021-07-19,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
475,2021-07-23,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
476,2021-07-26,New South Wales,NSW,"(30, 39)",Female,1,Australia,2021-12-22
477,2021-07-26,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
478,2021-07-27,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
479,2021-07-27,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
480,2021-07-28,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
481,2021-07-29,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
482,2021-07-29,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
483,2021-07-31,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
484,2021-08-02,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
485,2021-08-04,New South Wales,NSW,"(20, 29)",Male,1,Australia,2021-12-22
486,2021-08-04,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
487,2021-08-05,New South Wales,NSW,"(60, 69)",Male,3,Australia,2021-12-22
488,2021-08-05,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
489,2021-08-05,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
490,2021-08-06,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
491,2021-08-07,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
492,2021-08-07,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
493,2021-08-07,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
494,2021-08-07,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
495,2021-08-08,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
496,2021-08-10,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
497,2021-08-10,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
498,2021-08-10,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
499,2021-08-11,New South Wales,NSW,"(30, 39)",Male,1,Australia,2021-12-22
500,2021-08-11,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
501,2021-08-12,New South Wales,NSW,"(90, 99)",Male,2,Australia,2021-12-22
502,2021-08-13,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
503,2021-08-13,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
504,2021-08-14,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
505,2021-08-14,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
506,2021-08-14,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
507,2021-08-14,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
508,2021-08-15,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
509,2021-08-15,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
510,2021-08-15,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
511,2021-08-15,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
512,2021-08-16,New South Wales,NSW,"(10, 19)",Male,1,Australia,2021-12-22
513,2021-08-16,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
514,2021-08-16,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
515,2021-08-16,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
516,2021-08-16,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
517,2021-08-16,New South Wales,NSW,"(80, 89)",Male,3,Australia,2021-12-22
518,2021-08-17,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
519,2021-08-18,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
520,2021-08-18,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
521,2021-08-19,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
522,2021-08-20,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
523,2021-08-20,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
524,2021-08-20,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
525,2021-08-21,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
526,2021-08-21,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
527,2021-08-21,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
528,2021-08-22,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
529,2021-08-22,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
530,2021-08-22,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
531,2021-08-23,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
532,2021-08-23,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
533,2021-08-25,New South Wales,NSW,"(30, 39)",Female,1,Australia,2021-12-22
534,2021-08-25,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
535,2021-08-26,New South Wales,NSW,"(30, 39)",Male,1,Australia,2021-12-22
536,2021-08-26,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
537,2021-08-26,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
538,2021-08-27,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
539,2021-08-27,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
540,2021-08-28,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
541,2021-08-28,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
542,2021-08-29,New South Wales,NSW,"(70, 79)",Male,3,Australia,2021-12-22
543,2021-08-29,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
544,2021-08-29,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
545,2021-08-30,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
546,2021-08-30,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
547,2021-08-30,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
548,2021-08-31,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
549,2021-08-31,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
550,2021-08-31,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
551,2021-09-01,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
552,2021-09-01,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
553,2021-09-01,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
554,2021-09-01,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
555,2021-09-01,Victoria,VIC,"(40, 49)",Female,1,Australia,2021-12-22
556,2021-09-01,Victoria,VIC,"(60, 69)",Female,1,Australia,2021-12-22
557,2021-09-02,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
558,2021-09-02,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
559,2021-09-02,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
560,2021-09-02,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
561,2021-09-02,New South Wales,NSW,"(80, 89)",Male,3,Australia,2021-12-22
562,2021-09-03,New South Wales,NSW,"(30, 39)",Female,1,Australia,2021-12-22
563,2021-09-03,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
564,2021-09-03,New South Wales,NSW,"(70, 79)",Female,3,Australia,2021-12-22
565,2021-09-03,New South Wales,NSW,"(70, 79)",Male,4,Australia,2021-12-22
566,2021-09-03,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
567,2021-09-03,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
568,2021-09-03,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
569,2021-09-03,Victoria,VIC,"(60, 69)",Male,1,Australia,2021-12-22
570,2021-09-04,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
571,2021-09-04,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
572,2021-09-04,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
573,2021-09-04,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
574,2021-09-05,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
575,2021-09-05,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
576,2021-09-05,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
577,2021-09-06,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
578,2021-09-06,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
579,2021-09-06,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
580,2021-09-06,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
581,2021-09-07,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
582,2021-09-07,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
583,2021-09-07,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
584,2021-09-07,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
585,2021-09-07,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
586,2021-09-07,New South Wales,NSW,"(90, 99)",Male,2,Australia,2021-12-22
587,2021-09-08,New South Wales,NSW,"(20, 29)",Male,1,Australia,2021-12-22
588,2021-09-08,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
589,2021-09-08,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
590,2021-09-08,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
591,2021-09-08,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
592,2021-09-08,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
593,2021-09-08,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
594,2021-09-09,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
595,2021-09-09,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
596,2021-09-09,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
597,2021-09-10,New South Wales,NSW,"(30, 39)",Male,1,Australia,2021-12-22
598,2021-09-10,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
599,2021-09-10,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
600,2021-09-10,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
601,2021-09-10,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
602,2021-09-10,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
603,2021-09-10,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
604,2021-09-10,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
605,2021-09-11,New South Wales,NSW,"(30, 39)",Male,1,Australia,2021-12-22
606,2021-09-11,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
607,2021-09-11,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
608,2021-09-11,New South Wales,NSW,"(70, 79)",Male,2,Australia,2021-12-22
609,2021-09-11,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
610,2021-09-11,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
611,2021-09-12,New South Wales,NSW,"(20, 29)",Male,1,Australia,2021-12-22
612,2021-09-12,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
613,2021-09-12,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
614,2021-09-12,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
615,2021-09-12,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
616,2021-09-12,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
617,2021-09-12,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
618,2021-09-13,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
619,2021-09-13,New South Wales,NSW,"(80, 89)",Male,3,Australia,2021-12-22
620,2021-09-13,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
621,2021-09-13,New South Wales,NSW,"(90, 99)",Male,2,Australia,2021-12-22
622,2021-09-14,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
623,2021-09-14,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
624,2021-09-14,Victoria,VIC,"(20, 29)",Male,1,Australia,2021-12-22
625,2021-09-14,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
626,2021-09-15,New South Wales,NSW,"(30, 39)",Female,1,Australia,2021-12-22
627,2021-09-15,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
628,2021-09-15,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
629,2021-09-15,New South Wales,NSW,"(60, 69)",Male,3,Australia,2021-12-22
630,2021-09-15,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
631,2021-09-15,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
632,2021-09-15,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
633,2021-09-15,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
634,2021-09-15,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
635,2021-09-15,Victoria,VIC,"(40, 49)",Male,1,Australia,2021-12-22
636,2021-09-15,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
637,2021-09-16,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
638,2021-09-16,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
639,2021-09-16,New South Wales,NSW,"(60, 69)",Female,2,Australia,2021-12-22
640,2021-09-16,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
641,2021-09-16,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
642,2021-09-16,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
643,2021-09-16,New South Wales,NSW,"(80, 89)",Female,3,Australia,2021-12-22
644,2021-09-16,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
645,2021-09-17,New South Wales,NSW,"(20, 29)",Female,2,Australia,2021-12-22
646,2021-09-17,New South Wales,NSW,"(50, 59)",Male,3,Australia,2021-12-22
647,2021-09-17,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
648,2021-09-17,New South Wales,NSW,"(70, 79)",Female,1,Australia,2021-12-22
649,2021-09-17,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
650,2021-09-17,New South Wales,NSW,"(80, 89)",Female,2,Australia,2021-12-22
651,2021-09-17,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
652,2021-09-17,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
653,2021-09-17,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
654,2021-09-18,New South Wales,NSW,"(40, 49)",Female,1,Australia,2021-12-22
655,2021-09-18,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
656,2021-09-18,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
657,2021-09-18,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
658,2021-09-18,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
659,2021-09-19,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
660,2021-09-19,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
661,2021-09-19,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
662,2021-09-19,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
663,2021-09-19,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
664,2021-09-19,New South Wales,NSW,"(70, 79)",Female,2,Australia,2021-12-22
665,2021-09-19,New South Wales,NSW,"(70, 79)",Male,4,Australia,2021-12-22
666,2021-09-19,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
667,2021-09-19,Victoria,VIC,"(90, 99)",Male,1,Australia,2021-12-22
668,2021-09-20,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
669,2021-09-20,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
670,2021-09-20,New South Wales,NSW,"(80, 89)",Male,1,Australia,2021-12-22
671,2021-09-20,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
672,2021-09-21,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
673,2021-09-21,New South Wales,NSW,"(60, 69)",Male,1,Australia,2021-12-22
674,2021-09-21,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
675,2021-09-21,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
676,2021-09-21,New South Wales,NSW,"(80, 89)",Male,5,Australia,2021-12-22
677,2021-09-21,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
678,2021-09-21,Victoria,VIC,"(70, 79)",Female,1,Australia,2021-12-22
679,2021-09-22,New South Wales,NSW,"(50, 59)",Female,2,Australia,2021-12-22
680,2021-09-22,New South Wales,NSW,"(60, 69)",Female,1,Australia,2021-12-22
681,2021-09-22,New South Wales,NSW,"(70, 79)",Male,1,Australia,2021-12-22
682,2021-09-22,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
683,2021-09-22,Victoria,VIC,"(50, 59)",Female,1,Australia,2021-12-22
684,2021-09-22,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
685,2021-09-22,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
686,2021-09-23,New South Wales,NSW,"(50, 59)",Female,1,Australia,2021-12-22
687,2021-09-23,New South Wales,NSW,"(90, 99)",Female,1,Australia,2021-12-22
688,2021-09-23,Victoria,VIC,"(70, 79)",Male,1,Australia,2021-12-22
689,2021-09-23,Victoria,VIC,"(80, 89)",Male,2,Australia,2021-12-22
690,2021-09-23,Victoria,VIC,"(90, 99)",Female,1,Australia,2021-12-22
691,2021-09-24,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
692,2021-09-24,New South Wales,NSW,"(50, 59)",Male*,2,Australia,2021-12-22
693,2021-09-24,New South Wales,NSW,"(60, 69)",Male*,1,Australia,2021-12-22
694,2021-09-24,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
695,2021-09-24,New South Wales,NSW,"(80, 89)",Female*,3,Australia,2021-12-22
696,2021-09-24,New South Wales,NSW,"(80, 89)",Male*,2,Australia,2021-12-22
697,2021-09-24,New South Wales,NSW,"(90, 99)",Female*,1,Australia,2021-12-22
698,2021-09-24,Victoria,VIC,"(80, 89)",Female,1,Australia,2021-12-22
699,2021-09-25,New South Wales,NSW,"(40, 49)",Male,1,Australia,2021-12-22
700,2021-09-25,New South Wales,NSW,"(50, 59)",Male,1,Australia,2021-12-22
701,2021-09-25,New South Wales,NSW,"(60, 69)",Male,2,Australia,2021-12-22
702,2021-09-25,New South Wales,NSW,"(70, 79)",Male,3,Australia,2021-12-22
703,2021-09-25,New South Wales,NSW,"(80, 89)",Female,1,Australia,2021-12-22
704,2021-09-25,New South Wales,NSW,"(80, 89)",Male,2,Australia,2021-12-22
705,2021-09-25,New South Wales,NSW,"(90, 99)",Male,1,Australia,2021-12-22
706,2021-09-25,Victoria,VIC,"(80, 89)",Male,1,Australia,2021-12-22
707,2021-09-26,New South Wales,NSW,"(40, 49)",Male*,1,Australia,2021-12-22
708,2021-09-26,New South Wales,NSW,"(60, 69)",Male*,2,Australia,2021-12-22
709,2021-09-26,New South Wales,NSW,"(70, 79)",Female*,1,Australia,2021-12-22
710,2021-09-26,New South Wales,NSW,"(70, 79)",Male*,1,Australia,2021-12-22
