,lga_name,state_name,vax_1_%_15+,vax_2_%_15+,population_15+,date,state_code,vax_1_dose_15+,vax_2_dose_15+,lhd_code,lhd_name,lga_code
500,Cobar (A),New South Wales,,,3621.0,2021-11-01,NSW,,,X850,Western NSW,11750
501,Cobar (A),New South Wales,,,3621.0,2021-10-25,NSW,,,X850,Western NSW,11750
502,Cobar (A),New South Wales,,,3621.0,2021-10-18,NSW,,,X850,Western NSW,11750
503,Cobar (A),New South Wales,,,3621.0,2021-10-04,NSW,,,X850,Western NSW,11750
504,Cobar (A),New South Wales,,,3621.0,2021-10-11,NSW,,,X850,Western NSW,11750
505,Cobar (A),New South Wales,,,3621.0,2021-09-27,NSW,,,X850,Western NSW,11750
506,Cobar (A),New South Wales,,,3621.0,2021-09-20,NSW,,,X850,Western NSW,11750
507,Cobar (A),New South Wales,,,,2021-09-13,NSW,,,X850,Western NSW,11750
508,Cobar (A),New South Wales,,,3621.0,2021-09-06,NSW,,,X850,Western NSW,11750
509,Cobar (A),New South Wales,,,3621.0,2021-08-28,NSW,,,X850,Western NSW,11750
510,Coffs Harbour (C),New South Wales,95.0,95.0,62689.0,2021-12-20,NSW,59555.0,59555.0,X820,Mid North Coast,11800
511,Coffs Harbour (C),New South Wales,95.0,95.0,62689.0,2021-12-13,NSW,59555.0,59555.0,X820,Mid North Coast,11800
512,Coffs Harbour (C),New South Wales,95.0,95.0,62689.0,2021-12-06,NSW,59555.0,59555.0,X820,Mid North Coast,11800
513,Coffs Harbour (C),New South Wales,95.0,95.0,62689.0,2021-11-29,NSW,59555.0,59555.0,X820,Mid North Coast,11800
514,Coffs Harbour (C),New South Wales,95.0,95.0,62689.0,2021-11-22,NSW,59555.0,59555.0,X820,Mid North Coast,11800
515,Coffs Harbour (C),New South Wales,95.0,93.5,62689.0,2021-11-15,NSW,59555.0,58614.0,X820,Mid North Coast,11800
516,Coffs Harbour (C),New South Wales,95.0,89.4,62689.0,2021-11-08,NSW,59555.0,56044.0,X820,Mid North Coast,11800
517,Coffs Harbour (C),New South Wales,95.0,83.2,62689.0,2021-11-01,NSW,59555.0,52157.0,X820,Mid North Coast,11800
518,Coffs Harbour (C),New South Wales,95.0,76.1,62689.0,2021-10-25,NSW,59555.0,47706.0,X820,Mid North Coast,11800
519,Coffs Harbour (C),New South Wales,94.5,67.8,62689.0,2021-10-18,NSW,59241.0,42503.0,X820,Mid North Coast,11800
520,Coffs Harbour (C),New South Wales,84.0,51.0,62689.0,2021-10-04,NSW,52659.0,31971.0,X820,Mid North Coast,11800
521,Coffs Harbour (C),New South Wales,90.0,57.9,62689.0,2021-10-11,NSW,56420.0,36297.0,X820,Mid North Coast,11800
522,Coffs Harbour (C),New South Wales,78.1,46.4,62689.0,2021-09-27,NSW,48960.0,29088.0,X820,Mid North Coast,11800
523,Coffs Harbour (C),New South Wales,72.8,42.1,62689.0,2021-09-20,NSW,45638.0,26392.0,X820,Mid North Coast,11800
524,Coffs Harbour (C),New South Wales,0.6743926366667199,0.3740209606150999,62689.0,2021-09-13,NSW,423.0,234.0,X820,Mid North Coast,11800
525,Coffs Harbour (C),New South Wales,0.6262821228604699,0.3312064317503868,62689.0,2021-09-06,NSW,393.0,208.0,X820,Mid North Coast,11800
526,Coffs Harbour (C),New South Wales,0.567,0.286,62689.0,2021-08-28,NSW,355.0,179.0,X820,Mid North Coast,11800
527,Coonamble (A),New South Wales,,,3075.0,2021-12-20,NSW,,,X850,Western NSW,12150
528,Coonamble (A),New South Wales,,,3075.0,2021-12-13,NSW,,,X850,Western NSW,12150
529,Coonamble (A),New South Wales,,,3075.0,2021-12-06,NSW,,,X850,Western NSW,12150
530,Coonamble (A),New South Wales,,,3075.0,2021-11-29,NSW,,,X850,Western NSW,12150
531,Coonamble (A),New South Wales,,,3075.0,2021-11-22,NSW,,,X850,Western NSW,12150
532,Coonamble (A),New South Wales,,,3075.0,2021-11-15,NSW,,,X850,Western NSW,12150
533,Coonamble (A),New South Wales,,,3075.0,2021-11-08,NSW,,,X850,Western NSW,12150
534,Coonamble (A),New South Wales,,,3075.0,2021-11-01,NSW,,,X850,Western NSW,12150
535,Coonamble (A),New South Wales,,,3075.0,2021-10-25,NSW,,,X850,Western NSW,12150
536,Coonamble (A),New South Wales,,,3075.0,2021-10-18,NSW,,,X850,Western NSW,12150
537,Coonamble (A),New South Wales,,,3075.0,2021-10-04,NSW,,,X850,Western NSW,12150
538,Coonamble (A),New South Wales,,,3075.0,2021-10-11,NSW,,,X850,Western NSW,12150
539,Coonamble (A),New South Wales,,,3075.0,2021-09-27,NSW,,,X850,Western NSW,12150
540,Coonamble (A),New South Wales,,,3075.0,2021-09-20,NSW,,,X850,Western NSW,12150
541,Coonamble (A),New South Wales,,,,2021-09-13,NSW,,,X850,Western NSW,12150
542,Coonamble (A),New South Wales,,,3075.0,2021-09-06,NSW,,,X850,Western NSW,12150
543,Coonamble (A),New South Wales,,,3075.0,2021-08-28,NSW,,,X850,Western NSW,12150
544,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-12-20,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
545,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-12-13,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
546,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-12-06,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
547,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-11-29,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
548,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-11-22,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
549,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-11-15,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
550,Cootamundra-Gundagai Regional (A),New South Wales,95.0,95.0,9187.0,2021-11-08,NSW,8728.0,8728.0,X840,Murrumbidgee,12160
551,Cootamundra-Gundagai Regional (A),New South Wales,95.0,92.1,9187.0,2021-11-01,NSW,8728.0,8461.0,X840,Murrumbidgee,12160
552,Cootamundra-Gundagai Regional (A),New South Wales,95.0,88.6,9187.0,2021-10-25,NSW,8728.0,8140.0,X840,Murrumbidgee,12160
553,Cootamundra-Gundagai Regional (A),New South Wales,95.0,83.7,9187.0,2021-10-18,NSW,8728.0,7690.0,X840,Murrumbidgee,12160
554,Cootamundra-Gundagai Regional (A),New South Wales,94.5,70.7,9187.0,2021-10-04,NSW,8682.0,6495.0,X840,Murrumbidgee,12160
555,Cootamundra-Gundagai Regional (A),New South Wales,95.0,76.7,9187.0,2021-10-11,NSW,8728.0,7046.0,X840,Murrumbidgee,12160
556,Cootamundra-Gundagai Regional (A),New South Wales,91.5,62.4,9187.0,2021-09-27,NSW,8406.0,5733.0,X840,Murrumbidgee,12160
557,Cootamundra-Gundagai Regional (A),New South Wales,87.6,57.6,9187.0,2021-09-20,NSW,8048.0,5292.0,X840,Murrumbidgee,12160
558,Cootamundra-Gundagai Regional (A),New South Wales,0.8354196146729074,0.5397844780668336,9187.0,2021-09-13,NSW,77.0,50.0,X840,Murrumbidgee,12160
559,Cootamundra-Gundagai Regional (A),New South Wales,0.7572657015347775,0.4757809948840753,9187.0,2021-09-06,NSW,70.0,44.0,X840,Murrumbidgee,12160
560,Cootamundra-Gundagai Regional (A),New South Wales,0.697,0.409,9187.0,2021-08-28,NSW,64.0,38.0,X840,Murrumbidgee,12160
561,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-12-20,NSW,9933.0,9933.0,X850,Western NSW,12350
562,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-12-13,NSW,9933.0,9933.0,X850,Western NSW,12350
563,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-12-06,NSW,9933.0,9933.0,X850,Western NSW,12350
564,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-11-29,NSW,9933.0,9933.0,X850,Western NSW,12350
565,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-11-22,NSW,9933.0,9933.0,X850,Western NSW,12350
566,Cowra (A),New South Wales,95.0,95.0,10456.0,2021-11-15,NSW,9933.0,9933.0,X850,Western NSW,12350
567,Cowra (A),New South Wales,95.0,94.8,10456.0,2021-11-08,NSW,9933.0,9912.0,X850,Western NSW,12350
568,Cowra (A),New South Wales,95.0,92.7,10456.0,2021-11-01,NSW,9933.0,9693.0,X850,Western NSW,12350
569,Cowra (A),New South Wales,95.0,88.8,10456.0,2021-10-25,NSW,9933.0,9285.0,X850,Western NSW,12350
570,Cowra (A),New South Wales,95.0,84.1,10456.0,2021-10-18,NSW,9933.0,8793.0,X850,Western NSW,12350
571,Cowra (A),New South Wales,92.1,65.6,10456.0,2021-10-04,NSW,9630.0,6859.0,X850,Western NSW,12350
572,Cowra (A),New South Wales,95.0,72.6,10456.0,2021-10-11,NSW,9933.0,7591.0,X850,Western NSW,12350
573,Cowra (A),New South Wales,88.8,58.8,10456.0,2021-09-27,NSW,9285.0,6148.0,X850,Western NSW,12350
574,Cowra (A),New South Wales,85.1,49.8,10456.0,2021-09-20,NSW,8898.0,5207.0,X850,Western NSW,12350
575,Cowra (A),New South Wales,0.8019319051262433,0.4391736801836266,10456.0,2021-09-13,NSW,84.0,46.0,X850,Western NSW,12350
576,Cowra (A),New South Wales,0.7374713083397093,0.4014919663351186,10456.0,2021-09-06,NSW,77.0,42.0,X850,Western NSW,12350
577,Cowra (A),New South Wales,0.624,0.361,10456.0,2021-08-28,NSW,65.0,38.0,X850,Western NSW,12350
578,Cumberland (A),New South Wales,95.0,93.2,192534.0,2021-12-20,NSW,182907.0,179442.0,X740,Western Sydney,12380
579,Cumberland (A),New South Wales,95.0,92.9,192534.0,2021-12-13,NSW,182907.0,178864.0,X740,Western Sydney,12380
580,Cumberland (A),New South Wales,95.0,92.6,192534.0,2021-12-06,NSW,182907.0,178286.0,X740,Western Sydney,12380
581,Cumberland (A),New South Wales,95.0,92.3,192534.0,2021-11-29,NSW,182907.0,177709.0,X740,Western Sydney,12380
582,Cumberland (A),New South Wales,95.0,91.8,192534.0,2021-11-22,NSW,182907.0,176746.0,X740,Western Sydney,12380
583,Cumberland (A),New South Wales,95.0,91.2,192534.0,2021-11-15,NSW,182907.0,175591.0,X740,Western Sydney,12380
584,Cumberland (A),New South Wales,94.8,90.3,192534.0,2021-11-08,NSW,182522.0,173858.0,X740,Western Sydney,12380
585,Cumberland (A),New South Wales,94.5,88.9,192534.0,2021-11-01,NSW,181945.0,171163.0,X740,Western Sydney,12380
586,Cumberland (A),New South Wales,94.0,86.5,192534.0,2021-10-25,NSW,180982.0,166542.0,X740,Western Sydney,12380
587,Cumberland (A),New South Wales,93.2,81.9,192534.0,2021-10-18,NSW,179442.0,157685.0,X740,Western Sydney,12380
588,Cumberland (A),New South Wales,89.9,66.1,192534.0,2021-10-04,NSW,173088.0,127265.0,X740,Western Sydney,12380
589,Cumberland (A),New South Wales,91.5,73.8,192534.0,2021-10-11,NSW,176169.0,142090.0,X740,Western Sydney,12380
590,Cumberland (A),New South Wales,87.8,57.8,192534.0,2021-09-27,NSW,169045.0,111285.0,X740,Western Sydney,12380
591,Cumberland (A),New South Wales,85.0,48.5,192534.0,2021-09-20,NSW,163654.0,93379.0,X740,Western Sydney,12380
592,Cumberland (A),New South Wales,0.8182866402817165,0.4085979619184144,192534.0,2021-09-13,NSW,1575.0,787.0,X740,Western Sydney,12380
593,Cumberland (A),New South Wales,0.773660756022313,0.3422356570787497,192534.0,2021-09-06,NSW,1490.0,659.0,X740,Western Sydney,12380
594,Cumberland (A),New South Wales,0.646,0.284,192534.0,2021-08-28,NSW,1244.0,547.0,X740,Western Sydney,12380
595,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-12-20,NSW,40085.0,40085.0,X850,Western NSW,12390
596,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-12-13,NSW,40085.0,40085.0,X850,Western NSW,12390
597,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-12-06,NSW,40085.0,40085.0,X850,Western NSW,12390
598,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-11-29,NSW,40085.0,40085.0,X850,Western NSW,12390
599,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-11-22,NSW,40085.0,40085.0,X850,Western NSW,12390
600,Dubbo Regional (A),New South Wales,95.0,95.0,42195.0,2021-11-15,NSW,40085.0,40085.0,X850,Western NSW,12390
601,Dubbo Regional (A),New South Wales,95.0,94.2,42195.0,2021-11-08,NSW,40085.0,39748.0,X850,Western NSW,12390
602,Dubbo Regional (A),New South Wales,95.0,92.5,42195.0,2021-11-01,NSW,40085.0,39030.0,X850,Western NSW,12390
603,Dubbo Regional (A),New South Wales,95.0,90.1,42195.0,2021-10-25,NSW,40085.0,38018.0,X850,Western NSW,12390
604,Dubbo Regional (A),New South Wales,95.0,86.4,42195.0,2021-10-18,NSW,40085.0,36456.0,X850,Western NSW,12390
605,Dubbo Regional (A),New South Wales,93.5,73.4,42195.0,2021-10-04,NSW,39452.0,30971.0,X850,Western NSW,12390
606,Dubbo Regional (A),New South Wales,94.8,79.9,42195.0,2021-10-11,NSW,40001.0,33714.0,X850,Western NSW,12390
607,Dubbo Regional (A),New South Wales,91.7,64.6,42195.0,2021-09-27,NSW,38693.0,27258.0,X850,Western NSW,12390
608,Dubbo Regional (A),New South Wales,88.9,54.7,42195.0,2021-09-20,NSW,37511.0,23081.0,X850,Western NSW,12390
609,Dubbo Regional (A),New South Wales,0.843772958881384,0.3998104040763124,42195.0,2021-09-13,NSW,356.0,169.0,X850,Western NSW,12390
610,Dubbo Regional (A),New South Wales,0.7756843227870601,0.3165777935774381,42195.0,2021-09-06,NSW,327.0,134.0,X850,Western NSW,12390
611,Dubbo Regional (A),New South Wales,0.645,0.258,42195.0,2021-08-28,NSW,272.0,109.0,X850,Western NSW,12390
612,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-12-20,NSW,7242.0,7242.0,X800,Hunter New England,12700
613,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-12-13,NSW,7242.0,7242.0,X800,Hunter New England,12700
614,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-12-06,NSW,7242.0,7242.0,X800,Hunter New England,12700
615,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-11-29,NSW,7242.0,7242.0,X800,Hunter New England,12700
616,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-11-22,NSW,7242.0,7242.0,X800,Hunter New England,12700
617,Dungog (A),New South Wales,95.0,95.0,7623.0,2021-11-15,NSW,7242.0,7242.0,X800,Hunter New England,12700
618,Dungog (A),New South Wales,95.0,93.6,7623.0,2021-11-08,NSW,7242.0,7135.0,X800,Hunter New England,12700
619,Dungog (A),New South Wales,95.0,89.7,7623.0,2021-11-01,NSW,7242.0,6838.0,X800,Hunter New England,12700
620,Dungog (A),New South Wales,95.0,84.0,7623.0,2021-10-25,NSW,7242.0,6403.0,X800,Hunter New England,12700
621,Dungog (A),New South Wales,95.0,76.1,7623.0,2021-10-18,NSW,7242.0,5801.0,X800,Hunter New England,12700
622,Dungog (A),New South Wales,88.4,58.7,7623.0,2021-10-04,NSW,6739.0,4475.0,X800,Hunter New England,12700
623,Dungog (A),New South Wales,92.7,66.1,7623.0,2021-10-11,NSW,7067.0,5039.0,X800,Hunter New England,12700
624,Dungog (A),New South Wales,83.5,53.2,7623.0,2021-09-27,NSW,6365.0,4055.0,X800,Hunter New England,12700
625,Dungog (A),New South Wales,78.3,48.3,7623.0,2021-09-20,NSW,5969.0,3682.0,X800,Hunter New England,12700
626,Dungog (A),New South Wales,0.733044733044733,0.4331627967991604,7623.0,2021-09-13,NSW,56.0,33.0,X800,Hunter New England,12700
627,Dungog (A),New South Wales,0.6841138659320477,0.3869867506231143,7623.0,2021-09-06,NSW,52.0,30.0,X800,Hunter New England,12700
628,Dungog (A),New South Wales,0.628,0.323,7623.0,2021-08-28,NSW,48.0,25.0,X800,Hunter New England,12700
629,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-12-20,NSW,31246.0,31246.0,X830,Southern NSW,12750
630,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-12-13,NSW,31246.0,31246.0,X830,Southern NSW,12750
631,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-12-06,NSW,31246.0,31246.0,X830,Southern NSW,12750
632,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-11-29,NSW,31246.0,31246.0,X830,Southern NSW,12750
633,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-11-22,NSW,31246.0,31246.0,X830,Southern NSW,12750
634,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-11-15,NSW,31246.0,31246.0,X830,Southern NSW,12750
635,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-11-08,NSW,31246.0,31246.0,X830,Southern NSW,12750
636,Eurobodalla (A),New South Wales,95.0,95.0,32891.0,2021-11-01,NSW,31246.0,31246.0,X830,Southern NSW,12750
637,Eurobodalla (A),New South Wales,95.0,93.3,32891.0,2021-10-25,NSW,31246.0,30687.0,X830,Southern NSW,12750
638,Eurobodalla (A),New South Wales,95.0,86.8,32891.0,2021-10-18,NSW,31246.0,28549.0,X830,Southern NSW,12750
639,Eurobodalla (A),New South Wales,95.0,72.5,32891.0,2021-10-04,NSW,31246.0,23846.0,X830,Southern NSW,12750
640,Eurobodalla (A),New South Wales,95.0,78.9,32891.0,2021-10-11,NSW,31246.0,25951.0,X830,Southern NSW,12750
641,Eurobodalla (A),New South Wales,94.5,66.2,32891.0,2021-09-27,NSW,31082.0,21774.0,X830,Southern NSW,12750
642,Eurobodalla (A),New South Wales,89.3,60.1,32891.0,2021-09-20,NSW,29372.0,19767.0,X830,Southern NSW,12750
643,Eurobodalla (A),New South Wales,0.8502325864218176,0.5274391170837007,32891.0,2021-09-13,NSW,280.0,173.0,X830,Southern NSW,12750
644,Eurobodalla (A),New South Wales,0.7896689063877657,0.4697637651637225,32891.0,2021-09-06,NSW,260.0,155.0,X830,Southern NSW,12750
645,Eurobodalla (A),New South Wales,0.722,0.407,32891.0,2021-08-28,NSW,237.0,134.0,X830,Southern NSW,12750
646,Fairfield (C),New South Wales,95.0,93.3,172126.0,2021-12-20,NSW,163520.0,160594.0,X710,South Western Sydney,12850
647,Fairfield (C),New South Wales,95.0,93.1,172126.0,2021-12-13,NSW,163520.0,160249.0,X710,South Western Sydney,12850
648,Fairfield (C),New South Wales,95.0,92.8,172126.0,2021-12-06,NSW,163520.0,159733.0,X710,South Western Sydney,12850
649,Fairfield (C),New South Wales,94.9,92.4,172126.0,2021-11-29,NSW,163348.0,159044.0,X710,South Western Sydney,12850
650,Fairfield (C),New South Wales,94.7,92.0,172126.0,2021-11-22,NSW,163003.0,158356.0,X710,South Western Sydney,12850
651,Fairfield (C),New South Wales,94.6,91.4,172126.0,2021-11-15,NSW,162831.0,157323.0,X710,South Western Sydney,12850
652,Fairfield (C),New South Wales,94.3,90.5,172126.0,2021-11-08,NSW,162315.0,155774.0,X710,South Western Sydney,12850
653,Fairfield (C),New South Wales,94.0,89.1,172126.0,2021-11-01,NSW,161798.0,153364.0,X710,South Western Sydney,12850
654,Fairfield (C),New South Wales,93.6,86.8,172126.0,2021-10-25,NSW,161110.0,149405.0,X710,South Western Sydney,12850
655,Fairfield (C),New South Wales,92.8,82.8,172126.0,2021-10-18,NSW,159733.0,142520.0,X710,South Western Sydney,12850
656,Fairfield (C),New South Wales,90.2,68.9,172126.0,2021-10-04,NSW,155258.0,118595.0,X710,South Western Sydney,12850
657,Fairfield (C),New South Wales,91.6,76.4,172126.0,2021-10-11,NSW,157667.0,131504.0,X710,South Western Sydney,12850
658,Fairfield (C),New South Wales,88.0,60.7,172126.0,2021-09-27,NSW,151471.0,104480.0,X710,South Western Sydney,12850
659,Fairfield (C),New South Wales,84.9,51.0,172126.0,2021-09-20,NSW,146135.0,87784.0,X710,South Western Sydney,12850
660,Fairfield (C),New South Wales,0.8087854246307937,0.4211740236803272,172126.0,2021-09-13,NSW,1392.0,725.0,X710,South Western Sydney,12850
661,Fairfield (C),New South Wales,0.7683847878879425,0.3548330873894705,172126.0,2021-09-06,NSW,1323.0,611.0,X710,South Western Sydney,12850
662,Fairfield (C),New South Wales,0.648,0.289,172126.0,2021-08-28,NSW,1115.0,497.0,X710,South Western Sydney,12850
663,Federation (A),New South Wales,95.0,95.0,10325.0,2021-12-20,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
664,Federation (A),New South Wales,95.0,95.0,10325.0,2021-12-13,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
665,Federation (A),New South Wales,95.0,95.0,10325.0,2021-12-06,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
666,Federation (A),New South Wales,95.0,95.0,10325.0,2021-11-29,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
667,Federation (A),New South Wales,95.0,95.0,10325.0,2021-11-22,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
668,Federation (A),New South Wales,95.0,95.0,10325.0,2021-11-15,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
669,Federation (A),New South Wales,95.0,95.0,10325.0,2021-11-08,NSW,9809.0,9809.0,X840,Murrumbidgee,12870
670,Federation (A),New South Wales,95.0,92.3,10325.0,2021-11-01,NSW,9809.0,9530.0,X840,Murrumbidgee,12870
671,Federation (A),New South Wales,95.0,85.9,10325.0,2021-10-25,NSW,9809.0,8869.0,X840,Murrumbidgee,12870
672,Federation (A),New South Wales,95.0,77.7,10325.0,2021-10-18,NSW,9809.0,8023.0,X840,Murrumbidgee,12870
673,Federation (A),New South Wales,94.2,62.5,10325.0,2021-10-04,NSW,9726.0,6453.0,X840,Murrumbidgee,12870
674,Federation (A),New South Wales,95.0,69.7,10325.0,2021-10-11,NSW,9809.0,7197.0,X840,Murrumbidgee,12870
675,Federation (A),New South Wales,89.8,56.9,10325.0,2021-09-27,NSW,9272.0,5875.0,X840,Murrumbidgee,12870
676,Federation (A),New South Wales,85.5,52.0,10325.0,2021-09-20,NSW,8828.0,5369.0,X840,Murrumbidgee,12870
677,Federation (A),New South Wales,0.7995157384987894,0.4447457627118644,10325.0,2021-09-13,NSW,83.0,46.0,X840,Murrumbidgee,12870
678,Federation (A),New South Wales,0.7410169491525423,0.3826634382566586,10325.0,2021-09-06,NSW,77.0,40.0,X840,Murrumbidgee,12870
679,Federation (A),New South Wales,0.665,0.322,10325.0,2021-08-28,NSW,69.0,33.0,X840,Murrumbidgee,12870
680,Forbes (A),New South Wales,95.0,94.8,7865.0,2021-12-20,NSW,7472.0,7456.0,X850,Western NSW,12900
681,Forbes (A),New South Wales,95.0,94.6,7865.0,2021-12-13,NSW,7472.0,7440.0,X850,Western NSW,12900
682,Forbes (A),New South Wales,95.0,94.4,7865.0,2021-12-06,NSW,7472.0,7425.0,X850,Western NSW,12900
683,Forbes (A),New South Wales,95.0,94.0,7865.0,2021-11-29,NSW,7472.0,7393.0,X850,Western NSW,12900
684,Forbes (A),New South Wales,95.0,93.5,7865.0,2021-11-22,NSW,7472.0,7354.0,X850,Western NSW,12900
685,Forbes (A),New South Wales,95.0,92.6,7865.0,2021-11-15,NSW,7472.0,7283.0,X850,Western NSW,12900
686,Forbes (A),New South Wales,95.0,90.7,7865.0,2021-11-08,NSW,7472.0,7134.0,X850,Western NSW,12900
687,Forbes (A),New South Wales,95.0,88.4,7865.0,2021-11-01,NSW,7472.0,6953.0,X850,Western NSW,12900
688,Forbes (A),New South Wales,94.6,86.5,7865.0,2021-10-25,NSW,7440.0,6803.0,X850,Western NSW,12900
689,Forbes (A),New South Wales,93.6,82.0,7865.0,2021-10-18,NSW,7362.0,6449.0,X850,Western NSW,12900
690,Forbes (A),New South Wales,90.1,67.8,7865.0,2021-10-04,NSW,7086.0,5332.0,X850,Western NSW,12900
691,Forbes (A),New South Wales,91.8,74.2,7865.0,2021-10-11,NSW,7220.0,5836.0,X850,Western NSW,12900
692,Forbes (A),New South Wales,88.5,63.3,7865.0,2021-09-27,NSW,6961.0,4979.0,X850,Western NSW,12900
693,Forbes (A),New South Wales,86.8,56.6,7865.0,2021-09-20,NSW,6827.0,4452.0,X850,Western NSW,12900
694,Forbes (A),New South Wales,0.8292434837889384,0.431404958677686,7865.0,2021-09-13,NSW,65.0,34.0,X850,Western NSW,12900
695,Forbes (A),New South Wales,0.7821996185632549,0.3607120152574698,7865.0,2021-09-06,NSW,62.0,28.0,X850,Western NSW,12900
696,Forbes (A),New South Wales,0.61,0.316,7865.0,2021-08-28,NSW,48.0,25.0,X850,Western NSW,12900
697,Georges River (A),New South Wales,90.9,89.4,133798.0,2021-12-20,NSW,121622.0,119615.0,X720,South Eastern Sydney,12930
698,Georges River (A),New South Wales,90.8,89.2,133798.0,2021-12-13,NSW,121489.0,119348.0,X720,South Eastern Sydney,12930
699,Georges River (A),New South Wales,90.7,89.0,133798.0,2021-12-06,NSW,121355.0,119080.0,X720,South Eastern Sydney,12930
700,Georges River (A),New South Wales,90.6,88.7,133798.0,2021-11-29,NSW,121221.0,118679.0,X720,South Eastern Sydney,12930
701,Georges River (A),New South Wales,90.5,88.3,133798.0,2021-11-22,NSW,121087.0,118144.0,X720,South Eastern Sydney,12930
702,Georges River (A),New South Wales,90.3,87.8,133798.0,2021-11-15,NSW,120820.0,117475.0,X720,South Eastern Sydney,12930
703,Georges River (A),New South Wales,90.2,87.2,133798.0,2021-11-08,NSW,120686.0,116672.0,X720,South Eastern Sydney,12930
704,Georges River (A),New South Wales,90.1,86.0,133798.0,2021-11-01,NSW,120552.0,115066.0,X720,South Eastern Sydney,12930
705,Georges River (A),New South Wales,89.7,84.1,133798.0,2021-10-25,NSW,120017.0,112524.0,X720,South Eastern Sydney,12930
706,Georges River (A),New South Wales,89.1,80.9,133798.0,2021-10-18,NSW,119214.0,108243.0,X720,South Eastern Sydney,12930
707,Georges River (A),New South Wales,87.0,67.5,133798.0,2021-10-04,NSW,116404.0,90314.0,X720,South Eastern Sydney,12930
708,Georges River (A),New South Wales,88.1,73.7,133798.0,2021-10-11,NSW,117876.0,98609.0,X720,South Eastern Sydney,12930
709,Georges River (A),New South Wales,85.4,59.4,133798.0,2021-09-27,NSW,114263.0,79476.0,X720,South Eastern Sydney,12930
710,Georges River (A),New South Wales,83.1,51.1,133798.0,2021-09-20,NSW,111186.0,68371.0,X720,South Eastern Sydney,12930
711,Georges River (A),New South Wales,0.799466359736319,0.4483998266042841,133798.0,2021-09-13,NSW,1070.0,600.0,X720,South Eastern Sydney,12930
712,Georges River (A),New South Wales,0.7433593925170778,0.3903272096742851,133798.0,2021-09-06,NSW,995.0,522.0,X720,South Eastern Sydney,12930
713,Georges River (A),New South Wales,0.65,0.33,133798.0,2021-08-28,NSW,870.0,442.0,X720,South Eastern Sydney,12930
714,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-12-20,NSW,3179.0,3179.0,X850,Western NSW,12950
715,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-12-13,NSW,3179.0,3179.0,X850,Western NSW,12950
716,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-12-06,NSW,3179.0,3179.0,X850,Western NSW,12950
717,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-11-29,NSW,3179.0,3179.0,X850,Western NSW,12950
718,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-11-22,NSW,3179.0,3179.0,X850,Western NSW,12950
719,Gilgandra (A),New South Wales,95.0,95.0,3346.0,2021-11-15,NSW,3179.0,3179.0,X850,Western NSW,12950
