,lga_name,state_name,vax_1_%_15+,vax_2_%_15+,population_15+,date,state_code,vax_1_dose_15+,vax_2_dose_15+,lhd_code,lhd_name,lga_code
1097,Lithgow (C),New South Wales,89.6,79.6,17865.0,2021-10-18,NSW,16007.0,14221.0,X750,Nepean Blue Mountains,14870
1098,Lithgow (C),New South Wales,86.4,59.6,17865.0,2021-10-04,NSW,15435.0,10648.0,X750,Nepean Blue Mountains,14870
1099,Lithgow (C),New South Wales,88.0,70.0,17865.0,2021-10-11,NSW,15721.0,12506.0,X750,Nepean Blue Mountains,14870
1100,Lithgow (C),New South Wales,84.1,50.9,17865.0,2021-09-27,NSW,15024.0,9093.0,X750,Nepean Blue Mountains,14870
1101,Lithgow (C),New South Wales,80.3,44.8,17865.0,2021-09-20,NSW,14346.0,8004.0,X750,Nepean Blue Mountains,14870
1102,Lithgow (C),New South Wales,0.7191155891407781,0.3762104673943465,17865.0,2021-09-13,NSW,128.0,67.0,X750,Nepean Blue Mountains,14870
1103,Lithgow (C),New South Wales,0.64858662188637,0.3336132101875175,17865.0,2021-09-06,NSW,116.0,60.0,X750,Nepean Blue Mountains,14870
1104,Lithgow (C),New South Wales,0.583,0.29,17865.0,2021-08-28,NSW,104.0,52.0,X750,Nepean Blue Mountains,14870
1105,Liverpool (C),New South Wales,95.0,93.6,176376.0,2021-12-20,NSW,167557.0,165088.0,X710,South Western Sydney,14900
1106,Liverpool (C),New South Wales,95.0,93.3,176376.0,2021-12-13,NSW,167557.0,164559.0,X710,South Western Sydney,14900
1107,Liverpool (C),New South Wales,95.0,93.0,176376.0,2021-12-06,NSW,167557.0,164030.0,X710,South Western Sydney,14900
1108,Liverpool (C),New South Wales,95.0,92.5,176376.0,2021-11-29,NSW,167557.0,163148.0,X710,South Western Sydney,14900
1109,Liverpool (C),New South Wales,94.9,92.0,176376.0,2021-11-22,NSW,167381.0,162266.0,X710,South Western Sydney,14900
1110,Liverpool (C),New South Wales,94.7,91.4,176376.0,2021-11-15,NSW,167028.0,161208.0,X710,South Western Sydney,14900
1111,Liverpool (C),New South Wales,94.4,90.4,176376.0,2021-11-08,NSW,166499.0,159444.0,X710,South Western Sydney,14900
1112,Liverpool (C),New South Wales,94.0,88.7,176376.0,2021-11-01,NSW,165793.0,156446.0,X710,South Western Sydney,14900
1113,Liverpool (C),New South Wales,93.5,86.5,176376.0,2021-10-25,NSW,164912.0,152565.0,X710,South Western Sydney,14900
1114,Liverpool (C),New South Wales,92.6,82.6,176376.0,2021-10-18,NSW,163324.0,145687.0,X710,South Western Sydney,14900
1115,Liverpool (C),New South Wales,89.7,68.5,176376.0,2021-10-04,NSW,158209.0,120818.0,X710,South Western Sydney,14900
1116,Liverpool (C),New South Wales,91.2,75.9,176376.0,2021-10-11,NSW,160855.0,133869.0,X710,South Western Sydney,14900
1117,Liverpool (C),New South Wales,87.6,60.3,176376.0,2021-09-27,NSW,154505.0,106355.0,X710,South Western Sydney,14900
1118,Liverpool (C),New South Wales,84.6,51.0,176376.0,2021-09-20,NSW,149214.0,89952.0,X710,South Western Sydney,14900
1119,Liverpool (C),New South Wales,0.8051775751802968,0.429037964348891,176376.0,2021-09-13,NSW,1420.0,757.0,X710,South Western Sydney,14900
1120,Liverpool (C),New South Wales,0.7579035696466639,0.3678618406132353,176376.0,2021-09-06,NSW,1337.0,649.0,X710,South Western Sydney,14900
1121,Liverpool (C),New South Wales,0.639,0.305,176376.0,2021-08-28,NSW,1127.0,538.0,X710,South Western Sydney,14900
1122,Liverpool Plains (A),New South Wales,95.0,93.3,6396.0,2021-12-20,NSW,6076.0,5967.0,X800,Hunter New England,14920
1123,Liverpool Plains (A),New South Wales,95.0,92.9,6396.0,2021-12-13,NSW,6076.0,5942.0,X800,Hunter New England,14920
1124,Liverpool Plains (A),New South Wales,95.0,92.1,6396.0,2021-12-06,NSW,6076.0,5891.0,X800,Hunter New England,14920
1125,Liverpool Plains (A),New South Wales,95.0,91.6,6396.0,2021-11-29,NSW,6076.0,5859.0,X800,Hunter New England,14920
1126,Liverpool Plains (A),New South Wales,94.5,90.3,6396.0,2021-11-22,NSW,6044.0,5776.0,X800,Hunter New England,14920
1127,Liverpool Plains (A),New South Wales,94.1,88.8,6396.0,2021-11-15,NSW,6019.0,5680.0,X800,Hunter New England,14920
1128,Liverpool Plains (A),New South Wales,93.7,85.6,6396.0,2021-11-08,NSW,5993.0,5475.0,X800,Hunter New England,14920
1129,Liverpool Plains (A),New South Wales,93.2,81.4,6396.0,2021-11-01,NSW,5961.0,5206.0,X800,Hunter New England,14920
1130,Liverpool Plains (A),New South Wales,92.2,78.5,6396.0,2021-10-25,NSW,5897.0,5021.0,X800,Hunter New England,14920
1131,Liverpool Plains (A),New South Wales,90.5,72.5,6396.0,2021-10-18,NSW,5788.0,4637.0,X800,Hunter New England,14920
1132,Liverpool Plains (A),New South Wales,85.3,52.7,6396.0,2021-10-04,NSW,5456.0,3371.0,X800,Hunter New England,14920
1133,Liverpool Plains (A),New South Wales,87.8,61.7,6396.0,2021-10-11,NSW,5616.0,3946.0,X800,Hunter New England,14920
1134,Liverpool Plains (A),New South Wales,78.5,45.2,6396.0,2021-09-27,NSW,5021.0,2891.0,X800,Hunter New England,14920
1135,Liverpool Plains (A),New South Wales,72.2,40.4,6396.0,2021-09-20,NSW,4618.0,2584.0,X800,Hunter New England,14920
1136,Liverpool Plains (A),New South Wales,0.6794871794871795,0.3225453408380237,6396.0,2021-09-13,NSW,43.0,21.0,X800,Hunter New England,14920
1137,Liverpool Plains (A),New South Wales,0.6158536585365854,0.2800187617260788,6396.0,2021-09-06,NSW,39.0,18.0,X800,Hunter New England,14920
1138,Liverpool Plains (A),New South Wales,0.541,0.234,6396.0,2021-08-28,NSW,35.0,15.0,X800,Hunter New England,14920
1139,Lockhart (A),New South Wales,95.0,95.0,2585.0,2021-12-20,NSW,2456.0,2456.0,X840,Murrumbidgee,14950
1140,Lockhart (A),New South Wales,95.0,95.0,2585.0,2021-12-13,NSW,2456.0,2456.0,X840,Murrumbidgee,14950
1141,Lockhart (A),New South Wales,95.0,95.0,2585.0,2021-12-06,NSW,2456.0,2456.0,X840,Murrumbidgee,14950
1142,Lockhart (A),New South Wales,95.0,95.0,2585.0,2021-11-29,NSW,2456.0,2456.0,X840,Murrumbidgee,14950
1143,Lockhart (A),New South Wales,95.0,94.6,2585.0,2021-11-22,NSW,2456.0,2445.0,X840,Murrumbidgee,14950
1144,Lockhart (A),New South Wales,95.0,93.5,2585.0,2021-11-15,NSW,2456.0,2417.0,X840,Murrumbidgee,14950
1145,Lockhart (A),New South Wales,95.0,91.7,2585.0,2021-11-08,NSW,2456.0,2370.0,X840,Murrumbidgee,14950
1146,Lockhart (A),New South Wales,95.0,88.2,2585.0,2021-11-01,NSW,2456.0,2280.0,X840,Murrumbidgee,14950
1147,Lockhart (A),New South Wales,94.6,84.8,2585.0,2021-10-25,NSW,2445.0,2192.0,X840,Murrumbidgee,14950
1148,Lockhart (A),New South Wales,93.7,79.3,2585.0,2021-10-18,NSW,2422.0,2050.0,X840,Murrumbidgee,14950
1149,Lockhart (A),New South Wales,90.2,65.3,2585.0,2021-10-04,NSW,2332.0,1688.0,X840,Murrumbidgee,14950
1150,Lockhart (A),New South Wales,92.1,70.8,2585.0,2021-10-11,NSW,2381.0,1830.0,X840,Murrumbidgee,14950
1151,Lockhart (A),New South Wales,85.8,59.8,2585.0,2021-09-27,NSW,2218.0,1546.0,X840,Murrumbidgee,14950
1152,Lockhart (A),New South Wales,80.6,55.9,2585.0,2021-09-20,NSW,2084.0,1445.0,X840,Murrumbidgee,14950
1153,Lockhart (A),New South Wales,0.7617021276595743,0.5071566731141199,2585.0,2021-09-13,NSW,20.0,13.0,X840,Murrumbidgee,14950
1154,Lockhart (A),New South Wales,0.6982591876208897,0.4413926499032882,2585.0,2021-09-06,NSW,18.0,11.0,X840,Murrumbidgee,14950
1155,Lockhart (A),New South Wales,0.645,0.378,2585.0,2021-08-28,NSW,17.0,10.0,X840,Murrumbidgee,14950
1156,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-12-20,NSW,63354.0,63354.0,X800,Hunter New England,15050
1157,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-12-13,NSW,63354.0,63354.0,X800,Hunter New England,15050
1158,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-12-06,NSW,63354.0,63354.0,X800,Hunter New England,15050
1159,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-11-29,NSW,63354.0,63354.0,X800,Hunter New England,15050
1160,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-11-22,NSW,63354.0,63354.0,X800,Hunter New England,15050
1161,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-11-15,NSW,63354.0,63354.0,X800,Hunter New England,15050
1162,Maitland (C),New South Wales,95.0,95.0,66688.0,2021-11-08,NSW,63354.0,63354.0,X800,Hunter New England,15050
1163,Maitland (C),New South Wales,95.0,90.7,66688.0,2021-11-01,NSW,63354.0,60486.0,X800,Hunter New England,15050
1164,Maitland (C),New South Wales,95.0,84.1,66688.0,2021-10-25,NSW,63354.0,56085.0,X800,Hunter New England,15050
1165,Maitland (C),New South Wales,95.0,75.4,66688.0,2021-10-18,NSW,63354.0,50283.0,X800,Hunter New England,15050
1166,Maitland (C),New South Wales,88.6,55.1,66688.0,2021-10-04,NSW,59086.0,36745.0,X800,Hunter New England,15050
1167,Maitland (C),New South Wales,93.7,63.3,66688.0,2021-10-11,NSW,62487.0,42214.0,X800,Hunter New England,15050
1168,Maitland (C),New South Wales,82.2,48.8,66688.0,2021-09-27,NSW,54818.0,32544.0,X800,Hunter New England,15050
1169,Maitland (C),New South Wales,75.3,42.7,66688.0,2021-09-20,NSW,50216.0,28476.0,X800,Hunter New England,15050
1170,Maitland (C),New South Wales,0.6961222408829175,0.3856765834932822,66688.0,2021-09-13,NSW,464.0,257.0,X800,Hunter New England,15050
1171,Maitland (C),New South Wales,0.6394253838771593,0.341095849328215,66688.0,2021-09-06,NSW,426.0,227.0,X800,Hunter New England,15050
1172,Maitland (C),New South Wales,0.571,0.291,66688.0,2021-08-28,NSW,381.0,194.0,X800,Hunter New England,15050
1173,Mid-Coast (A),New South Wales,95.0,95.0,79221.0,2021-12-20,NSW,75260.0,75260.0,X800,Hunter New England,15240
1174,Mid-Coast (A),New South Wales,95.0,95.0,79221.0,2021-12-13,NSW,75260.0,75260.0,X800,Hunter New England,15240
1175,Mid-Coast (A),New South Wales,95.0,95.0,79221.0,2021-12-06,NSW,75260.0,75260.0,X800,Hunter New England,15240
1176,Mid-Coast (A),New South Wales,95.0,95.0,79221.0,2021-11-29,NSW,75260.0,75260.0,X800,Hunter New England,15240
1177,Mid-Coast (A),New South Wales,95.0,95.0,79221.0,2021-11-22,NSW,75260.0,75260.0,X800,Hunter New England,15240
1178,Mid-Coast (A),New South Wales,95.0,93.5,79221.0,2021-11-15,NSW,75260.0,74072.0,X800,Hunter New England,15240
1179,Mid-Coast (A),New South Wales,95.0,90.5,79221.0,2021-11-08,NSW,75260.0,71695.0,X800,Hunter New England,15240
1180,Mid-Coast (A),New South Wales,95.0,85.8,79221.0,2021-11-01,NSW,75260.0,67972.0,X800,Hunter New England,15240
1181,Mid-Coast (A),New South Wales,95.0,79.8,79221.0,2021-10-25,NSW,75260.0,63218.0,X800,Hunter New England,15240
1182,Mid-Coast (A),New South Wales,94.9,73.8,79221.0,2021-10-18,NSW,75181.0,58465.0,X800,Hunter New England,15240
1183,Mid-Coast (A),New South Wales,87.3,58.2,79221.0,2021-10-04,NSW,69160.0,46107.0,X800,Hunter New England,15240
1184,Mid-Coast (A),New South Wales,91.1,65.0,79221.0,2021-10-11,NSW,72170.0,51494.0,X800,Hunter New England,15240
1185,Mid-Coast (A),New South Wales,82.8,53.2,79221.0,2021-09-27,NSW,65595.0,42146.0,X800,Hunter New England,15240
1186,Mid-Coast (A),New South Wales,78.6,48.7,79221.0,2021-09-20,NSW,62268.0,38581.0,X800,Hunter New England,15240
1187,Mid-Coast (A),New South Wales,0.735423688163492,0.4375859936128046,79221.0,2021-09-13,NSW,583.0,347.0,X800,Hunter New England,15240
1188,Mid-Coast (A),New South Wales,0.6888956211105641,0.3910074348973126,79221.0,2021-09-06,NSW,546.0,310.0,X800,Hunter New England,15240
1189,Mid-Coast (A),New South Wales,0.633,0.34,79221.0,2021-08-28,NSW,501.0,269.0,X800,Hunter New England,15240
1190,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-12-20,NSW,18965.0,18965.0,X850,Western NSW,15270
1191,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-12-13,NSW,18965.0,18965.0,X850,Western NSW,15270
1192,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-12-06,NSW,18965.0,18965.0,X850,Western NSW,15270
1193,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-11-29,NSW,18965.0,18965.0,X850,Western NSW,15270
1194,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-11-22,NSW,18965.0,18965.0,X850,Western NSW,15270
1195,Mid-Western Regional (A),New South Wales,95.0,95.0,19963.0,2021-11-15,NSW,18965.0,18965.0,X850,Western NSW,15270
1196,Mid-Western Regional (A),New South Wales,95.0,94.1,19963.0,2021-11-08,NSW,18965.0,18785.0,X850,Western NSW,15270
1197,Mid-Western Regional (A),New South Wales,95.0,90.3,19963.0,2021-11-01,NSW,18965.0,18027.0,X850,Western NSW,15270
1198,Mid-Western Regional (A),New South Wales,95.0,86.4,19963.0,2021-10-25,NSW,18965.0,17248.0,X850,Western NSW,15270
1199,Mid-Western Regional (A),New South Wales,95.0,82.1,19963.0,2021-10-18,NSW,18965.0,16390.0,X850,Western NSW,15270
1200,Mid-Western Regional (A),New South Wales,92.4,68.3,19963.0,2021-10-04,NSW,18446.0,13635.0,X850,Western NSW,15270
1201,Mid-Western Regional (A),New South Wales,94.9,75.1,19963.0,2021-10-11,NSW,18945.0,14992.0,X850,Western NSW,15270
1202,Mid-Western Regional (A),New South Wales,89.8,61.6,19963.0,2021-09-27,NSW,17927.0,12297.0,X850,Western NSW,15270
1203,Mid-Western Regional (A),New South Wales,86.9,39.9,19963.0,2021-09-20,NSW,17348.0,7965.0,X850,Western NSW,15270
1204,Mid-Western Regional (A),New South Wales,0.8149075790211892,0.3417822972499123,19963.0,2021-09-13,NSW,163.0,68.0,X850,Western NSW,15270
1205,Mid-Western Regional (A),New South Wales,0.7449281170164805,0.3039122376396333,19963.0,2021-09-06,NSW,149.0,61.0,X850,Western NSW,15270
1206,Mid-Western Regional (A),New South Wales,0.513,0.268,19963.0,2021-08-28,NSW,102.0,54.0,X850,Western NSW,15270
1207,Moree Plains (A),New South Wales,91.4,88.4,10216.0,2021-12-20,NSW,9337.0,9031.0,X800,Hunter New England,15300
1208,Moree Plains (A),New South Wales,91.2,87.7,10216.0,2021-12-13,NSW,9317.0,8959.0,X800,Hunter New England,15300
1209,Moree Plains (A),New South Wales,90.8,86.5,10216.0,2021-12-06,NSW,9276.0,8837.0,X800,Hunter New England,15300
1210,Moree Plains (A),New South Wales,90.6,85.0,10216.0,2021-11-29,NSW,9256.0,8684.0,X800,Hunter New England,15300
1211,Moree Plains (A),New South Wales,90.0,83.5,10216.0,2021-11-22,NSW,9194.0,8530.0,X800,Hunter New England,15300
1212,Moree Plains (A),New South Wales,89.2,82.3,10216.0,2021-11-15,NSW,9113.0,8408.0,X800,Hunter New England,15300
1213,Moree Plains (A),New South Wales,87.8,79.2,10216.0,2021-11-08,NSW,8970.0,8091.0,X800,Hunter New England,15300
1214,Moree Plains (A),New South Wales,86.6,76.4,10216.0,2021-11-01,NSW,8847.0,7805.0,X800,Hunter New England,15300
1215,Moree Plains (A),New South Wales,85.6,73.9,10216.0,2021-10-25,NSW,8745.0,7550.0,X800,Hunter New England,15300
1216,Moree Plains (A),New South Wales,83.8,70.2,10216.0,2021-10-18,NSW,8561.0,7172.0,X800,Hunter New England,15300
1217,Moree Plains (A),New South Wales,79.6,55.7,10216.0,2021-10-04,NSW,8132.0,5690.0,X800,Hunter New England,15300
1218,Moree Plains (A),New South Wales,81.3,60.8,10216.0,2021-10-11,NSW,8306.0,6211.0,X800,Hunter New England,15300
1219,Moree Plains (A),New South Wales,74.4,49.0,10216.0,2021-09-27,NSW,7601.0,5006.0,X800,Hunter New England,15300
1220,Moree Plains (A),New South Wales,70.9,44.0,10216.0,2021-09-20,NSW,7243.0,4495.0,X800,Hunter New England,15300
1221,Moree Plains (A),New South Wales,0.6571064996084574,0.3831245105716523,10216.0,2021-09-13,NSW,67.0,39.0,X800,Hunter New England,15300
1222,Moree Plains (A),New South Wales,0.6033672670321065,0.3349647611589663,10216.0,2021-09-06,NSW,62.0,34.0,X800,Hunter New England,15300
1223,Moree Plains (A),New South Wales,0.527,0.295,10216.0,2021-08-28,NSW,54.0,30.0,X800,Hunter New England,15300
1224,Mosman (A),New South Wales,92.5,91.6,25604.0,2021-12-20,NSW,23684.0,23453.0,X760,Northern Sydney,15350
1225,Mosman (A),New South Wales,92.4,91.4,25604.0,2021-12-13,NSW,23658.0,23402.0,X760,Northern Sydney,15350
1226,Mosman (A),New South Wales,92.3,91.3,25604.0,2021-12-06,NSW,23632.0,23376.0,X760,Northern Sydney,15350
1227,Mosman (A),New South Wales,92.3,91.1,25604.0,2021-11-29,NSW,23632.0,23325.0,X760,Northern Sydney,15350
1228,Mosman (A),New South Wales,92.2,90.9,25604.0,2021-11-22,NSW,23607.0,23274.0,X760,Northern Sydney,15350
1229,Mosman (A),New South Wales,92.1,90.6,25604.0,2021-11-15,NSW,23581.0,23197.0,X760,Northern Sydney,15350
1230,Mosman (A),New South Wales,92.1,90.3,25604.0,2021-11-08,NSW,23581.0,23120.0,X760,Northern Sydney,15350
1231,Mosman (A),New South Wales,92.0,89.4,25604.0,2021-11-01,NSW,23556.0,22890.0,X760,Northern Sydney,15350
1232,Mosman (A),New South Wales,91.8,88.2,25604.0,2021-10-25,NSW,23504.0,22583.0,X760,Northern Sydney,15350
1233,Mosman (A),New South Wales,91.4,86.2,25604.0,2021-10-18,NSW,23402.0,22071.0,X760,Northern Sydney,15350
1234,Mosman (A),New South Wales,90.0,78.1,25604.0,2021-10-04,NSW,23044.0,19997.0,X760,Northern Sydney,15350
1235,Mosman (A),New South Wales,90.8,82.5,25604.0,2021-10-11,NSW,23248.0,21123.0,X760,Northern Sydney,15350
1236,Mosman (A),New South Wales,88.5,73.2,25604.0,2021-09-27,NSW,22660.0,18742.0,X760,Northern Sydney,15350
1237,Mosman (A),New South Wales,86.4,66.6,25604.0,2021-09-20,NSW,22122.0,17052.0,X760,Northern Sydney,15350
1238,Mosman (A),New South Wales,0.8406889548508045,0.6071707545695985,25604.0,2021-09-13,NSW,215.0,155.0,X760,Northern Sydney,15350
1239,Mosman (A),New South Wales,0.8121387283236994,0.5582721449773473,25604.0,2021-09-06,NSW,208.0,143.0,X760,Northern Sydney,15350
1240,Mosman (A),New South Wales,0.749,0.499,25604.0,2021-08-28,NSW,192.0,128.0,X760,Northern Sydney,15350
1241,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-12-20,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1242,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-12-13,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1243,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-12-06,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1244,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-11-29,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1245,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-11-22,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1246,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-11-15,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1247,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-11-08,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1248,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-11-01,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1249,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-10-25,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1250,Murray River (A),New South Wales,95.0,95.0,9910.0,2021-10-18,NSW,9414.0,9414.0,X840,Murrumbidgee,15520
1251,Murray River (A),New South Wales,95.0,80.2,9910.0,2021-10-04,NSW,9414.0,7948.0,X840,Murrumbidgee,15520
1252,Murray River (A),New South Wales,95.0,87.3,9910.0,2021-10-11,NSW,9414.0,8651.0,X840,Murrumbidgee,15520
1253,Murray River (A),New South Wales,95.0,73.0,9910.0,2021-09-27,NSW,9414.0,7234.0,X840,Murrumbidgee,15520
1254,Murray River (A),New South Wales,95.0,67.3,9910.0,2021-09-20,NSW,9414.0,6669.0,X840,Murrumbidgee,15520
1255,Murray River (A),New South Wales,0.9359233097880928,0.625832492431887,9910.0,2021-09-13,NSW,93.0,62.0,X840,Murrumbidgee,15520
1256,Murray River (A),New South Wales,0.8607467204843592,0.5657921291624621,9910.0,2021-09-06,NSW,85.0,56.0,X840,Murrumbidgee,15520
1257,Murray River (A),New South Wales,0.791,0.498,9910.0,2021-08-28,NSW,78.0,49.0,X840,Murrumbidgee,15520
1258,Murrumbidgee (A),New South Wales,94.5,92.2,3114.0,2021-12-20,NSW,2943.0,2871.0,X840,Murrumbidgee,15560
1259,Murrumbidgee (A),New South Wales,94.2,91.5,3114.0,2021-12-13,NSW,2933.0,2849.0,X840,Murrumbidgee,15560
1260,Murrumbidgee (A),New South Wales,93.8,90.5,3114.0,2021-12-06,NSW,2921.0,2818.0,X840,Murrumbidgee,15560
1261,Murrumbidgee (A),New South Wales,93.3,89.9,3114.0,2021-11-29,NSW,2905.0,2799.0,X840,Murrumbidgee,15560
1262,Murrumbidgee (A),New South Wales,93.2,88.9,3114.0,2021-11-22,NSW,2902.0,2768.0,X840,Murrumbidgee,15560
1263,Murrumbidgee (A),New South Wales,92.6,87.6,3114.0,2021-11-15,NSW,2884.0,2728.0,X840,Murrumbidgee,15560
1264,Murrumbidgee (A),New South Wales,91.7,84.9,3114.0,2021-11-08,NSW,2856.0,2644.0,X840,Murrumbidgee,15560
1265,Murrumbidgee (A),New South Wales,91.2,81.2,3114.0,2021-11-01,NSW,2840.0,2529.0,X840,Murrumbidgee,15560
1266,Murrumbidgee (A),New South Wales,90.5,77.3,3114.0,2021-10-25,NSW,2818.0,2407.0,X840,Murrumbidgee,15560
1267,Murrumbidgee (A),New South Wales,88.1,70.5,3114.0,2021-10-18,NSW,2743.0,2195.0,X840,Murrumbidgee,15560
1268,Murrumbidgee (A),New South Wales,80.9,51.6,3114.0,2021-10-04,NSW,2519.0,1607.0,X840,Murrumbidgee,15560
1269,Murrumbidgee (A),New South Wales,83.6,57.5,3114.0,2021-10-11,NSW,2603.0,1791.0,X840,Murrumbidgee,15560
1270,Murrumbidgee (A),New South Wales,77.6,47.5,3114.0,2021-09-27,NSW,2416.0,1479.0,X840,Murrumbidgee,15560
1271,Murrumbidgee (A),New South Wales,72.7,43.4,3114.0,2021-09-20,NSW,2264.0,1351.0,X840,Murrumbidgee,15560
1272,Murrumbidgee (A),New South Wales,0.6772639691714836,0.392742453436095,3114.0,2021-09-13,NSW,21.0,12.0,X840,Murrumbidgee,15560
1273,Murrumbidgee (A),New South Wales,0.6278098908156712,0.3378291586384072,3114.0,2021-09-06,NSW,20.0,11.0,X840,Murrumbidgee,15560
1274,Murrumbidgee (A),New South Wales,0.557,0.294,3114.0,2021-08-28,NSW,17.0,9.0,X840,Murrumbidgee,15560
1275,Muswellbrook (A),New South Wales,95.0,95.0,12673.0,2021-12-20,NSW,12039.0,12039.0,X800,Hunter New England,15650
1276,Muswellbrook (A),New South Wales,95.0,95.0,12673.0,2021-12-13,NSW,12039.0,12039.0,X800,Hunter New England,15650
1277,Muswellbrook (A),New South Wales,95.0,95.0,12673.0,2021-12-06,NSW,12039.0,12039.0,X800,Hunter New England,15650
1278,Muswellbrook (A),New South Wales,95.0,94.6,12673.0,2021-11-29,NSW,12039.0,11989.0,X800,Hunter New England,15650
1279,Muswellbrook (A),New South Wales,95.0,93.5,12673.0,2021-11-22,NSW,12039.0,11849.0,X800,Hunter New England,15650
1280,Muswellbrook (A),New South Wales,95.0,91.7,12673.0,2021-11-15,NSW,12039.0,11621.0,X800,Hunter New England,15650
1281,Muswellbrook (A),New South Wales,95.0,88.9,12673.0,2021-11-08,NSW,12039.0,11266.0,X800,Hunter New England,15650
1282,Muswellbrook (A),New South Wales,95.0,84.4,12673.0,2021-11-01,NSW,12039.0,10696.0,X800,Hunter New England,15650
1283,Muswellbrook (A),New South Wales,94.4,75.7,12673.0,2021-10-25,NSW,11963.0,9593.0,X800,Hunter New England,15650
1284,Muswellbrook (A),New South Wales,92.7,68.6,12673.0,2021-10-18,NSW,11748.0,8694.0,X800,Hunter New England,15650
1285,Muswellbrook (A),New South Wales,81.3,47.7,12673.0,2021-10-04,NSW,10303.0,6045.0,X800,Hunter New England,15650
1286,Muswellbrook (A),New South Wales,88.1,56.5,12673.0,2021-10-11,NSW,11165.0,7160.0,X800,Hunter New England,15650
1287,Muswellbrook (A),New South Wales,74.9,39.5,12673.0,2021-09-27,NSW,9492.0,5006.0,X800,Hunter New England,15650
1288,Muswellbrook (A),New South Wales,68.6,34.1,12673.0,2021-09-20,NSW,8694.0,4321.0,X800,Hunter New England,15650
1289,Muswellbrook (A),New South Wales,0.6296062495068254,0.2989820879034168,12673.0,2021-09-13,NSW,80.0,38.0,X800,Hunter New England,15650
1290,Muswellbrook (A),New South Wales,0.5389410557878955,0.2561350903495621,12673.0,2021-09-06,NSW,68.0,32.0,X800,Hunter New England,15650
1291,Muswellbrook (A),New South Wales,0.471,0.217,12673.0,2021-08-28,NSW,60.0,28.0,X800,Hunter New England,15650
1292,Nambucca (A),New South Wales,95.0,95.0,16485.0,2021-12-20,NSW,15661.0,15661.0,X820,Mid North Coast,15700
1293,Nambucca (A),New South Wales,95.0,95.0,16485.0,2021-12-13,NSW,15661.0,15661.0,X820,Mid North Coast,15700
1294,Nambucca (A),New South Wales,95.0,95.0,16485.0,2021-12-06,NSW,15661.0,15661.0,X820,Mid North Coast,15700
1295,Nambucca (A),New South Wales,95.0,95.0,16485.0,2021-11-29,NSW,15661.0,15661.0,X820,Mid North Coast,15700
1296,Nambucca (A),New South Wales,95.0,93.2,16485.0,2021-11-22,NSW,15661.0,15364.0,X820,Mid North Coast,15700
1297,Nambucca (A),New South Wales,95.0,90.7,16485.0,2021-11-15,NSW,15661.0,14952.0,X820,Mid North Coast,15700
1298,Nambucca (A),New South Wales,95.0,86.9,16485.0,2021-11-08,NSW,15661.0,14325.0,X820,Mid North Coast,15700
1299,Nambucca (A),New South Wales,95.0,81.2,16485.0,2021-11-01,NSW,15661.0,13386.0,X820,Mid North Coast,15700
1300,Nambucca (A),New South Wales,94.9,75.4,16485.0,2021-10-25,NSW,15644.0,12430.0,X820,Mid North Coast,15700
1301,Nambucca (A),New South Wales,92.5,67.4,16485.0,2021-10-18,NSW,15249.0,11111.0,X820,Mid North Coast,15700
1302,Nambucca (A),New South Wales,84.2,55.1,16485.0,2021-10-04,NSW,13880.0,9083.0,X820,Mid North Coast,15700
1303,Nambucca (A),New South Wales,88.5,60.0,16485.0,2021-10-11,NSW,14589.0,9891.0,X820,Mid North Coast,15700
1304,Nambucca (A),New South Wales,79.7,50.9,16485.0,2021-09-27,NSW,13139.0,8391.0,X820,Mid North Coast,15700
1305,Nambucca (A),New South Wales,75.2,46.7,16485.0,2021-09-20,NSW,12397.0,7698.0,X820,Mid North Coast,15700
