,date,state_name,state_code,country,vax_1_dose,vax_2_dose,vax_1_%,vax_2_%,population,age_group,sex,saved_date
1272,2021-11-22,,,Australia,808437,716590,0.8413961708026827,0.7458046601472896,960828,"(25, 29)",Male,2021-12-22
1273,2021-11-22,,,Australia,791485,719522,0.8369232363477944,0.7608289239384672,945708,"(25, 29)",Female,2021-12-22
1274,2021-11-22,,,Australia,826029,745113,0.8708067541027158,0.785504422931564,948579,"(30, 34)",Male,2021-12-22
1275,2021-11-22,,,Australia,845887,777257,0.8674767616437906,0.7970951029215105,975112,"(30, 34)",Female,2021-12-22
1276,2021-11-22,,,Australia,827270,758275,0.91024522387255,0.834330021796944,908843,"(35, 39)",Male,2021-12-22
1277,2021-11-22,,,Australia,842241,784399,0.9093736942290729,0.8469212688287444,926177,"(35, 39)",Female,2021-12-22
1278,2021-11-22,,,Australia,754219,701403,0.9368714598032396,0.8712647818741925,805040,"(40, 44)",Male,2021-12-22
1279,2021-11-22,,,Australia,760521,717403,0.9329634295794604,0.8800687466494596,815167,"(40, 44)",Female,2021-12-22
1280,2021-11-22,,,Australia,739673,693303,0.8955800536374808,0.83943626160077,825915,"(45, 49)",Male,2021-12-22
1281,2021-11-22,,,Australia,755822,718404,0.8883651993826993,0.8443854673419519,850801,"(45, 49)",Female,2021-12-22
1282,2021-11-22,,,Australia,737754,697021,0.9667322726307817,0.9133568850882273,763142,"(50, 54)",Male,2021-12-22
1283,2021-11-22,,,Australia,760284,726699,0.9487113575730047,0.9068027142974796,801386,"(50, 54)",Female,2021-12-22
1284,2021-11-22,,,Australia,706707,673716,0.9300697644118587,0.8866515846036616,759843,"(55, 59)",Male,2021-12-22
1285,2021-11-22,,,Australia,724010,695566,0.9097934646567714,0.874050636092667,795796,"(55, 59)",Female,2021-12-22
1286,2021-11-22,,,Australia,671483,631873,0.9629191457264094,0.9061176669663765,697341,"(60, 64)",Male,2021-12-22
1287,2021-11-22,,,Australia,702171,664783,0.9497614677409973,0.8991901941396946,739313,"(60, 64)",Female,2021-12-22
1288,2021-11-22,,,Australia,590788,561247,0.9704378393028738,0.9219133191520816,608785,"(65, 69)",Male,2021-12-22
1289,2021-11-22,,,Australia,626445,595806,0.9646653556947972,0.9174842275301013,649391,"(65, 69)",Female,2021-12-22
1290,2021-11-22,,,Australia,528808,507105,0.9784767966841833,0.9383187772925764,540440,"(70, 74)",Male,2021-12-22
1291,2021-11-22,,,Australia,557973,534574,0.9883482626016072,0.9469011657051356,564551,"(70, 74)",Female,2021-12-22
1292,2021-11-22,,,Australia,384068,369184,1.0357150561991673,0.995577416779928,370824,"(75, 79)",Male,2021-12-22
1293,2021-11-22,,,Australia,414689,397623,1.0292143810899488,0.9868583682039521,402918,"(75, 79)",Female,2021-12-22
1294,2021-11-22,,,Australia,245299,234350,1.0227396860472389,0.9770893702182659,239845,"(80, 84)",Male,2021-12-22
1295,2021-11-22,,,Australia,287908,273958,0.9976091310404092,0.9492719977269419,288598,"(80, 84)",Female,2021-12-22
1296,2021-11-22,,,Australia,134570,126890,1.0270715828518657,0.9684559199529853,131023,"(85, 89)",Male,2021-12-22
1297,2021-11-22,,,Australia,184157,173208,0.9945293514068153,0.9353999027920289,185170,"(85, 89)",Female,2021-12-22
1298,2021-11-22,,,Australia,58767,54578,1.0227640578499453,0.949859900102682,57459,"(90, 94)",Male,2021-12-22
1299,2021-11-22,,,Australia,101437,94151,1.0046649367113683,0.9325020303864667,100966,"(90, 94)",Female,2021-12-22
1300,2021-11-22,,,Australia,14699,13273,0.9346941370977998,0.8440162787740049,15726,"(95,)",Male,2021-12-22
1301,2021-11-22,,,Australia,37150,33698,0.9990318937234443,0.9062012585381595,37186,"(95,)",Female,2021-12-22
1302,2021-11-21,New South Wales,NSW,Australia,2762401,6029954,0.42073527819252043,0.9184091569899162,6565651,,,2021-12-22
1303,2021-11-21,Victoria,VIC,Australia,2162373,4823899,0.3998785777134072,0.8920634280732913,5407574,,,2021-12-22
1304,2021-11-21,Queensland,QLD,Australia,1636983,3016404,0.398030542900333,0.7334351802839346,4112707,,,2021-12-22
1305,2021-11-21,Tasmania,TAS,Australia,210453,373368,0.4781153730814318,0.8482320547422372,440172,,,2021-12-22
1306,2021-11-21,Western Australia,WA,Australia,823841,1538581,0.38952698325940033,0.727469032774809,2114978,,,2021-12-22
1307,2021-11-21,South Australia,SA,Australia,633971,1112594,0.44013537906137185,0.7724201610663705,1440400,,,2021-12-22
1308,2021-11-21,Northern Territory,NT,Australia,55406,139780,0.29073678576488554,0.733479910374611,190571,,,2021-12-22
1309,2021-11-21,Australian Capital Territory,ACT,Australia,133472,335607,0.38795827193005405,0.975496821562797,344037,,,2021-12-22
1310,2021-11-21,,,Australia,502325,438461,0.8167939303670267,0.7129493525161139,614996,"(16, 19)",Male,2021-12-22
1311,2021-11-21,,,Australia,496162,439930,0.8542940084643914,0.7574734928183531,580786,"(16, 19)",Female,2021-12-22
1312,2021-11-21,,,Australia,709550,621353,0.8063434701577344,0.7061150506841221,879960,"(20, 24)",Male,2021-12-22
1313,2021-11-21,,,Australia,694713,627278,0.8346464923156772,0.7536283075266957,832344,"(20, 24)",Female,2021-12-22
1314,2021-11-21,,,Australia,807838,715640,0.8407727501696454,0.7448159295940585,960828,"(25, 29)",Male,2021-12-22
1315,2021-11-21,,,Australia,791030,718737,0.8364421153252378,0.7599988579984519,945708,"(25, 29)",Female,2021-12-22
1316,2021-11-21,,,Australia,825433,744266,0.8701784458648146,0.7846115083719964,948579,"(30, 34)",Male,2021-12-22
1317,2021-11-21,,,Australia,845400,776504,0.866977331834702,0.7963228839353839,975112,"(30, 34)",Female,2021-12-22
1318,2021-11-21,,,Australia,826860,757627,0.9097941008513022,0.833617027363362,908843,"(35, 39)",Male,2021-12-22
1319,2021-11-21,,,Australia,841877,783765,0.9089806807985946,0.8462367344470874,926177,"(35, 39)",Female,2021-12-22
1320,2021-11-21,,,Australia,754021,700975,0.9366255092914638,0.8707331312729802,805040,"(40, 44)",Male,2021-12-22
1321,2021-11-21,,,Australia,760340,717051,0.932741389187737,0.8796369332909698,815167,"(40, 44)",Female,2021-12-22
1322,2021-11-21,,,Australia,739443,692868,0.8953015746172427,0.8389095730190153,825915,"(45, 49)",Male,2021-12-22
1323,2021-11-21,,,Australia,755639,718033,0.8881501079570898,0.8439494076758255,850801,"(45, 49)",Female,2021-12-22
1324,2021-11-21,,,Australia,737643,696717,0.96658682132552,0.9129585319639071,763142,"(50, 54)",Male,2021-12-22
1325,2021-11-21,,,Australia,760184,726427,0.9485865737609591,0.9064633023287155,801386,"(50, 54)",Female,2021-12-22
1326,2021-11-21,,,Australia,706546,673434,0.9298578785354343,0.8862804553045827,759843,"(55, 59)",Male,2021-12-22
1327,2021-11-21,,,Australia,723929,695358,0.9096916797772293,0.8737892625748307,795796,"(55, 59)",Female,2021-12-22
1328,2021-11-21,,,Australia,671332,631536,0.9627026089101315,0.9056344026810412,697341,"(60, 64)",Male,2021-12-22
1329,2021-11-21,,,Australia,702005,664451,0.9495369349652989,0.8987411285882975,739313,"(60, 64)",Female,2021-12-22
1330,2021-11-21,,,Australia,590733,561075,0.9703474954212078,0.9216307891948717,608785,"(65, 69)",Male,2021-12-22
1331,2021-11-21,,,Australia,626357,595594,0.9645298441154867,0.9171577678163079,649391,"(65, 69)",Female,2021-12-22
1332,2021-11-21,,,Australia,528778,506999,0.9784212863592628,0.9381226408111909,540440,"(70, 74)",Male,2021-12-22
1333,2021-11-21,,,Australia,557968,534497,0.9883394060058347,0.946764774130238,564551,"(70, 74)",Female,2021-12-22
1334,2021-11-21,,,Australia,383932,369030,1.0353483053955514,0.9951621254287748,370824,"(75, 79)",Male,2021-12-22
1335,2021-11-21,,,Australia,414529,397411,1.0288172779573015,0.9863322065531944,402918,"(75, 79)",Female,2021-12-22
1336,2021-11-21,,,Australia,245217,234252,1.0223977985782484,0.9766807729992286,239845,"(80, 84)",Male,2021-12-22
1337,2021-11-21,,,Australia,287822,273833,0.9973111386773297,0.9488388692922335,288598,"(80, 84)",Female,2021-12-22
1338,2021-11-21,,,Australia,134499,126803,1.026529693259962,0.967791914396709,131023,"(85, 89)",Male,2021-12-22
1339,2021-11-21,,,Australia,184104,173131,0.9942431279364908,0.9349840686936329,185170,"(85, 89)",Female,2021-12-22
1340,2021-11-21,,,Australia,58737,54538,1.0222419464313686,0.9491637515445797,57459,"(90, 94)",Male,2021-12-22
1341,2021-11-21,,,Australia,101386,94091,1.0041598161757423,0.9319077709327892,100966,"(90, 94)",Female,2021-12-22
1342,2021-11-21,,,Australia,14687,13262,0.9339310695663233,0.8433168002034847,15726,"(95,)",Male,2021-12-22
1343,2021-11-21,,,Australia,37119,33662,0.9981982466519658,0.9052331522616038,37186,"(95,)",Female,2021-12-22
1344,2021-11-20,New South Wales,NSW,Australia,2761989,6026794,0.4206725273700963,0.9179278642742357,6565651,,,2021-12-22
1345,2021-11-20,Victoria,VIC,Australia,2161783,4814476,0.39976947148573466,0.8903208721692945,5407574,,,2021-12-22
1346,2021-11-20,Queensland,QLD,Australia,1635660,3004760,0.39770885696452485,0.7306039550106536,4112707,,,2021-12-22
1347,2021-11-20,Tasmania,TAS,Australia,210357,372501,0.47789727651917885,0.8462623701643903,440172,,,2021-12-22
1348,2021-11-20,Western Australia,WA,Australia,823169,1532448,0.38920924945791396,0.7245692390180891,2114978,,,2021-12-22
1349,2021-11-20,South Australia,SA,Australia,633261,1107338,0.439642460427659,0.7687711746737017,1440400,,,2021-12-22
1350,2021-11-20,Northern Territory,NT,Australia,55380,139440,0.2906003536739588,0.7316957984163383,190571,,,2021-12-22
1351,2021-11-20,Australian Capital Territory,ACT,Australia,133452,335315,0.387900138647878,0.9746480756430268,344037,,,2021-12-22
1352,2021-11-20,,,Australia,501041,436483,0.8147061119096709,0.709733071434611,614996,"(16, 19)",Male,2021-12-22
1353,2021-11-20,,,Australia,495144,438325,0.8525412113928366,0.7547099964530826,580786,"(16, 19)",Female,2021-12-22
1354,2021-11-20,,,Australia,708026,618995,0.8046115732533297,0.7034353834265193,879960,"(20, 24)",Male,2021-12-22
1355,2021-11-20,,,Australia,693589,625371,0.8332960891169997,0.7513371875090107,832344,"(20, 24)",Female,2021-12-22
1356,2021-11-20,,,Australia,806453,713204,0.8393312850999346,0.742280616301773,960828,"(25, 29)",Male,2021-12-22
1357,2021-11-20,,,Australia,789720,716408,0.835056909743811,0.7575361528082664,945708,"(25, 29)",Female,2021-12-22
1358,2021-11-20,,,Australia,824227,741972,0.8689070704706724,0.7821931541811489,948579,"(30, 34)",Male,2021-12-22
1359,2021-11-20,,,Australia,844348,774327,0.865898481405213,0.7940903198812034,975112,"(30, 34)",Female,2021-12-22
1360,2021-11-20,,,Australia,825795,755583,0.9086222812961094,0.8313680140574334,908843,"(35, 39)",Male,2021-12-22
1361,2021-11-20,,,Australia,840780,781801,0.9077962419710272,0.8441161894540676,926177,"(35, 39)",Female,2021-12-22
1362,2021-11-20,,,Australia,753123,699336,0.9355100367683593,0.8686972075921693,805040,"(40, 44)",Male,2021-12-22
1363,2021-11-20,,,Australia,759561,715623,0.9317857567835793,0.8778851450070967,815167,"(40, 44)",Female,2021-12-22
1364,2021-11-20,,,Australia,738837,691484,0.8945678429378325,0.8372338557841909,825915,"(45, 49)",Male,2021-12-22
1365,2021-11-20,,,Australia,755141,716923,0.8875647771923164,0.8426447547663908,850801,"(45, 49)",Female,2021-12-22
1366,2021-11-20,,,Australia,737187,695549,0.9659892916390397,0.9114280173283609,763142,"(50, 54)",Male,2021-12-22
1367,2021-11-20,,,Australia,759717,725345,0.9480038333587061,0.9051131414823818,801386,"(50, 54)",Female,2021-12-22
1368,2021-11-20,,,Australia,706171,672418,0.92936435553134,0.8849433369788232,759843,"(55, 59)",Male,2021-12-22
1369,2021-11-20,,,Australia,723668,694594,0.9093637062764829,0.872829217538163,795796,"(55, 59)",Female,2021-12-22
1370,2021-11-20,,,Australia,670966,630386,0.9621777580839216,0.9039852812325677,697341,"(60, 64)",Male,2021-12-22
1371,2021-11-20,,,Australia,701682,663376,0.9491000428776445,0.8972870759745872,739313,"(60, 64)",Female,2021-12-22
1372,2021-11-20,,,Australia,590568,560388,0.97007646377621,0.9205023119820627,608785,"(65, 69)",Male,2021-12-22
1373,2021-11-20,,,Australia,626168,594819,0.9642388022008312,0.9159643419757896,649391,"(65, 69)",Female,2021-12-22
1374,2021-11-20,,,Australia,528698,506622,0.9782732588261417,0.9374250610613574,540440,"(70, 74)",Male,2021-12-22
1375,2021-11-20,,,Australia,557879,534059,0.988181758601083,0.9459889363405609,564551,"(70, 74)",Female,2021-12-22
1376,2021-11-20,,,Australia,383692,368640,1.0347010980950533,0.994110413565465,370824,"(75, 79)",Male,2021-12-22
1377,2021-11-20,,,Australia,414329,396988,1.0283208990414923,0.985282365146258,402918,"(75, 79)",Female,2021-12-22
1378,2021-11-20,,,Australia,245110,234004,1.0219516771248098,0.9756467718735017,239845,"(80, 84)",Male,2021-12-22
1379,2021-11-20,,,Australia,287701,273558,0.9968918703525319,0.9478859867358748,288598,"(80, 84)",Female,2021-12-22
1380,2021-11-20,,,Australia,134422,126656,1.0259420101814185,0.9666699739740351,131023,"(85, 89)",Male,2021-12-22
1381,2021-11-20,,,Australia,184012,172935,0.99374628719555,0.9339255818977156,185170,"(85, 89)",Female,2021-12-22
1382,2021-11-20,,,Australia,58696,54464,1.0215283941593136,0.9478758767120904,57459,"(90, 94)",Male,2021-12-22
1383,2021-11-20,,,Australia,101316,93972,1.0034665134797853,0.9307291563496622,100966,"(90, 94)",Female,2021-12-22
1384,2021-11-20,,,Australia,14670,13235,0.9328500572300649,0.8415998982576625,15726,"(95,)",Male,2021-12-22
1385,2021-11-20,,,Australia,37080,33607,0.9971494648523638,0.9037541010057548,37186,"(95,)",Female,2021-12-22
1386,2021-11-19,New South Wales,NSW,Australia,2761326,6018886,0.42057154728449625,0.9167234140224633,6565651,,,2021-12-22
1387,2021-11-19,Victoria,VIC,Australia,2160830,4800729,0.39959323718917206,0.8877786970645247,5407574,,,2021-12-22
1388,2021-11-19,Queensland,QLD,Australia,1633043,2985130,0.3970725364097175,0.7258309429774599,4112707,,,2021-12-22
1389,2021-11-19,Tasmania,TAS,Australia,210083,369504,0.47727479258108196,0.8394536681115564,440172,,,2021-12-22
1390,2021-11-19,Western Australia,WA,Australia,821920,1521759,0.3886186995798538,0.7195152857381968,2114978,,,2021-12-22
1391,2021-11-19,South Australia,SA,Australia,632120,1099031,0.43885031935573454,0.7630040266592614,1440400,,,2021-12-22
1392,2021-11-19,Northern Territory,NT,Australia,55281,138411,0.29008086225081464,0.7262962360485069,190571,,,2021-12-22
1393,2021-11-19,Australian Capital Territory,ACT,Australia,133421,334796,0.3878100320605051,0.9731395169705584,344037,,,2021-12-22
1394,2021-11-19,,,Australia,499388,433785,0.8120182895498508,0.7053460510312263,614996,"(16, 19)",Male,2021-12-22
1395,2021-11-19,,,Australia,493597,435853,0.8498775796937253,0.7504536955091893,580786,"(16, 19)",Female,2021-12-22
1396,2021-11-19,,,Australia,705652,615312,0.8019137233510614,0.6992499659075413,879960,"(20, 24)",Male,2021-12-22
1397,2021-11-19,,,Australia,691766,622492,0.8311058889113155,0.7478782810953164,832344,"(20, 24)",Female,2021-12-22
1398,2021-11-19,,,Australia,804221,709314,0.8370082886843431,0.7382320248785422,960828,"(25, 29)",Male,2021-12-22
1399,2021-11-19,,,Australia,787732,713041,0.8329547809683328,0.7539758572413472,945708,"(25, 29)",Female,2021-12-22
1400,2021-11-19,,,Australia,822125,738346,0.8666911243027728,0.7783705943310995,948579,"(30, 34)",Male,2021-12-22
1401,2021-11-19,,,Australia,842542,770856,0.8640463864663751,0.7905307287778225,975112,"(30, 34)",Female,2021-12-22
1402,2021-11-19,,,Australia,824027,752261,0.9066769508044844,0.8277128172852737,908843,"(35, 39)",Male,2021-12-22
1403,2021-11-19,,,Australia,839070,778524,0.9059499426135609,0.8405779888725373,926177,"(35, 39)",Female,2021-12-22
1404,2021-11-19,,,Australia,751674,696623,0.9337101262049091,0.8653271887111199,805040,"(40, 44)",Male,2021-12-22
1405,2021-11-19,,,Australia,758290,713137,0.9302265670715326,0.874835463162763,815167,"(40, 44)",Female,2021-12-22
1406,2021-11-19,,,Australia,737840,689079,0.8933606969240176,0.8343219338551788,825915,"(45, 49)",Male,2021-12-22
1407,2021-11-19,,,Australia,754206,714866,0.8864658128046394,0.8402270331135013,850801,"(45, 49)",Female,2021-12-22
1408,2021-11-19,,,Australia,736121,693042,0.9645924349596798,0.9081429144248384,763142,"(50, 54)",Male,2021-12-22
1409,2021-11-19,,,Australia,758864,723329,0.9469394274419568,0.9025974998315418,801386,"(50, 54)",Female,2021-12-22
1410,2021-11-19,,,Australia,705536,670376,0.9285286565777404,0.882255939713862,759843,"(55, 59)",Male,2021-12-22
1411,2021-11-19,,,Australia,723018,692968,0.9085469140332447,0.8707859803266164,795796,"(55, 59)",Female,2021-12-22
1412,2021-11-19,,,Australia,670397,627905,0.9613618014715899,0.9004274809598174,697341,"(60, 64)",Male,2021-12-22
1413,2021-11-19,,,Australia,701098,661030,0.9483101203414521,0.8941138597589925,739313,"(60, 64)",Female,2021-12-22
1414,2021-11-19,,,Australia,590159,558559,0.9694046338198214,0.9174979672626625,608785,"(65, 69)",Male,2021-12-22
1415,2021-11-19,,,Australia,625779,593006,0.9636397794241066,0.913172495461132,649391,"(65, 69)",Female,2021-12-22
1416,2021-11-19,,,Australia,528518,505537,0.977940196876619,0.9354174376434017,540440,"(70, 74)",Male,2021-12-22
1417,2021-11-19,,,Australia,557616,532759,0.9877159016634458,0.9436862214396928,564551,"(70, 74)",Female,2021-12-22
1418,2021-11-19,,,Australia,383354,367741,1.0337896144801846,0.9916860828856816,370824,"(75, 79)",Male,2021-12-22
1419,2021-11-19,,,Australia,414028,396013,1.0275738487731996,0.9828625179316883,402918,"(75, 79)",Female,2021-12-22
1420,2021-11-19,,,Australia,244987,233569,1.0214388459213242,0.9738331005441014,239845,"(80, 84)",Male,2021-12-22
1421,2021-11-19,,,Australia,287532,272888,0.996306280708806,0.9455644183258374,288598,"(80, 84)",Female,2021-12-22
1422,2021-11-19,,,Australia,134275,126310,1.0248200697587446,0.9640292162444761,131023,"(85, 89)",Male,2021-12-22
1423,2021-11-19,,,Australia,183825,172488,0.9927364043851595,0.9315115839498839,185170,"(85, 89)",Female,2021-12-22
1424,2021-11-19,,,Australia,58639,54325,1.020536382464018,0.9454567604726849,57459,"(90, 94)",Male,2021-12-22
1425,2021-11-19,,,Australia,101192,93705,1.0022383772755186,0.9280847017807975,100966,"(90, 94)",Female,2021-12-22
1426,2021-11-19,,,Australia,14650,13196,0.9315782780109373,0.8391199287803637,15726,"(95,)",Male,2021-12-22
1427,2021-11-19,,,Australia,37035,33518,0.9959393320066692,0.9013607271553811,37186,"(95,)",Female,2021-12-22
1428,2021-11-18,New South Wales,NSW,Australia,2760547,6010588,0.42045289949161174,0.9154595637203379,6565651,,,2021-12-22
1429,2021-11-18,Victoria,VIC,Australia,2159895,4784249,0.3994203315571826,0.8847311197220787,5407574,,,2021-12-22
1430,2021-11-18,Queensland,QLD,Australia,1630152,2964759,0.39636959306850694,0.7208777576423508,4112707,,,2021-12-22
1431,2021-11-18,Tasmania,TAS,Australia,209871,368364,0.4767931626727734,0.8368637714348027,440172,,,2021-12-22
1432,2021-11-18,Western Australia,WA,Australia,820729,1511243,0.3880555731548981,0.714543129999461,2114978,,,2021-12-22
1433,2021-11-18,South Australia,SA,Australia,631091,1091378,0.43813593446264926,0.7576909191891141,1440400,,,2021-12-22
1434,2021-11-18,Northern Territory,NT,Australia,55134,137413,0.2893094961982673,0.721059342712165,190571,,,2021-12-22
1435,2021-11-18,Australian Capital Territory,ACT,Australia,133378,334178,0.3876850455038266,0.9713431985513186,344037,,,2021-12-22
1436,2021-11-18,,,Australia,497315,430832,0.8086475359189328,0.700544393784675,614996,"(16, 19)",Male,2021-12-22
1437,2021-11-18,,,Australia,491678,433250,0.8465734366875235,0.745971838164143,580786,"(16, 19)",Female,2021-12-22
1438,2021-11-18,,,Australia,702958,611515,0.7988522205554798,0.6949349970453202,879960,"(20, 24)",Male,2021-12-22
1439,2021-11-18,,,Australia,689449,619443,0.8283221840969599,0.7442151322049537,832344,"(20, 24)",Female,2021-12-22
1440,2021-11-18,,,Australia,801368,705252,0.8340389747176393,0.7340044211867265,960828,"(25, 29)",Male,2021-12-22
1441,2021-11-18,,,Australia,785374,709610,0.8304614109217644,0.7503478875086179,945708,"(25, 29)",Female,2021-12-22
1442,2021-11-18,,,Australia,819732,734602,0.8641684034750927,0.7744236378836132,948579,"(30, 34)",Male,2021-12-22
1443,2021-11-18,,,Australia,840460,767480,0.8619112471182797,0.7870685623805266,975112,"(30, 34)",Female,2021-12-22
1444,2021-11-18,,,Australia,822079,748919,0.904533566303531,0.8240356145120774,908843,"(35, 39)",Male,2021-12-22
1445,2021-11-18,,,Australia,837356,775353,0.9040993244271883,0.8371542372570254,926177,"(35, 39)",Female,2021-12-22
1446,2021-11-18,,,Australia,750175,693994,0.9318481069263639,0.86206151247143,805040,"(40, 44)",Male,2021-12-22
1447,2021-11-18,,,Australia,757007,710818,0.9286526564495373,0.8719906473152127,815167,"(40, 44)",Female,2021-12-22
1448,2021-11-18,,,Australia,736590,686502,0.8918472239879407,0.8312017580501625,825915,"(45, 49)",Male,2021-12-22
1449,2021-11-18,,,Australia,753227,712824,0.8853151324457775,0.8378269419053339,850801,"(45, 49)",Female,2021-12-22
1450,2021-11-18,,,Australia,735106,690762,0.9632624072584133,0.9051552659924366,763142,"(50, 54)",Male,2021-12-22
1451,2021-11-18,,,Australia,757834,721358,0.9456541541778868,0.9001380108961224,801386,"(50, 54)",Female,2021-12-22
1452,2021-11-18,,,Australia,704843,668462,0.9276166260661742,0.8797369983009649,759843,"(55, 59)",Male,2021-12-22
1453,2021-11-18,,,Australia,722314,691317,0.9076622652036451,0.8687113280287913,795796,"(55, 59)",Female,2021-12-22
1454,2021-11-18,,,Australia,669751,625223,0.9604354254231431,0.8965814429382468,697341,"(60, 64)",Male,2021-12-22
1455,2021-11-18,,,Australia,700567,658569,0.9475918859806334,0.8907850937289078,739313,"(60, 64)",Female,2021-12-22
1456,2021-11-18,,,Australia,589752,556647,0.9687360890954935,0.9143572854127483,608785,"(65, 69)",Male,2021-12-22
1457,2021-11-18,,,Australia,625353,590997,0.9629837801878991,0.9100788277016466,649391,"(65, 69)",Female,2021-12-22
1458,2021-11-18,,,Australia,528290,504218,0.9775183184072237,0.9329768336910665,540440,"(70, 74)",Male,2021-12-22
1459,2021-11-18,,,Australia,557287,531212,0.9871331376616107,0.9409459907076597,564551,"(70, 74)",Female,2021-12-22
1460,2021-11-18,,,Australia,383040,366741,1.032942851595366,0.9889893858002718,370824,"(75, 79)",Male,2021-12-22
1461,2021-11-18,,,Australia,413689,394921,1.0267324865109029,0.9801522890513703,402918,"(75, 79)",Female,2021-12-22
1462,2021-11-18,,,Australia,244763,232954,1.0205049094206675,0.9712689445266735,239845,"(80, 84)",Male,2021-12-22
1463,2021-11-18,,,Australia,287316,272122,0.9955578347736298,0.9429102072779437,288598,"(80, 84)",Female,2021-12-22
1464,2021-11-18,,,Australia,134165,125964,1.0239805225036827,0.9613884585149173,131023,"(85, 89)",Male,2021-12-22
1465,2021-11-18,,,Australia,183655,171959,0.9918183291029864,0.9286547496894746,185170,"(85, 89)",Female,2021-12-22
1466,2021-11-18,,,Australia,58580,54153,1.0195095633408169,0.942463321672845,57459,"(90, 94)",Male,2021-12-22
1467,2021-11-18,,,Australia,101069,93405,1.0010201453954797,0.9251134045124101,100966,"(90, 94)",Female,2021-12-22
1468,2021-11-18,,,Australia,14623,13151,0.9298613760651151,0.8362584255373268,15726,"(95,)",Male,2021-12-22
1469,2021-11-18,,,Australia,36986,33414,0.9946216317969128,0.8985639756897758,37186,"(95,)",Female,2021-12-22
1470,2021-11-17,New South Wales,NSW,Australia,2759734,6001245,0.420329073232799,0.9140365517448308,6565651,,,2021-12-22
1471,2021-11-17,Victoria,VIC,Australia,2158942,4767912,0.39924409726062,0.8817099867704076,5407574,,,2021-12-22
1472,2021-11-17,Queensland,QLD,Australia,1626980,2944640,0.3955983248989048,0.7159858458188244,4112707,,,2021-12-22
1473,2021-11-17,Tasmania,TAS,Australia,209683,366389,0.47636605690502803,0.8323768890342866,440172,,,2021-12-22
1474,2021-11-17,Western Australia,WA,Australia,819437,1501347,0.387444692096088,0.7098641215180489,2114978,,,2021-12-22
1475,2021-11-17,South Australia,SA,Australia,630046,1083592,0.43741044154401554,0.7522854762565954,1440400,,,2021-12-22
1476,2021-11-17,Northern Territory,NT,Australia,54979,136287,0.28849615104081944,0.7151507836974146,190571,,,2021-12-22
1477,2021-11-17,Australian Capital Territory,ACT,Australia,133342,333584,0.3875804055959097,0.96961664007069,344037,,,2021-12-22
1478,2021-11-17,,,Australia,495067,427696,0.8049922275917242,0.6954451736271455,614996,"(16, 19)",Male,2021-12-22
1479,2021-11-17,,,Australia,489570,430307,0.8429438726140093,0.7409045672588527,580786,"(16, 19)",Female,2021-12-22
1480,2021-11-17,,,Australia,700381,607799,0.7959236783490159,0.6907120778217192,879960,"(20, 24)",Male,2021-12-22
1481,2021-11-17,,,Australia,687148,616315,0.8255577021039378,0.740457070634257,832344,"(20, 24)",Female,2021-12-22
1482,2021-11-17,,,Australia,798573,701243,0.831130025353133,0.7298319782520909,960828,"(25, 29)",Male,2021-12-22
1483,2021-11-17,,,Australia,783084,706138,0.8280399446763694,0.7466765640134164,945708,"(25, 29)",Female,2021-12-22
1484,2021-11-17,,,Australia,817455,730970,0.8617679708279437,0.7705947527828467,948579,"(30, 34)",Male,2021-12-22
1485,2021-11-17,,,Australia,838387,764167,0.8597853374791818,0.7836710039462134,975112,"(30, 34)",Female,2021-12-22
1486,2021-11-17,,,Australia,820102,745622,0.9023582731010746,0.8204079252412133,908843,"(35, 39)",Male,2021-12-22
1487,2021-11-17,,,Australia,835550,772187,0.9021493731759695,0.8337358841776464,926177,"(35, 39)",Female,2021-12-22
1488,2021-11-17,,,Australia,748696,691387,0.9300109311338567,0.8588231640663818,805040,"(40, 44)",Male,2021-12-22
1489,2021-11-17,,,Australia,755743,708551,0.9271020539349606,0.8692096220774393,815167,"(40, 44)",Female,2021-12-22
1490,2021-11-17,,,Australia,735405,684129,0.8904124516445396,0.8283285810283141,825915,"(45, 49)",Male,2021-12-22
1491,2021-11-17,,,Australia,752209,710908,0.8841186129306383,0.8355749464328321,850801,"(45, 49)",Female,2021-12-22
1492,2021-11-17,,,Australia,734073,688402,0.9619087928589961,0.9020627877904768,763142,"(50, 54)",Male,2021-12-22
1493,2021-11-17,,,Australia,756859,719368,0.9444375120104419,0.8976548130364144,801386,"(50, 54)",Female,2021-12-22
1494,2021-11-17,,,Australia,703938,666472,0.9264255905496267,0.8771180362259046,759843,"(55, 59)",Male,2021-12-22
1495,2021-11-17,,,Australia,721614,689660,0.9067826427878501,0.8666291361102594,795796,"(55, 59)",Female,2021-12-22
1496,2021-11-17,,,Australia,669136,622588,0.9595535039528724,0.8928028037932662,697341,"(60, 64)",Male,2021-12-22
1497,2021-11-17,,,Australia,699939,656100,0.9467424487328101,0.887445506842163,739313,"(60, 64)",Female,2021-12-22
1498,2021-11-17,,,Australia,589342,554600,0.9680626165230747,0.9109948503987451,608785,"(65, 69)",Male,2021-12-22
1499,2021-11-17,,,Australia,624846,588866,0.9622030487025536,0.906797291616299,649391,"(65, 69)",Female,2021-12-22
1500,2021-11-17,,,Australia,528022,502905,0.9770224261712679,0.9305473318037155,540440,"(70, 74)",Male,2021-12-22
