,date,state_name,state_code,country,vax_1_dose,vax_2_dose,vax_1_%,vax_2_%,population,age_group,sex,saved_date
2318,2021-10-28,,,Australia,455533,341650,0.7407088826593994,0.5555320685012586,614996,"(16, 19)",Male,2021-12-22
2319,2021-10-28,,,Australia,453880,353087,0.7814926668342557,0.6079468168998564,580786,"(16, 19)",Female,2021-12-22
2320,2021-10-28,,,Australia,650474,500754,0.7392086003909268,0.5690645029319514,879960,"(20, 24)",Male,2021-12-22
2321,2021-10-28,,,Australia,647592,531034,0.7780340820622242,0.6379982315004373,832344,"(20, 24)",Female,2021-12-22
2322,2021-10-28,,,Australia,748132,588208,0.7786325960525713,0.6121886539526326,960828,"(25, 29)",Male,2021-12-22
2323,2021-10-28,,,Australia,740882,612521,0.78341517677761,0.647685120565756,945708,"(25, 29)",Female,2021-12-22
2324,2021-10-28,,,Australia,772573,630250,0.8144529870469407,0.6644148774113701,948579,"(30, 34)",Male,2021-12-22
2325,2021-10-28,,,Australia,797279,671565,0.8176281288713502,0.6887055025473997,975112,"(30, 34)",Female,2021-12-22
2326,2021-10-28,,,Australia,781994,652227,0.8604280387261606,0.7176454019010984,908843,"(35, 39)",Male,2021-12-22
2327,2021-10-28,,,Australia,801026,688322,0.8648735608852304,0.7431862376198071,926177,"(35, 39)",Female,2021-12-22
2328,2021-10-28,,,Australia,719136,625751,0.8932922587697506,0.7772918115870019,805040,"(40, 44)",Male,2021-12-22
2329,2021-10-28,,,Australia,730257,653125,0.8958372946893091,0.8012161925102463,815167,"(40, 44)",Female,2021-12-22
2330,2021-10-28,,,Australia,710865,624095,0.8606999509634768,0.7556407136327589,825915,"(45, 49)",Male,2021-12-22
2331,2021-10-28,,,Australia,732142,661415,0.8605326039814246,0.7774027063908011,850801,"(45, 49)",Female,2021-12-22
2332,2021-10-28,,,Australia,712671,632011,0.9338642087580031,0.8281695936011909,763142,"(50, 54)",Male,2021-12-22
2333,2021-10-28,,,Australia,738154,672587,0.9210966999673066,0.8392796979233478,801386,"(50, 54)",Female,2021-12-22
2334,2021-10-28,,,Australia,688287,619142,0.9058279144507484,0.8148288528024868,759843,"(55, 59)",Male,2021-12-22
2335,2021-10-28,,,Australia,707584,650095,0.889152496368416,0.8169116205660747,795796,"(55, 59)",Female,2021-12-22
2336,2021-10-28,,,Australia,656383,562020,0.9412654640986261,0.8059471621487909,697341,"(60, 64)",Male,2021-12-22
2337,2021-10-28,,,Australia,688079,598313,0.9307005287341086,0.80928240136451,739313,"(60, 64)",Female,2021-12-22
2338,2021-10-28,,,Australia,580402,509300,0.9533776292122835,0.8365843442266153,608785,"(65, 69)",Male,2021-12-22
2339,2021-10-28,,,Australia,615204,541908,0.947355291342196,0.8344864650110642,649391,"(65, 69)",Female,2021-12-22
2340,2021-10-28,,,Australia,522483,473149,0.9667733698467915,0.8754884908592998,540440,"(70, 74)",Male,2021-12-22
2341,2021-10-28,,,Australia,550768,496650,0.9755859080933343,0.8797256580893489,564551,"(70, 74)",Female,2021-12-22
2342,2021-10-28,,,Australia,376519,344772,1.0153576899014087,0.9297456475309042,370824,"(75, 79)",Male,2021-12-22
2343,2021-10-28,,,Australia,406288,368336,1.0083639847313846,0.9141711216674361,402918,"(75, 79)",Female,2021-12-22
2344,2021-10-28,,,Australia,240966,219783,1.0046738518626612,0.9163543121599367,239845,"(80, 84)",Male,2021-12-22
2345,2021-10-28,,,Australia,282459,254339,0.9787281963145967,0.8812916236425755,288598,"(80, 84)",Female,2021-12-22
2346,2021-10-28,,,Australia,131518,118234,1.0037779626477794,0.9023911832273723,131023,"(85, 89)",Male,2021-12-22
2347,2021-10-28,,,Australia,180106,160392,0.9726521574769131,0.866187827401847,185170,"(85, 89)",Female,2021-12-22
2348,2021-10-28,,,Australia,57221,50802,0.9958579160792913,0.8841434762178249,57459,"(90, 94)",Male,2021-12-22
2349,2021-10-28,,,Australia,98924,87826,0.9797753699265099,0.8698571796446328,100966,"(90, 94)",Female,2021-12-22
2350,2021-10-28,,,Australia,14121,12222,0.8979397176650133,0.7771842808088516,15726,"(95,)",Male,2021-12-22
2351,2021-10-28,,,Australia,35767,31215,0.9618404775990964,0.8394288172968322,37186,"(95,)",Female,2021-12-22
2352,2021-10-27,New South Wales,NSW,Australia,2740292,5644157,0.41736790456879297,0.8596492564103697,6565651,,,2021-12-22
2353,2021-10-27,Victoria,VIC,Australia,2128805,4158297,0.3936709881362696,0.7689764393423003,5407574,,,2021-12-22
2354,2021-10-27,Queensland,QLD,Australia,1568587,2541435,0.3814001337805003,0.6179470115425193,4112707,,,2021-12-22
2355,2021-10-27,Tasmania,TAS,Australia,205360,321526,0.46654489608607547,0.7304553674472706,440172,,,2021-12-22
2356,2021-10-27,Western Australia,WA,Australia,792614,1285786,0.37476229067158146,0.6079429667826332,2114978,,,2021-12-22
2357,2021-10-27,South Australia,SA,Australia,609401,918583,0.42307761732851984,0.6377277145237434,1440400,,,2021-12-22
2358,2021-10-27,Northern Territory,NT,Australia,51388,118179,0.26965278032859147,0.6201310797550519,190571,,,2021-12-22
2359,2021-10-27,Australian Capital Territory,ACT,Australia,132422,309254,0.38490627461581167,0.8988975023035313,344037,,,2021-12-22
2360,2021-10-27,,,Australia,452552,334900,0.7358616966614417,0.544556387358617,614996,"(16, 19)",Male,2021-12-22
2361,2021-10-27,,,Australia,451181,346762,0.7768455162486699,0.597056402874725,580786,"(16, 19)",Female,2021-12-22
2362,2021-10-27,,,Australia,647098,491867,0.7353720623664712,0.5589651802354653,879960,"(20, 24)",Male,2021-12-22
2363,2021-10-27,,,Australia,644877,523960,0.7747722095671982,0.6294993416183693,832344,"(20, 24)",Female,2021-12-22
2364,2021-10-27,,,Australia,744512,579065,0.7748650122602588,0.602672902954535,960828,"(25, 29)",Male,2021-12-22
2365,2021-10-27,,,Australia,737771,605177,0.7801255778739314,0.6399195100390396,945708,"(25, 29)",Female,2021-12-22
2366,2021-10-27,,,Australia,769307,622234,0.8110099422399188,0.6559643424532906,948579,"(30, 34)",Male,2021-12-22
2367,2021-10-27,,,Australia,794146,664280,0.8144151646169876,0.6812345658755097,975112,"(30, 34)",Female,2021-12-22
2368,2021-10-27,,,Australia,779076,644722,0.8572173631749378,0.7093876500121583,908843,"(35, 39)",Male,2021-12-22
2369,2021-10-27,,,Australia,798204,681402,0.8618266270917978,0.735714663611815,926177,"(35, 39)",Female,2021-12-22
2370,2021-10-27,,,Australia,716762,621037,0.8903433369770446,0.7714362019278546,805040,"(40, 44)",Male,2021-12-22
2371,2021-10-27,,,Australia,728240,649082,0.893362955075463,0.796256472600093,815167,"(40, 44)",Female,2021-12-22
2372,2021-10-27,,,Australia,708807,619636,0.8582081691215198,0.7502418529751851,825915,"(45, 49)",Male,2021-12-22
2373,2021-10-27,,,Australia,730374,657623,0.8584545622301807,0.7729457299650565,850801,"(45, 49)",Female,2021-12-22
2374,2021-10-27,,,Australia,710858,627928,0.9314885041053959,0.8228193442373766,763142,"(50, 54)",Male,2021-12-22
2375,2021-10-27,,,Australia,736565,669098,0.9191138851939016,0.8349259907210758,801386,"(50, 54)",Female,2021-12-22
2376,2021-10-27,,,Australia,686859,615569,0.9039485788511574,0.8101265656194766,759843,"(55, 59)",Male,2021-12-22
2377,2021-10-27,,,Australia,706250,646954,0.887476187364601,0.8129646291260574,795796,"(55, 59)",Female,2021-12-22
2378,2021-10-27,,,Australia,655171,557411,0.9395274334938,0.799337770187039,697341,"(60, 64)",Male,2021-12-22
2379,2021-10-27,,,Australia,686938,593697,0.9291572040529519,0.8030387670715922,739313,"(60, 64)",Female,2021-12-22
2380,2021-10-27,,,Australia,579543,505682,0.9519666220422646,0.8306413594290266,608785,"(65, 69)",Male,2021-12-22
2381,2021-10-27,,,Australia,614278,538114,0.9459293399508154,0.8286440680576109,649391,"(65, 69)",Female,2021-12-22
2382,2021-10-27,,,Australia,521940,470670,0.9657686329657317,0.8709014876767078,540440,"(70, 74)",Male,2021-12-22
2383,2021-10-27,,,Australia,550151,493946,0.9744930041749993,0.8749360110955432,564551,"(70, 74)",Female,2021-12-22
2384,2021-10-27,,,Australia,376034,343010,1.0140497918149851,0.9249940672664121,370824,"(75, 79)",Male,2021-12-22
2385,2021-10-27,,,Australia,405723,366356,1.0069617142942235,0.9092569704009252,402918,"(75, 79)",Female,2021-12-22
2386,2021-10-27,,,Australia,240649,218753,1.003352164939857,0.9120598720006671,239845,"(80, 84)",Male,2021-12-22
2387,2021-10-27,,,Australia,282058,252943,0.977338720296052,0.876454445283751,288598,"(80, 84)",Female,2021-12-22
2388,2021-10-27,,,Australia,131295,117637,1.0020759713943352,0.8978347313067171,131023,"(85, 89)",Male,2021-12-22
2389,2021-10-27,,,Australia,179795,159498,0.9709726197548199,0.8613598315061836,185170,"(85, 89)",Female,2021-12-22
2390,2021-10-27,,,Australia,57113,50560,0.9939783149724151,0.879931777441306,57459,"(90, 94)",Male,2021-12-22
2391,2021-10-27,,,Australia,98766,87422,0.9782104866984925,0.8658558326565379,100966,"(90, 94)",Female,2021-12-22
2392,2021-10-27,,,Australia,14091,12165,0.896032048836322,0.773559710034338,15726,"(95,)",Male,2021-12-22
2393,2021-10-27,,,Australia,35707,31088,0.9602269671381702,0.8360135534878718,37186,"(95,)",Female,2021-12-22
2394,2021-10-26,New South Wales,NSW,Australia,2738277,5611720,0.41706100430863596,0.8547088476070385,6565651,,,2021-12-22
2395,2021-10-26,Victoria,VIC,Australia,2125165,4103060,0.392997858189273,0.7587616923966274,5407574,,,2021-12-22
2396,2021-10-26,Queensland,QLD,Australia,1563885,2517853,0.38025684786200425,0.6122130752324443,4112707,,,2021-12-22
2397,2021-10-26,Tasmania,TAS,Australia,204979,319504,0.4656793253546341,0.7258617086048181,440172,,,2021-12-22
2398,2021-10-26,Western Australia,WA,Australia,790646,1272937,0.3738317845386571,0.6018677262836777,2114978,,,2021-12-22
2399,2021-10-26,South Australia,SA,Australia,607753,909347,0.4219334906970286,0.6313156067758956,1440400,,,2021-12-22
2400,2021-10-26,Northern Territory,NT,Australia,51240,117556,0.26887616688793153,0.6168619569609227,190571,,,2021-12-22
2401,2021-10-26,Australian Capital Territory,ACT,Australia,132336,305865,0.38465630150245467,0.8890468176388004,344037,,,2021-12-22
2402,2021-10-26,,,Australia,449440,327921,0.7308015011479749,0.5332083460705436,614996,"(16, 19)",Male,2021-12-22
2403,2021-10-26,,,Australia,448385,340369,0.7720313506179557,0.5860489061375447,580786,"(16, 19)",Female,2021-12-22
2404,2021-10-26,,,Australia,643320,482785,0.7310786853947907,0.5486442565571162,879960,"(20, 24)",Male,2021-12-22
2405,2021-10-26,,,Australia,641837,516469,0.7711198735138356,0.6204994569552973,832344,"(20, 24)",Female,2021-12-22
2406,2021-10-26,,,Australia,740670,569923,0.7708663777491913,0.593158192725441,960828,"(25, 29)",Male,2021-12-22
2407,2021-10-26,,,Australia,734311,597624,0.7764669432848195,0.6319329010645992,945708,"(25, 29)",Female,2021-12-22
2408,2021-10-26,,,Australia,765728,614276,0.8072369301871536,0.6475749515854768,948579,"(30, 34)",Male,2021-12-22
2409,2021-10-26,,,Australia,790764,656792,0.81094684508036,0.6735554479895642,975112,"(30, 34)",Female,2021-12-22
2410,2021-10-26,,,Australia,776038,637191,0.8538746516174961,0.7011012903218707,908843,"(35, 39)",Male,2021-12-22
2411,2021-10-26,,,Australia,795351,674548,0.858746222374341,0.7283143502807778,926177,"(35, 39)",Female,2021-12-22
2412,2021-10-26,,,Australia,714277,616336,0.887256533836828,0.7655967405346318,805040,"(40, 44)",Male,2021-12-22
2413,2021-10-26,,,Australia,726103,644952,0.890741406362132,0.7911900260928129,815167,"(40, 44)",Female,2021-12-22
2414,2021-10-26,,,Australia,706662,615099,0.8556110495632117,0.7447485516064002,825915,"(45, 49)",Male,2021-12-22
2415,2021-10-26,,,Australia,728484,653952,0.8562331261951972,0.76863097246007,850801,"(45, 49)",Female,2021-12-22
2416,2021-10-26,,,Australia,709004,623841,0.9290590741958902,0.8174638533850843,763142,"(50, 54)",Male,2021-12-22
2417,2021-10-26,,,Australia,734851,665525,0.9169750906554395,0.8304674651166853,801386,"(50, 54)",Female,2021-12-22
2418,2021-10-26,,,Australia,685428,611818,0.9020652950675336,0.8051900195171897,759843,"(55, 59)",Male,2021-12-22
2419,2021-10-26,,,Australia,704881,643734,0.8857558972399961,0.8089183660134004,795796,"(55, 59)",Female,2021-12-22
2420,2021-10-26,,,Australia,653885,552259,0.9376832855088113,0.7919497060978775,697341,"(60, 64)",Male,2021-12-22
2421,2021-10-26,,,Australia,685788,588726,0.9276017059080525,0.7963149572643792,739313,"(60, 64)",Female,2021-12-22
2422,2021-10-26,,,Australia,578734,501769,0.95063774567376,0.8242138029025026,608785,"(65, 69)",Male,2021-12-22
2423,2021-10-26,,,Australia,613252,533972,0.9443493981284004,0.8222657844041571,649391,"(65, 69)",Female,2021-12-22
2424,2021-10-26,,,Australia,521290,468010,0.9645659092591222,0.8659795722004293,540440,"(70, 74)",Male,2021-12-22
2425,2021-10-26,,,Australia,549478,491007,0.9733009063840113,0.8697301041004267,564551,"(70, 74)",Female,2021-12-22
2426,2021-10-26,,,Australia,375511,341243,1.0126394192393158,0.920229003516493,370824,"(75, 79)",Male,2021-12-22
2427,2021-10-26,,,Australia,405095,364288,1.0054030844985828,0.9041244124114584,402918,"(75, 79)",Female,2021-12-22
2428,2021-10-26,,,Australia,240334,217729,1.0020388167358085,0.9077904479976652,239845,"(80, 84)",Male,2021-12-22
2429,2021-10-26,,,Australia,281658,251610,0.9759527093049848,0.8718355636560198,288598,"(80, 84)",Female,2021-12-22
2430,2021-10-26,,,Australia,131117,117066,1.0007174312906895,0.8934767178281676,131023,"(85, 89)",Male,2021-12-22
2431,2021-10-26,,,Australia,179458,158605,0.9691526705189826,0.8565372360533564,185170,"(85, 89)",Female,2021-12-22
2432,2021-10-26,,,Australia,57018,50312,0.9923249621469221,0.8756156563810717,57459,"(90, 94)",Male,2021-12-22
2433,2021-10-26,,,Australia,98601,87021,0.9765762732008795,0.8618841986411268,100966,"(90, 94)",Female,2021-12-22
2434,2021-10-26,,,Australia,14066,12105,0.8944423248124126,0.7697443723769554,15726,"(95,)",Male,2021-12-22
2435,2021-10-26,,,Australia,35618,30952,0.9578335932877965,0.8323562631097725,37186,"(95,)",Female,2021-12-22
2436,2021-10-25,New South Wales,NSW,Australia,2735926,5579636,0.4167029286204826,0.8498222034646679,6565651,,,2021-12-22
2437,2021-10-25,Victoria,VIC,Australia,2120856,4041812,0.3922010128756444,0.7474353564093621,5407574,,,2021-12-22
2438,2021-10-25,Queensland,QLD,Australia,1559374,2496426,0.37916000337490613,0.6070031247059419,4112707,,,2021-12-22
2439,2021-10-25,Tasmania,TAS,Australia,204534,317430,0.4646683569150241,0.7211499141244786,440172,,,2021-12-22
2440,2021-10-25,Western Australia,WA,Australia,788723,1260094,0.37292255522279666,0.595795322693664,2114978,,,2021-12-22
2441,2021-10-25,South Australia,SA,Australia,606363,900935,0.4209684809775062,0.6254755623437934,1440400,,,2021-12-22
2442,2021-10-25,Northern Territory,NT,Australia,51057,116866,0.2679158948633318,0.6132412591632515,190571,,,2021-12-22
2443,2021-10-25,Australian Capital Territory,ACT,Australia,132237,302240,0.38436854175568325,0.8785101602443923,344037,,,2021-12-22
2444,2021-10-25,,,Australia,446149,320735,0.7254502468308737,0.5215237172274291,614996,"(16, 19)",Male,2021-12-22
2445,2021-10-25,,,Australia,445554,333846,0.7671569218266281,0.5748175748038004,580786,"(16, 19)",Female,2021-12-22
2446,2021-10-25,,,Australia,639277,472961,0.726484158370835,0.5374801127323969,879960,"(20, 24)",Male,2021-12-22
2447,2021-10-25,,,Australia,638544,508581,0.7671635765981373,0.6110226060378882,832344,"(20, 24)",Female,2021-12-22
2448,2021-10-25,,,Australia,736616,559973,0.7666471002094027,0.5828025411415987,960828,"(25, 29)",Male,2021-12-22
2449,2021-10-25,,,Australia,730740,589746,0.7726909363143803,0.6236026342169042,945708,"(25, 29)",Female,2021-12-22
2450,2021-10-25,,,Australia,762028,605426,0.803336358911593,0.638245206777717,948579,"(30, 34)",Male,2021-12-22
2451,2021-10-25,,,Australia,787193,649010,0.8072847016547843,0.6655748262763662,975112,"(30, 34)",Female,2021-12-22
2452,2021-10-25,,,Australia,772867,629150,0.8503856001531618,0.6922537776051529,908843,"(35, 39)",Male,2021-12-22
2453,2021-10-25,,,Australia,792420,667521,0.8555816004932103,0.7207272475995409,926177,"(35, 39)",Female,2021-12-22
2454,2021-10-25,,,Australia,711577,611369,0.8839026632217033,0.7594268607771042,805040,"(40, 44)",Male,2021-12-22
2455,2021-10-25,,,Australia,723982,640793,0.8881394855287321,0.7860880040531572,815167,"(40, 44)",Female,2021-12-22
2456,2021-10-25,,,Australia,704389,610721,0.8528589503762494,0.7394477639950843,825915,"(45, 49)",Male,2021-12-22
2457,2021-10-25,,,Australia,726491,650154,0.8538906277731221,0.7641669438564365,850801,"(45, 49)",Female,2021-12-22
2458,2021-10-25,,,Australia,706959,619731,0.9263793632115648,0.8120782239740442,763142,"(50, 54)",Male,2021-12-22
2459,2021-10-25,,,Australia,733211,662016,0.9149286361378911,0.8260888011520041,801386,"(50, 54)",Female,2021-12-22
2460,2021-10-25,,,Australia,683853,608266,0.8999924984503378,0.8005153696224089,759843,"(55, 59)",Male,2021-12-22
2461,2021-10-25,,,Australia,703548,640599,0.8840808448396322,0.80497891419409,795796,"(55, 59)",Female,2021-12-22
2462,2021-10-25,,,Australia,652602,547405,0.9358434395797752,0.7849889795666682,697341,"(60, 64)",Male,2021-12-22
2463,2021-10-25,,,Australia,684515,583857,0.9258798370920029,0.7897291133795835,739313,"(60, 64)",Female,2021-12-22
2464,2021-10-25,,,Australia,577858,498080,0.9491988140312261,0.8181541923667633,608785,"(65, 69)",Male,2021-12-22
2465,2021-10-25,,,Australia,612348,530177,0.9429573246318473,0.8164218475463935,649391,"(65, 69)",Female,2021-12-22
2466,2021-10-25,,,Australia,520644,465541,0.9633705869291688,0.8614110724594775,540440,"(70, 74)",Male,2021-12-22
2467,2021-10-25,,,Australia,548737,488239,0.9719883588905165,0.8648270926807321,564551,"(70, 74)",Female,2021-12-22
2468,2021-10-25,,,Australia,374999,339637,1.0112587103315858,0.9158981079973249,370824,"(75, 79)",Male,2021-12-22
2469,2021-10-25,,,Australia,404496,362350,1.0039164296457344,0.8993145007172675,402918,"(75, 79)",Female,2021-12-22
2470,2021-10-25,,,Australia,240046,216729,1.0008380412349642,0.9036210886197336,239845,"(80, 84)",Male,2021-12-22
2471,2021-10-25,,,Australia,281260,250272,0.974573628368873,0.8671993568909001,288598,"(80, 84)",Female,2021-12-22
2472,2021-10-25,,,Australia,130909,116535,0.9991299237538448,0.8894239942605496,131023,"(85, 89)",Male,2021-12-22
2473,2021-10-25,,,Australia,179184,157779,0.9676729491818329,0.8520764702705622,185170,"(85, 89)",Female,2021-12-22
2474,2021-10-25,,,Australia,56925,50093,0.9907064167493344,0.8718042430254617,57459,"(90, 94)",Male,2021-12-22
2475,2021-10-25,,,Australia,98426,86631,0.9748430164609869,0.8580215121922231,100966,"(90, 94)",Female,2021-12-22
2476,2021-10-25,,,Australia,14027,12042,0.8919623553351138,0.7657382678367035,15726,"(95,)",Male,2021-12-22
2477,2021-10-25,,,Australia,35547,30816,0.9559242725757006,0.8286989727316733,37186,"(95,)",Female,2021-12-22
2478,2021-10-24,New South Wales,NSW,Australia,2735250,5568565,0.4165999685332041,0.8481360035737507,6565651,,,2021-12-22
2479,2021-10-24,Victoria,VIC,Australia,2119446,4008186,0.39194026748408806,0.741217041135267,5407574,,,2021-12-22
2480,2021-10-24,Queensland,QLD,Australia,1556782,2484366,0.37852976154148593,0.6040707495087785,4112707,,,2021-12-22
2481,2021-10-24,Tasmania,TAS,Australia,204409,316598,0.4643843770162573,0.7192597439182865,440172,,,2021-12-22
2482,2021-10-24,Western Australia,WA,Australia,788046,1254415,0.37260245733052544,0.5931101883802101,2114978,,,2021-12-22
2483,2021-10-24,South Australia,SA,Australia,605594,896786,0.42043460149958345,0.6225951124687586,1440400,,,2021-12-22
2484,2021-10-24,Northern Territory,NT,Australia,51010,116678,0.26766926762204113,0.612254750198089,190571,,,2021-12-22
2485,2021-10-24,Australian Capital Territory,ACT,Australia,132194,300263,0.38424355519900477,0.8727636853012902,344037,,,2021-12-22
2486,2021-10-24,,,Australia,443644,315848,0.7213770496068267,0.5135773240801567,614996,"(16, 19)",Male,2021-12-22
2487,2021-10-24,,,Australia,443472,329564,0.7635721246724266,0.5674448075539011,580786,"(16, 19)",Female,2021-12-22
2488,2021-10-24,,,Australia,636856,467228,0.7237328969498613,0.5309650438656303,879960,"(20, 24)",Male,2021-12-22
2489,2021-10-24,,,Australia,636663,503889,0.7649036936651192,0.6053855136818431,832344,"(20, 24)",Female,2021-12-22
2490,2021-10-24,,,Australia,734131,553687,0.7640607892359507,0.5762602671862186,960828,"(25, 29)",Male,2021-12-22
2491,2021-10-24,,,Australia,728641,584696,0.7704714351575751,0.6182627195709458,945708,"(25, 29)",Female,2021-12-22
2492,2021-10-24,,,Australia,759902,599998,0.8010951117408249,0.6325229632956243,948579,"(30, 34)",Male,2021-12-22
2493,2021-10-24,,,Australia,785109,644222,0.805147511260245,0.6606646210896799,975112,"(30, 34)",Female,2021-12-22
2494,2021-10-24,,,Australia,770935,624364,0.8482598204530375,0.6869877415571226,908843,"(35, 39)",Male,2021-12-22
2495,2021-10-24,,,Australia,790631,663272,0.8536500042648435,0.7161395715937666,926177,"(35, 39)",Female,2021-12-22
2496,2021-10-24,,,Australia,710346,609042,0.8823735466560668,0.7565363211765875,805040,"(40, 44)",Male,2021-12-22
2497,2021-10-24,,,Australia,722812,638757,0.8867041968087521,0.7835903563318928,815167,"(40, 44)",Female,2021-12-22
2498,2021-10-24,,,Australia,703070,608538,0.851261933734101,0.7368046348595194,825915,"(45, 49)",Male,2021-12-22
2499,2021-10-24,,,Australia,725414,648334,0.8526247618420759,0.7620277832301561,850801,"(45, 49)",Female,2021-12-22
2500,2021-10-24,,,Australia,705788,617887,0.9248449174596602,0.8096618977857332,763142,"(50, 54)",Male,2021-12-22
2501,2021-10-24,,,Australia,732354,660544,0.91385923886866,0.8242519834386924,801386,"(50, 54)",Female,2021-12-22
2502,2021-10-24,,,Australia,683202,607019,0.8991357425152301,0.7988742411261274,759843,"(55, 59)",Male,2021-12-22
2503,2021-10-24,,,Australia,702907,639421,0.8832753620274543,0.8034986353286521,795796,"(55, 59)",Female,2021-12-22
2504,2021-10-24,,,Australia,652088,546311,0.93510635399324,0.7834201631626421,697341,"(60, 64)",Male,2021-12-22
2505,2021-10-24,,,Australia,684046,582782,0.9252454643703005,0.7882750607658732,739313,"(60, 64)",Female,2021-12-22
2506,2021-10-24,,,Australia,577565,497378,0.9487175275343512,0.8170010759134998,608785,"(65, 69)",Male,2021-12-22
2507,2021-10-24,,,Australia,612039,529429,0.9424814941999504,0.8152699991222545,649391,"(65, 69)",Female,2021-12-22
2508,2021-10-24,,,Australia,520472,465159,0.9630523277329583,0.8607042409888239,540440,"(70, 74)",Male,2021-12-22
2509,2021-10-24,,,Australia,548581,487824,0.9717120331024124,0.8640919952316088,564551,"(70, 74)",Female,2021-12-22
2510,2021-10-24,,,Australia,374790,339325,1.0106951006407352,0.915056738506677,370824,"(75, 79)",Male,2021-12-22
2511,2021-10-24,,,Australia,404253,361985,1.0033133292630263,0.8984086091959158,402918,"(75, 79)",Female,2021-12-22
2512,2021-10-24,,,Australia,239931,216545,1.000358564906502,0.9028539264941942,239845,"(80, 84)",Male,2021-12-22
2513,2021-10-24,,,Australia,281119,250029,0.9740850594945218,0.8663573552138268,288598,"(80, 84)",Female,2021-12-22
2514,2021-10-24,,,Australia,130816,116380,0.9984201247109287,0.8882409958556895,131023,"(85, 89)",Male,2021-12-22
2515,2021-10-24,,,Australia,179071,157620,0.9670626991413296,0.8512177998595885,185170,"(85, 89)",Female,2021-12-22
2516,2021-10-24,,,Australia,56887,50054,0.9900450756191371,0.8711254981813119,57459,"(90, 94)",Male,2021-12-22
2517,2021-10-24,,,Australia,98369,86559,0.9742784699799932,0.8573084008478101,100966,"(90, 94)",Female,2021-12-22
2518,2021-10-24,,,Australia,14006,12015,0.8906269871550299,0.7640213658908813,15726,"(95,)",Male,2021-12-22
2519,2021-10-24,,,Australia,35514,30786,0.9550368418221912,0.8278922175012101,37186,"(95,)",Female,2021-12-22
2520,2021-10-23,New South Wales,NSW,Australia,2734079,5542255,0.41642161607432376,0.8441287847922468,6565651,,,2021-12-22
2521,2021-10-23,Victoria,VIC,Australia,2116893,3954087,0.3914681518921424,0.7312127397609353,5407574,,,2021-12-22
2522,2021-10-23,Queensland,QLD,Australia,1554224,2467853,0.37790778676915227,0.6000556324581352,4112707,,,2021-12-22
2523,2021-10-23,Tasmania,TAS,Australia,204029,315044,0.46352107812400606,0.715729305816817,440172,,,2021-12-22
2524,2021-10-23,Western Australia,WA,Australia,786651,1245527,0.3719428760015471,0.5889077806010276,2114978,,,2021-12-22
2525,2021-10-23,South Australia,SA,Australia,604338,890777,0.41956262149402945,0.6184233546237157,1440400,,,2021-12-22
2526,2021-10-23,Northern Territory,NT,Australia,50933,116319,0.26726521873737347,0.6103709378656773,190571,,,2021-12-22
2527,2021-10-23,Australian Capital Territory,ACT,Australia,132141,296727,0.38408950200123826,0.8624857210125655,344037,,,2021-12-22
2528,2021-10-23,,,Australia,441152,308249,0.717324990731647,0.5012211461537961,614996,"(16, 19)",Male,2021-12-22
2529,2021-10-23,,,Australia,441339,322984,0.7598995154841887,0.5561153333585864,580786,"(16, 19)",Female,2021-12-22
2530,2021-10-23,,,Australia,634023,458084,0.7205134324287468,0.5205736624392018,879960,"(20, 24)",Male,2021-12-22
2531,2021-10-23,,,Australia,634366,496503,0.7621440173774305,0.596511778783772,832344,"(20, 24)",Female,2021-12-22
2532,2021-10-23,,,Australia,731067,543665,0.7608718730095293,0.5658296802341314,960828,"(25, 29)",Male,2021-12-22
2533,2021-10-23,,,Australia,725885,576649,0.7675572163923748,0.6097537506291583,945708,"(25, 29)",Female,2021-12-22
2534,2021-10-23,,,Australia,757286,591462,0.7983373024281584,0.6235242399420607,948579,"(30, 34)",Male,2021-12-22
2535,2021-10-23,,,Australia,782613,636434,0.8025878052982631,0.6526778462371502,975112,"(30, 34)",Female,2021-12-22
2536,2021-10-23,,,Australia,768566,616658,0.8456532096302661,0.6785088293577659,908843,"(35, 39)",Male,2021-12-22
2537,2021-10-23,,,Australia,788379,656078,0.8512185035905664,0.7083721578056894,926177,"(35, 39)",Female,2021-12-22
2538,2021-10-23,,,Australia,708458,604868,0.8800283215740833,0.751351485640465,805040,"(40, 44)",Male,2021-12-22
2539,2021-10-23,,,Australia,721097,635137,0.8846003334286103,0.7791495484974245,815167,"(40, 44)",Female,2021-12-22
2540,2021-10-23,,,Australia,701408,604865,0.8492496201182931,0.7323574459841509,825915,"(45, 49)",Male,2021-12-22
2541,2021-10-23,,,Australia,724094,645266,0.8510732827065318,0.7584217696029977,850801,"(45, 49)",Female,2021-12-22
2542,2021-10-23,,,Australia,704345,614778,0.9229540504912586,0.805587950866287,763142,"(50, 54)",Male,2021-12-22
2543,2021-10-23,,,Australia,731190,657823,0.9124067552964489,0.8208566159129308,801386,"(50, 54)",Female,2021-12-22
2544,2021-10-23,,,Australia,682205,604497,0.8978236293550115,0.7955551344159254,759843,"(55, 59)",Male,2021-12-22
2545,2021-10-23,,,Australia,701965,637269,0.8820916415764845,0.800794424701808,795796,"(55, 59)",Female,2021-12-22
2546,2021-10-23,,,Australia,651287,543929,0.933957705053912,0.7800043307363256,697341,"(60, 64)",Male,2021-12-22
