,date,lhd_code,lhd_name,lga_code,lga_name,case_count,state_name,state_code
2484,2021-06-10,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2485,2021-06-13,X710,South Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2486,2021-06-13,X760,Northern Sydney,16700,Ryde (C),1,New South Wales,NSW
2487,2021-06-14,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2488,2021-06-14,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A),2,New South Wales,NSW
2489,2021-06-15,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2490,2021-06-16,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2491,2021-06-16,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW
2492,2021-06-17,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW
2493,2021-06-18,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2494,2021-06-18,X730,Illawarra Shoalhaven,18450,Wollongong (C),1,New South Wales,NSW
2495,2021-06-18,X740,Western Sydney,12380,Cumberland (A),3,New South Wales,NSW
2496,2021-06-19,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2497,2021-06-19,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW
2498,2021-06-19,X730,Illawarra Shoalhaven,18450,Wollongong (C),1,New South Wales,NSW
2499,2021-06-19,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2500,2021-06-20,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2501,2021-06-20,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW
2502,2021-06-21,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2503,2021-06-21,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2504,2021-06-21,X730,Illawarra Shoalhaven,18450,Wollongong (C),1,New South Wales,NSW
2505,2021-06-21,X760,Northern Sydney,14500,Ku-ring-gai (A),1,New South Wales,NSW
2506,2021-06-21,X760,Northern Sydney,16700,Ryde (C),1,New South Wales,NSW
2507,2021-06-22,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2508,2021-06-22,X710,South Western Sydney,11450,Camden (A),3,New South Wales,NSW
2509,2021-06-22,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2510,2021-06-22,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2511,2021-06-22,X720,South Eastern Sydney,17200,Sydney (C),2,New South Wales,NSW
2512,2021-06-22,X720,South Eastern Sydney,18050,Waverley (A),7,New South Wales,NSW
2513,2021-06-22,X730,Illawarra Shoalhaven,18450,Wollongong (C),2,New South Wales,NSW
2514,2021-06-23,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2515,2021-06-23,X710,South Western Sydney,11450,Camden (A),1,New South Wales,NSW
2516,2021-06-23,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2517,2021-06-23,X710,South Western Sydney,14900,Liverpool (C),2,New South Wales,NSW
2518,2021-06-23,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW
2519,2021-06-23,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW
2520,2021-06-23,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2521,2021-06-23,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW
2522,2021-06-23,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2523,2021-06-23,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2524,2021-06-24,X700,Sydney,17200,Sydney (C),2,New South Wales,NSW
2525,2021-06-24,X710,South Western Sydney,11450,Camden (A),1,New South Wales,NSW
2526,2021-06-24,X710,South Western Sydney,14900,Liverpool (C),6,New South Wales,NSW
2527,2021-06-24,X720,South Eastern Sydney,16550,Randwick (C),3,New South Wales,NSW
2528,2021-06-24,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW
2529,2021-06-24,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2530,2021-06-24,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW
2531,2021-06-24,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2532,2021-06-25,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2533,2021-06-25,X700,Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2534,2021-06-25,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2535,2021-06-25,X710,South Western Sydney,11450,Camden (A),1,New South Wales,NSW
2536,2021-06-25,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2537,2021-06-25,X710,South Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2538,2021-06-25,X710,South Western Sydney,14900,Liverpool (C),5,New South Wales,NSW
2539,2021-06-25,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2540,2021-06-25,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2541,2021-06-25,X720,South Eastern Sydney,16550,Randwick (C),6,New South Wales,NSW
2542,2021-06-25,X720,South Eastern Sydney,17200,Sydney (C),2,New South Wales,NSW
2543,2021-06-25,X720,South Eastern Sydney,18050,Waverley (A),3,New South Wales,NSW
2544,2021-06-25,X720,South Eastern Sydney,18500,Woollahra (A),3,New South Wales,NSW
2545,2021-06-25,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2546,2021-06-26,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2547,2021-06-26,X700,Sydney,11570,Canterbury-Bankstown (A),3,New South Wales,NSW
2548,2021-06-26,X700,Sydney,17200,Sydney (C),2,New South Wales,NSW
2549,2021-06-26,X710,South Western Sydney,12850,Fairfield (C),2,New South Wales,NSW
2550,2021-06-26,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2551,2021-06-26,X720,South Eastern Sydney,10500,Bayside (A),3,New South Wales,NSW
2552,2021-06-26,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2553,2021-06-26,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW
2554,2021-06-26,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2555,2021-06-26,X720,South Eastern Sydney,18050,Waverley (A),7,New South Wales,NSW
2556,2021-06-26,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW
2557,2021-06-26,X800,Hunter New England,13010,Glen Innes Severn (A),1,New South Wales,NSW
2558,2021-06-27,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2559,2021-06-27,X700,Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW
2560,2021-06-27,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2561,2021-06-27,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2562,2021-06-27,X710,South Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2563,2021-06-27,X710,South Western Sydney,12850,Fairfield (C),1,New South Wales,NSW
2564,2021-06-27,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2565,2021-06-27,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2566,2021-06-27,X720,South Eastern Sydney,16550,Randwick (C),3,New South Wales,NSW
2567,2021-06-27,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2568,2021-06-27,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2569,2021-06-27,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2570,2021-06-27,X760,Northern Sydney,15950,North Sydney (A),1,New South Wales,NSW
2571,2021-06-28,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2572,2021-06-28,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW
2573,2021-06-28,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2574,2021-06-28,X710,South Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2575,2021-06-28,X710,South Western Sydney,14900,Liverpool (C),2,New South Wales,NSW
2576,2021-06-28,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2577,2021-06-28,X720,South Eastern Sydney,16550,Randwick (C),2,New South Wales,NSW
2578,2021-06-28,X720,South Eastern Sydney,18050,Waverley (A),4,New South Wales,NSW
2579,2021-06-28,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2580,2021-06-29,X700,Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2581,2021-06-29,X700,Sydney,17100,Strathfield (A),3,New South Wales,NSW
2582,2021-06-29,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2583,2021-06-29,X710,South Western Sydney,14900,Liverpool (C),5,New South Wales,NSW
2584,2021-06-29,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2585,2021-06-29,X720,South Eastern Sydney,16550,Randwick (C),5,New South Wales,NSW
2586,2021-06-29,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2587,2021-06-29,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2588,2021-06-29,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2589,2021-06-29,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2590,2021-06-29,X740,Western Sydney,16260,Parramatta (C),1,New South Wales,NSW
2591,2021-06-29,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2592,2021-06-30,X700,Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2593,2021-06-30,X710,South Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2594,2021-06-30,X710,South Western Sydney,12850,Fairfield (C),1,New South Wales,NSW
2595,2021-06-30,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2596,2021-06-30,X720,South Eastern Sydney,10500,Bayside (A),2,New South Wales,NSW
2597,2021-06-30,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2598,2021-06-30,X720,South Eastern Sydney,16550,Randwick (C),4,New South Wales,NSW
2599,2021-06-30,X720,South Eastern Sydney,17200,Sydney (C),2,New South Wales,NSW
2600,2021-06-30,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2601,2021-06-30,X720,South Eastern Sydney,18500,Woollahra (A),3,New South Wales,NSW
2602,2021-06-30,X730,Illawarra Shoalhaven,18450,Wollongong (C),1,New South Wales,NSW
2603,2021-06-30,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2604,2021-06-30,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2605,2021-06-30,X740,Western Sydney,16260,Parramatta (C),2,New South Wales,NSW
2606,2021-06-30,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2607,2021-06-30,X760,Northern Sydney,18250,Willoughby (C),1,New South Wales,NSW
2608,2021-07-01,X700,Sydney,11300,Burwood (A),2,New South Wales,NSW
2609,2021-07-01,X700,Sydney,17100,Strathfield (A),3,New South Wales,NSW
2610,2021-07-01,X710,South Western Sydney,11570,Canterbury-Bankstown (A),3,New South Wales,NSW
2611,2021-07-01,X710,South Western Sydney,12850,Fairfield (C),3,New South Wales,NSW
2612,2021-07-01,X720,South Eastern Sydney,12930,Georges River (A),6,New South Wales,NSW
2613,2021-07-01,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW
2614,2021-07-01,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2615,2021-07-01,X720,South Eastern Sydney,18050,Waverley (A),3,New South Wales,NSW
2616,2021-07-01,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2617,2021-07-01,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2618,2021-07-01,X740,Western Sydney,16260,Parramatta (C),3,New South Wales,NSW
2619,2021-07-01,X760,Northern Sydney,18250,Willoughby (C),1,New South Wales,NSW
2620,2021-07-01,X800,Hunter New England,14200,Inverell (A),1,New South Wales,NSW
2621,2021-07-01,X810,Northern NSW,10250,Ballina (A),1,New South Wales,NSW
2622,2021-07-02,X700,Sydney,11570,Canterbury-Bankstown (A),3,New South Wales,NSW
2623,2021-07-02,X700,Sydney,14170,Inner West (A),1,New South Wales,NSW
2624,2021-07-02,X700,Sydney,17100,Strathfield (A),2,New South Wales,NSW
2625,2021-07-02,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2626,2021-07-02,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2627,2021-07-02,X710,South Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2628,2021-07-02,X710,South Western Sydney,12850,Fairfield (C),4,New South Wales,NSW
2629,2021-07-02,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2630,2021-07-02,X720,South Eastern Sydney,10500,Bayside (A),2,New South Wales,NSW
2631,2021-07-02,X720,South Eastern Sydney,12930,Georges River (A),2,New South Wales,NSW
2632,2021-07-02,X720,South Eastern Sydney,16550,Randwick (C),5,New South Wales,NSW
2633,2021-07-02,X720,South Eastern Sydney,17200,Sydney (C),3,New South Wales,NSW
2634,2021-07-02,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW
2635,2021-07-02,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW
2636,2021-07-02,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2637,2021-07-02,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2638,2021-07-02,X760,Northern Sydney,14100,Hunters Hill (A),1,New South Wales,NSW
2639,2021-07-02,X760,Northern Sydney,15950,North Sydney (A),2,New South Wales,NSW
2640,2021-07-02,X770,Central Coast,11650,Central Coast (C) (NSW),2,New South Wales,NSW
2641,2021-07-03,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW
2642,2021-07-03,X710,South Western Sydney,11500,Campbelltown (C) (NSW),4,New South Wales,NSW
2643,2021-07-03,X710,South Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2644,2021-07-03,X710,South Western Sydney,12850,Fairfield (C),3,New South Wales,NSW
2645,2021-07-03,X720,South Eastern Sydney,12930,Georges River (A),3,New South Wales,NSW
2646,2021-07-03,X720,South Eastern Sydney,18050,Waverley (A),4,New South Wales,NSW
2647,2021-07-03,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2648,2021-07-03,X740,Western Sydney,17420,The Hills Shire (A),5,New South Wales,NSW
2649,2021-07-04,X700,Sydney,11520,Canada Bay (A),2,New South Wales,NSW
2650,2021-07-04,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW
2651,2021-07-04,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2652,2021-07-04,X710,South Western Sydney,11450,Camden (A),1,New South Wales,NSW
2653,2021-07-04,X710,South Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2654,2021-07-04,X710,South Western Sydney,12850,Fairfield (C),1,New South Wales,NSW
2655,2021-07-04,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2656,2021-07-04,X720,South Eastern Sydney,12930,Georges River (A),2,New South Wales,NSW
2657,2021-07-04,X720,South Eastern Sydney,16550,Randwick (C),7,New South Wales,NSW
2658,2021-07-04,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2659,2021-07-04,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2660,2021-07-04,X740,Western Sydney,17420,The Hills Shire (A),3,New South Wales,NSW
2661,2021-07-04,X760,Northern Sydney,14000,Hornsby (A),3,New South Wales,NSW
2662,2021-07-04,X760,Northern Sydney,18250,Willoughby (C),1,New South Wales,NSW
2663,2021-07-05,X700,Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2664,2021-07-05,X710,South Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2665,2021-07-05,X710,South Western Sydney,12850,Fairfield (C),2,New South Wales,NSW
2666,2021-07-05,X710,South Western Sydney,14900,Liverpool (C),2,New South Wales,NSW
2667,2021-07-05,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2668,2021-07-05,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2669,2021-07-05,X720,South Eastern Sydney,16550,Randwick (C),2,New South Wales,NSW
2670,2021-07-05,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW
2671,2021-07-05,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2672,2021-07-05,X740,Western Sydney,16260,Parramatta (C),2,New South Wales,NSW
2673,2021-07-06,X700,Sydney,11300,Burwood (A),2,New South Wales,NSW
2674,2021-07-06,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2675,2021-07-06,X710,South Western Sydney,11570,Canterbury-Bankstown (A),5,New South Wales,NSW
2676,2021-07-06,X710,South Western Sydney,12850,Fairfield (C),11,New South Wales,NSW
2677,2021-07-06,X710,South Western Sydney,14900,Liverpool (C),4,New South Wales,NSW
2678,2021-07-06,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2679,2021-07-06,X720,South Eastern Sydney,16550,Randwick (C),4,New South Wales,NSW
2680,2021-07-06,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW
2681,2021-07-06,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2682,2021-07-06,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2683,2021-07-06,X740,Western Sydney,17420,The Hills Shire (A),1,New South Wales,NSW
2684,2021-07-06,X830,Southern NSW,17040,Snowy Monaro Regional (A),1,New South Wales,NSW
2685,2021-07-07,X700,Sydney,11300,Burwood (A),2,New South Wales,NSW
2686,2021-07-07,X700,Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW
2687,2021-07-07,X710,South Western Sydney,11500,Campbelltown (C) (NSW),1,New South Wales,NSW
2688,2021-07-07,X710,South Western Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW
2689,2021-07-07,X710,South Western Sydney,12850,Fairfield (C),10,New South Wales,NSW
2690,2021-07-07,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2691,2021-07-07,X720,South Eastern Sydney,12930,Georges River (A),5,New South Wales,NSW
2692,2021-07-07,X720,South Eastern Sydney,16550,Randwick (C),2,New South Wales,NSW
2693,2021-07-07,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW
2694,2021-07-07,X720,South Eastern Sydney,18050,Waverley (A),3,New South Wales,NSW
2695,2021-07-07,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2696,2021-07-07,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2697,2021-07-07,X740,Western Sydney,16260,Parramatta (C),1,New South Wales,NSW
2698,2021-07-08,X700,Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2699,2021-07-08,X710,South Western Sydney,11570,Canterbury-Bankstown (A),12,New South Wales,NSW
2700,2021-07-08,X710,South Western Sydney,12850,Fairfield (C),9,New South Wales,NSW
2701,2021-07-08,X710,South Western Sydney,14900,Liverpool (C),4,New South Wales,NSW
2702,2021-07-08,X720,South Eastern Sydney,10500,Bayside (A),4,New South Wales,NSW
2703,2021-07-08,X720,South Eastern Sydney,12930,Georges River (A),1,New South Wales,NSW
2704,2021-07-08,X720,South Eastern Sydney,16550,Randwick (C),3,New South Wales,NSW
2705,2021-07-08,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW
2706,2021-07-08,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2707,2021-07-08,X740,Western Sydney,12380,Cumberland (A),1,New South Wales,NSW
2708,2021-07-08,X740,Western Sydney,16260,Parramatta (C),4,New South Wales,NSW
2709,2021-07-08,X750,Nepean Blue Mountains,16350,Penrith (C),4,New South Wales,NSW
2710,2021-07-09,X700,Sydney,11570,Canterbury-Bankstown (A),7,New South Wales,NSW
2711,2021-07-09,X700,Sydney,14170,Inner West (A),1,New South Wales,NSW
2712,2021-07-09,X710,South Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2713,2021-07-09,X710,South Western Sydney,12850,Fairfield (C),19,New South Wales,NSW
2714,2021-07-09,X710,South Western Sydney,14900,Liverpool (C),2,New South Wales,NSW
2715,2021-07-09,X720,South Eastern Sydney,10500,Bayside (A),4,New South Wales,NSW
2716,2021-07-09,X720,South Eastern Sydney,12930,Georges River (A),2,New South Wales,NSW
2717,2021-07-09,X720,South Eastern Sydney,16550,Randwick (C),2,New South Wales,NSW
2718,2021-07-09,X720,South Eastern Sydney,17150,Sutherland Shire (A),4,New South Wales,NSW
2719,2021-07-09,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW
2720,2021-07-09,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW
2721,2021-07-09,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2722,2021-07-09,X740,Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2723,2021-07-09,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2724,2021-07-10,X700,Sydney,11570,Canterbury-Bankstown (A),8,New South Wales,NSW
2725,2021-07-10,X700,Sydney,14170,Inner West (A),1,New South Wales,NSW
2726,2021-07-10,X700,Sydney,17200,Sydney (C),3,New South Wales,NSW
2727,2021-07-10,X710,South Western Sydney,11500,Campbelltown (C) (NSW),2,New South Wales,NSW
2728,2021-07-10,X710,South Western Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW
2729,2021-07-10,X710,South Western Sydney,12850,Fairfield (C),59,New South Wales,NSW
2730,2021-07-10,X710,South Western Sydney,14900,Liverpool (C),3,New South Wales,NSW
2731,2021-07-10,X720,South Eastern Sydney,10500,Bayside (A),1,New South Wales,NSW
2732,2021-07-10,X720,South Eastern Sydney,12930,Georges River (A),3,New South Wales,NSW
2733,2021-07-10,X720,South Eastern Sydney,16550,Randwick (C),3,New South Wales,NSW
2734,2021-07-10,X720,South Eastern Sydney,17150,Sutherland Shire (A),2,New South Wales,NSW
2735,2021-07-10,X720,South Eastern Sydney,17200,Sydney (C),4,New South Wales,NSW
2736,2021-07-10,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW
2737,2021-07-10,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2738,2021-07-10,X740,Western Sydney,12380,Cumberland (A),5,New South Wales,NSW
2739,2021-07-10,X750,Nepean Blue Mountains,13800,Hawkesbury (C),3,New South Wales,NSW
2740,2021-07-10,X770,Central Coast,11650,Central Coast (C) (NSW),1,New South Wales,NSW
2741,2021-07-11,X700,Sydney,11300,Burwood (A),1,New South Wales,NSW
2742,2021-07-11,X700,Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW
2743,2021-07-11,X710,South Western Sydney,11570,Canterbury-Bankstown (A),6,New South Wales,NSW
2744,2021-07-11,X710,South Western Sydney,12850,Fairfield (C),74,New South Wales,NSW
2745,2021-07-11,X710,South Western Sydney,14900,Liverpool (C),8,New South Wales,NSW
2746,2021-07-11,X720,South Eastern Sydney,12930,Georges River (A),2,New South Wales,NSW
2747,2021-07-11,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2748,2021-07-11,X720,South Eastern Sydney,18050,Waverley (A),8,New South Wales,NSW
2749,2021-07-11,X720,South Eastern Sydney,18500,Woollahra (A),3,New South Wales,NSW
2750,2021-07-11,X740,Western Sydney,10750,Blacktown (C),2,New South Wales,NSW
2751,2021-07-11,X740,Western Sydney,12380,Cumberland (A),2,New South Wales,NSW
2752,2021-07-11,X740,Western Sydney,16260,Parramatta (C),3,New South Wales,NSW
2753,2021-07-11,X750,Nepean Blue Mountains,16350,Penrith (C),2,New South Wales,NSW
2754,2021-07-11,X760,Northern Sydney,15990,Northern Beaches (A),1,New South Wales,NSW
2755,2021-07-11,X760,Northern Sydney,16700,Ryde (C),1,New South Wales,NSW
2756,2021-07-11,X800,Hunter New England,15240,Mid-Coast (A),3,New South Wales,NSW
2757,2021-07-12,X700,Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW
2758,2021-07-12,X700,Sydney,14170,Inner West (A),1,New South Wales,NSW
2759,2021-07-12,X700,Sydney,17200,Sydney (C),2,New South Wales,NSW
2760,2021-07-12,X710,South Western Sydney,11570,Canterbury-Bankstown (A),5,New South Wales,NSW
2761,2021-07-12,X710,South Western Sydney,12850,Fairfield (C),38,New South Wales,NSW
2762,2021-07-12,X710,South Western Sydney,14900,Liverpool (C),1,New South Wales,NSW
2763,2021-07-12,X720,South Eastern Sydney,10500,Bayside (A),6,New South Wales,NSW
2764,2021-07-12,X720,South Eastern Sydney,12930,Georges River (A),2,New South Wales,NSW
2765,2021-07-12,X720,South Eastern Sydney,17150,Sutherland Shire (A),4,New South Wales,NSW
2766,2021-07-12,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW
2767,2021-07-12,X720,South Eastern Sydney,18050,Waverley (A),5,New South Wales,NSW
2768,2021-07-12,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2769,2021-07-12,X740,Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW
2770,2021-07-12,X740,Western Sydney,16260,Parramatta (C),1,New South Wales,NSW
2771,2021-07-12,X750,Nepean Blue Mountains,13800,Hawkesbury (C),1,New South Wales,NSW
2772,2021-07-12,X750,Nepean Blue Mountains,16350,Penrith (C),1,New South Wales,NSW
2773,2021-07-12,X760,Northern Sydney,15990,Northern Beaches (A),1,New South Wales,NSW
2774,2021-07-13,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW
2775,2021-07-13,X700,Sydney,11570,Canterbury-Bankstown (A),5,New South Wales,NSW
2776,2021-07-13,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW
2777,2021-07-13,X710,South Western Sydney,11570,Canterbury-Bankstown (A),9,New South Wales,NSW
2778,2021-07-13,X710,South Western Sydney,12850,Fairfield (C),48,New South Wales,NSW
2779,2021-07-13,X710,South Western Sydney,14900,Liverpool (C),7,New South Wales,NSW
2780,2021-07-13,X710,South Western Sydney,18400,Wollondilly (A),1,New South Wales,NSW
2781,2021-07-13,X720,South Eastern Sydney,10500,Bayside (A),3,New South Wales,NSW
2782,2021-07-13,X720,South Eastern Sydney,12930,Georges River (A),4,New South Wales,NSW
2783,2021-07-13,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW
2784,2021-07-13,X720,South Eastern Sydney,17150,Sutherland Shire (A),3,New South Wales,NSW
2785,2021-07-13,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW
2786,2021-07-13,X740,Western Sydney,10750,Blacktown (C),1,New South Wales,NSW
2787,2021-07-13,X740,Western Sydney,12380,Cumberland (A),3,New South Wales,NSW
2788,2021-07-13,X750,Nepean Blue Mountains,16350,Penrith (C),1,New South Wales,NSW
2789,2021-07-13,X760,Northern Sydney,15990,Northern Beaches (A),1,New South Wales,NSW
2790,2021-07-14,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW
2791,2021-07-14,X710,South Western Sydney,11570,Canterbury-Bankstown (A),5,New South Wales,NSW
2792,2021-07-14,X710,South Western Sydney,12850,Fairfield (C),41,New South Wales,NSW
2793,2021-07-14,X710,South Western Sydney,14900,Liverpool (C),7,New South Wales,NSW
