,date,lhd_code,lhd_name,lga_code,lga_name,cases,state_name,state_code,country,saved_date
3262,2021-08-06,X760,Northern Sydney,16700,Ryde (C),1,New South Wales,NSW,Australia,2021-12-22
3263,2021-08-06,X760,Northern Sydney,18250,Willoughby (C),1,New South Wales,NSW,Australia,2021-12-22
3264,2021-08-06,X800,Hunter New England,11720,Cessnock (C),1,New South Wales,NSW,Australia,2021-12-22
3265,2021-08-06,X800,Hunter New England,15050,Maitland (C),1,New South Wales,NSW,Australia,2021-12-22
3266,2021-08-06,X800,Hunter New England,15900,Newcastle (C),3,New South Wales,NSW,Australia,2021-12-22
3267,2021-08-07,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW,Australia,2021-12-22
3268,2021-08-07,X700,Sydney,11570,Canterbury-Bankstown (A),29,New South Wales,NSW,Australia,2021-12-22
3269,2021-08-07,X700,Sydney,14170,Inner West (A),4,New South Wales,NSW,Australia,2021-12-22
3270,2021-08-07,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW,Australia,2021-12-22
3271,2021-08-07,X710,South Western Sydney,11450,Camden (A),4,New South Wales,NSW,Australia,2021-12-22
3272,2021-08-07,X710,South Western Sydney,11500,Campbelltown (C) (NSW),9,New South Wales,NSW,Australia,2021-12-22
3273,2021-08-07,X710,South Western Sydney,11570,Canterbury-Bankstown (A),33,New South Wales,NSW,Australia,2021-12-22
3274,2021-08-07,X710,South Western Sydney,12850,Fairfield (C),24,New South Wales,NSW,Australia,2021-12-22
3275,2021-08-07,X710,South Western Sydney,14900,Liverpool (C),18,New South Wales,NSW,Australia,2021-12-22
3276,2021-08-07,X720,South Eastern Sydney,10500,Bayside (A),2,New South Wales,NSW,Australia,2021-12-22
3277,2021-08-07,X720,South Eastern Sydney,12930,Georges River (A),4,New South Wales,NSW,Australia,2021-12-22
3278,2021-08-07,X720,South Eastern Sydney,17150,Sutherland Shire (A),2,New South Wales,NSW,Australia,2021-12-22
3279,2021-08-07,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW,Australia,2021-12-22
3280,2021-08-07,X740,Western Sydney,10750,Blacktown (C),18,New South Wales,NSW,Australia,2021-12-22
3281,2021-08-07,X740,Western Sydney,12380,Cumberland (A),38,New South Wales,NSW,Australia,2021-12-22
3282,2021-08-07,X740,Western Sydney,16260,Parramatta (C),7,New South Wales,NSW,Australia,2021-12-22
3283,2021-08-07,X740,Western Sydney,17420,The Hills Shire (A),5,New South Wales,NSW,Australia,2021-12-22
3284,2021-08-07,X750,Nepean Blue Mountains,16350,Penrith (C),26,New South Wales,NSW,Australia,2021-12-22
3285,2021-08-07,X760,Northern Sydney,14500,Ku-ring-gai (A),1,New South Wales,NSW,Australia,2021-12-22
3286,2021-08-07,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
3287,2021-08-07,X760,Northern Sydney,15990,Northern Beaches (A),3,New South Wales,NSW,Australia,2021-12-22
3288,2021-08-07,X760,Northern Sydney,16700,Ryde (C),2,New South Wales,NSW,Australia,2021-12-22
3289,2021-08-07,X770,Central Coast,11650,Central Coast (C) (NSW),3,New South Wales,NSW,Australia,2021-12-22
3290,2021-08-07,X800,Hunter New England,10130,Armidale Regional (A),2,New South Wales,NSW,Australia,2021-12-22
3291,2021-08-07,X800,Hunter New England,14650,Lake Macquarie (C),2,New South Wales,NSW,Australia,2021-12-22
3292,2021-08-07,X800,Hunter New England,15900,Newcastle (C),5,New South Wales,NSW,Australia,2021-12-22
3293,2021-08-07,X800,Hunter New England,16400,Port Stephens (A),2,New South Wales,NSW,Australia,2021-12-22
3294,2021-08-08,X700,Sydney,11520,Canada Bay (A),2,New South Wales,NSW,Australia,2021-12-22
3295,2021-08-08,X700,Sydney,11570,Canterbury-Bankstown (A),28,New South Wales,NSW,Australia,2021-12-22
3296,2021-08-08,X700,Sydney,14170,Inner West (A),2,New South Wales,NSW,Australia,2021-12-22
3297,2021-08-08,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW,Australia,2021-12-22
3298,2021-08-08,X710,South Western Sydney,11450,Camden (A),3,New South Wales,NSW,Australia,2021-12-22
3299,2021-08-08,X710,South Western Sydney,11500,Campbelltown (C) (NSW),14,New South Wales,NSW,Australia,2021-12-22
3300,2021-08-08,X710,South Western Sydney,11570,Canterbury-Bankstown (A),25,New South Wales,NSW,Australia,2021-12-22
3301,2021-08-08,X710,South Western Sydney,12850,Fairfield (C),21,New South Wales,NSW,Australia,2021-12-22
3302,2021-08-08,X710,South Western Sydney,14900,Liverpool (C),29,New South Wales,NSW,Australia,2021-12-22
3303,2021-08-08,X720,South Eastern Sydney,10500,Bayside (A),16,New South Wales,NSW,Australia,2021-12-22
3304,2021-08-08,X720,South Eastern Sydney,12930,Georges River (A),3,New South Wales,NSW,Australia,2021-12-22
3305,2021-08-08,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW,Australia,2021-12-22
3306,2021-08-08,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW,Australia,2021-12-22
3307,2021-08-08,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW,Australia,2021-12-22
3308,2021-08-08,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW,Australia,2021-12-22
3309,2021-08-08,X740,Western Sydney,10750,Blacktown (C),30,New South Wales,NSW,Australia,2021-12-22
3310,2021-08-08,X740,Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW,Australia,2021-12-22
3311,2021-08-08,X740,Western Sydney,12380,Cumberland (A),25,New South Wales,NSW,Australia,2021-12-22
3312,2021-08-08,X740,Western Sydney,16260,Parramatta (C),12,New South Wales,NSW,Australia,2021-12-22
3313,2021-08-08,X750,Nepean Blue Mountains,16350,Penrith (C),20,New South Wales,NSW,Australia,2021-12-22
3314,2021-08-08,X760,Northern Sydney,14500,Ku-ring-gai (A),1,New South Wales,NSW,Australia,2021-12-22
3315,2021-08-08,X760,Northern Sydney,15990,Northern Beaches (A),4,New South Wales,NSW,Australia,2021-12-22
3316,2021-08-08,X760,Northern Sydney,16700,Ryde (C),6,New South Wales,NSW,Australia,2021-12-22
3317,2021-08-08,X800,Hunter New England,10130,Armidale Regional (A),1,New South Wales,NSW,Australia,2021-12-22
3318,2021-08-08,X800,Hunter New England,14650,Lake Macquarie (C),2,New South Wales,NSW,Australia,2021-12-22
3319,2021-08-08,X800,Hunter New England,15050,Maitland (C),2,New South Wales,NSW,Australia,2021-12-22
3320,2021-08-08,X800,Hunter New England,15900,Newcastle (C),5,New South Wales,NSW,Australia,2021-12-22
3321,2021-08-08,X800,Hunter New England,16400,Port Stephens (A),1,New South Wales,NSW,Australia,2021-12-22
3322,2021-08-08,X820,Mid North Coast,11800,Coffs Harbour (C),1,New South Wales,NSW,Australia,2021-12-22
3323,2021-08-09,X700,Sydney,11300,Burwood (A),2,New South Wales,NSW,Australia,2021-12-22
3324,2021-08-09,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW,Australia,2021-12-22
3325,2021-08-09,X700,Sydney,11570,Canterbury-Bankstown (A),24,New South Wales,NSW,Australia,2021-12-22
3326,2021-08-09,X700,Sydney,14170,Inner West (A),3,New South Wales,NSW,Australia,2021-12-22
3327,2021-08-09,X700,Sydney,17100,Strathfield (A),7,New South Wales,NSW,Australia,2021-12-22
3328,2021-08-09,X700,Sydney,17200,Sydney (C),5,New South Wales,NSW,Australia,2021-12-22
3329,2021-08-09,X710,South Western Sydney,11450,Camden (A),5,New South Wales,NSW,Australia,2021-12-22
3330,2021-08-09,X710,South Western Sydney,11500,Campbelltown (C) (NSW),20,New South Wales,NSW,Australia,2021-12-22
3331,2021-08-09,X710,South Western Sydney,11570,Canterbury-Bankstown (A),38,New South Wales,NSW,Australia,2021-12-22
3332,2021-08-09,X710,South Western Sydney,12850,Fairfield (C),16,New South Wales,NSW,Australia,2021-12-22
3333,2021-08-09,X710,South Western Sydney,14900,Liverpool (C),24,New South Wales,NSW,Australia,2021-12-22
3334,2021-08-09,X710,South Western Sydney,16350,Penrith (C),1,New South Wales,NSW,Australia,2021-12-22
3335,2021-08-09,X720,South Eastern Sydney,10500,Bayside (A),15,New South Wales,NSW,Australia,2021-12-22
3336,2021-08-09,X720,South Eastern Sydney,12930,Georges River (A),13,New South Wales,NSW,Australia,2021-12-22
3337,2021-08-09,X720,South Eastern Sydney,16550,Randwick (C),5,New South Wales,NSW,Australia,2021-12-22
3338,2021-08-09,X720,South Eastern Sydney,17150,Sutherland Shire (A),2,New South Wales,NSW,Australia,2021-12-22
3339,2021-08-09,X720,South Eastern Sydney,18050,Waverley (A),3,New South Wales,NSW,Australia,2021-12-22
3340,2021-08-09,X720,South Eastern Sydney,18500,Woollahra (A),3,New South Wales,NSW,Australia,2021-12-22
3341,2021-08-09,X740,Western Sydney,10750,Blacktown (C),41,New South Wales,NSW,Australia,2021-12-22
3342,2021-08-09,X740,Western Sydney,11570,Canterbury-Bankstown (A),3,New South Wales,NSW,Australia,2021-12-22
3343,2021-08-09,X740,Western Sydney,12380,Cumberland (A),71,New South Wales,NSW,Australia,2021-12-22
3344,2021-08-09,X740,Western Sydney,16260,Parramatta (C),17,New South Wales,NSW,Australia,2021-12-22
3345,2021-08-09,X740,Western Sydney,17420,The Hills Shire (A),2,New South Wales,NSW,Australia,2021-12-22
3346,2021-08-09,X750,Nepean Blue Mountains,13800,Hawkesbury (C),1,New South Wales,NSW,Australia,2021-12-22
3347,2021-08-09,X750,Nepean Blue Mountains,16350,Penrith (C),28,New South Wales,NSW,Australia,2021-12-22
3348,2021-08-09,X760,Northern Sydney,14000,Hornsby (A),1,New South Wales,NSW,Australia,2021-12-22
3349,2021-08-09,X760,Northern Sydney,14500,Ku-ring-gai (A),1,New South Wales,NSW,Australia,2021-12-22
3350,2021-08-09,X760,Northern Sydney,14700,Lane Cove (A),2,New South Wales,NSW,Australia,2021-12-22
3351,2021-08-09,X760,Northern Sydney,16700,Ryde (C),4,New South Wales,NSW,Australia,2021-12-22
3352,2021-08-09,X800,Hunter New England,14650,Lake Macquarie (C),2,New South Wales,NSW,Australia,2021-12-22
3353,2021-08-09,X800,Hunter New England,15900,Newcastle (C),4,New South Wales,NSW,Australia,2021-12-22
3354,2021-08-10,X700,Sydney,11520,Canada Bay (A),4,New South Wales,NSW,Australia,2021-12-22
3355,2021-08-10,X700,Sydney,11570,Canterbury-Bankstown (A),31,New South Wales,NSW,Australia,2021-12-22
3356,2021-08-10,X700,Sydney,14170,Inner West (A),4,New South Wales,NSW,Australia,2021-12-22
3357,2021-08-10,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW,Australia,2021-12-22
3358,2021-08-10,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW,Australia,2021-12-22
3359,2021-08-10,X710,South Western Sydney,11450,Camden (A),1,New South Wales,NSW,Australia,2021-12-22
3360,2021-08-10,X710,South Western Sydney,11500,Campbelltown (C) (NSW),10,New South Wales,NSW,Australia,2021-12-22
3361,2021-08-10,X710,South Western Sydney,11570,Canterbury-Bankstown (A),48,New South Wales,NSW,Australia,2021-12-22
3362,2021-08-10,X710,South Western Sydney,12850,Fairfield (C),26,New South Wales,NSW,Australia,2021-12-22
3363,2021-08-10,X710,South Western Sydney,14900,Liverpool (C),17,New South Wales,NSW,Australia,2021-12-22
3364,2021-08-10,X720,South Eastern Sydney,10500,Bayside (A),8,New South Wales,NSW,Australia,2021-12-22
3365,2021-08-10,X720,South Eastern Sydney,12930,Georges River (A),5,New South Wales,NSW,Australia,2021-12-22
3366,2021-08-10,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW,Australia,2021-12-22
3367,2021-08-10,X720,South Eastern Sydney,17150,Sutherland Shire (A),3,New South Wales,NSW,Australia,2021-12-22
3368,2021-08-10,X720,South Eastern Sydney,18050,Waverley (A),4,New South Wales,NSW,Australia,2021-12-22
3369,2021-08-10,X730,Illawarra Shoalhaven,16900,Shellharbour (C),1,New South Wales,NSW,Australia,2021-12-22
3370,2021-08-10,X740,Western Sydney,10750,Blacktown (C),45,New South Wales,NSW,Australia,2021-12-22
3371,2021-08-10,X740,Western Sydney,12380,Cumberland (A),42,New South Wales,NSW,Australia,2021-12-22
3372,2021-08-10,X740,Western Sydney,16260,Parramatta (C),12,New South Wales,NSW,Australia,2021-12-22
3373,2021-08-10,X740,Western Sydney,17420,The Hills Shire (A),2,New South Wales,NSW,Australia,2021-12-22
3374,2021-08-10,X750,Nepean Blue Mountains,10900,Blue Mountains (C),1,New South Wales,NSW,Australia,2021-12-22
3375,2021-08-10,X750,Nepean Blue Mountains,13800,Hawkesbury (C),1,New South Wales,NSW,Australia,2021-12-22
3376,2021-08-10,X750,Nepean Blue Mountains,16350,Penrith (C),39,New South Wales,NSW,Australia,2021-12-22
3377,2021-08-10,X760,Northern Sydney,14500,Ku-ring-gai (A),1,New South Wales,NSW,Australia,2021-12-22
3378,2021-08-10,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
3379,2021-08-10,X760,Northern Sydney,15950,North Sydney (A),1,New South Wales,NSW,Australia,2021-12-22
3380,2021-08-10,X760,Northern Sydney,15990,Northern Beaches (A),1,New South Wales,NSW,Australia,2021-12-22
3381,2021-08-10,X760,Northern Sydney,16700,Ryde (C),3,New South Wales,NSW,Australia,2021-12-22
3382,2021-08-10,X770,Central Coast,11650,Central Coast (C) (NSW),2,New South Wales,NSW,Australia,2021-12-22
3383,2021-08-10,X800,Hunter New England,14650,Lake Macquarie (C),11,New South Wales,NSW,Australia,2021-12-22
3384,2021-08-10,X800,Hunter New England,15050,Maitland (C),1,New South Wales,NSW,Australia,2021-12-22
3385,2021-08-10,X800,Hunter New England,15240,Mid-Coast (A),1,New South Wales,NSW,Australia,2021-12-22
3386,2021-08-10,X800,Hunter New England,15900,Newcastle (C),8,New South Wales,NSW,Australia,2021-12-22
3387,2021-08-10,X850,Western NSW,12390,Dubbo Regional (A),1,New South Wales,NSW,Australia,2021-12-22
3388,2021-08-11,X700,Sydney,11300,Burwood (A),2,New South Wales,NSW,Australia,2021-12-22
3389,2021-08-11,X700,Sydney,11520,Canada Bay (A),2,New South Wales,NSW,Australia,2021-12-22
3390,2021-08-11,X700,Sydney,11570,Canterbury-Bankstown (A),41,New South Wales,NSW,Australia,2021-12-22
3391,2021-08-11,X700,Sydney,14170,Inner West (A),2,New South Wales,NSW,Australia,2021-12-22
3392,2021-08-11,X700,Sydney,17100,Strathfield (A),5,New South Wales,NSW,Australia,2021-12-22
3393,2021-08-11,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW,Australia,2021-12-22
3394,2021-08-11,X710,South Western Sydney,11450,Camden (A),8,New South Wales,NSW,Australia,2021-12-22
3395,2021-08-11,X710,South Western Sydney,11500,Campbelltown (C) (NSW),16,New South Wales,NSW,Australia,2021-12-22
3396,2021-08-11,X710,South Western Sydney,11570,Canterbury-Bankstown (A),53,New South Wales,NSW,Australia,2021-12-22
3397,2021-08-11,X710,South Western Sydney,12850,Fairfield (C),37,New South Wales,NSW,Australia,2021-12-22
3398,2021-08-11,X710,South Western Sydney,14900,Liverpool (C),20,New South Wales,NSW,Australia,2021-12-22
3399,2021-08-11,X710,South Western Sydney,16350,Penrith (C),1,New South Wales,NSW,Australia,2021-12-22
3400,2021-08-11,X710,South Western Sydney,18400,Wollondilly (A),1,New South Wales,NSW,Australia,2021-12-22
3401,2021-08-11,X720,South Eastern Sydney,10500,Bayside (A),4,New South Wales,NSW,Australia,2021-12-22
3402,2021-08-11,X720,South Eastern Sydney,12930,Georges River (A),6,New South Wales,NSW,Australia,2021-12-22
3403,2021-08-11,X720,South Eastern Sydney,16550,Randwick (C),3,New South Wales,NSW,Australia,2021-12-22
3404,2021-08-11,X720,South Eastern Sydney,17150,Sutherland Shire (A),1,New South Wales,NSW,Australia,2021-12-22
3405,2021-08-11,X720,South Eastern Sydney,17200,Sydney (C),3,New South Wales,NSW,Australia,2021-12-22
3406,2021-08-11,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW,Australia,2021-12-22
3407,2021-08-11,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW,Australia,2021-12-22
3408,2021-08-11,X740,Western Sydney,10750,Blacktown (C),42,New South Wales,NSW,Australia,2021-12-22
3409,2021-08-11,X740,Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW,Australia,2021-12-22
3410,2021-08-11,X740,Western Sydney,12380,Cumberland (A),48,New South Wales,NSW,Australia,2021-12-22
3411,2021-08-11,X740,Western Sydney,16260,Parramatta (C),7,New South Wales,NSW,Australia,2021-12-22
3412,2021-08-11,X740,Western Sydney,17420,The Hills Shire (A),3,New South Wales,NSW,Australia,2021-12-22
3413,2021-08-11,X750,Nepean Blue Mountains,16350,Penrith (C),31,New South Wales,NSW,Australia,2021-12-22
3414,2021-08-11,X760,Northern Sydney,15990,Northern Beaches (A),4,New South Wales,NSW,Australia,2021-12-22
3415,2021-08-11,X760,Northern Sydney,16700,Ryde (C),2,New South Wales,NSW,Australia,2021-12-22
3416,2021-08-11,X800,Hunter New England,14650,Lake Macquarie (C),11,New South Wales,NSW,Australia,2021-12-22
3417,2021-08-11,X800,Hunter New England,15050,Maitland (C),3,New South Wales,NSW,Australia,2021-12-22
3418,2021-08-11,X800,Hunter New England,15900,Newcastle (C),3,New South Wales,NSW,Australia,2021-12-22
3419,2021-08-11,X800,Hunter New England,16400,Port Stephens (A),1,New South Wales,NSW,Australia,2021-12-22
3420,2021-08-11,X850,Western NSW,12390,Dubbo Regional (A),4,New South Wales,NSW,Australia,2021-12-22
3421,2021-08-11,X850,Western NSW,17900,Walgett (A),1,New South Wales,NSW,Australia,2021-12-22
3422,2021-08-12,X700,Sydney,11300,Burwood (A),1,New South Wales,NSW,Australia,2021-12-22
3423,2021-08-12,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW,Australia,2021-12-22
3424,2021-08-12,X700,Sydney,11570,Canterbury-Bankstown (A),29,New South Wales,NSW,Australia,2021-12-22
3425,2021-08-12,X700,Sydney,14170,Inner West (A),2,New South Wales,NSW,Australia,2021-12-22
3426,2021-08-12,X700,Sydney,17100,Strathfield (A),3,New South Wales,NSW,Australia,2021-12-22
3427,2021-08-12,X700,Sydney,17200,Sydney (C),1,New South Wales,NSW,Australia,2021-12-22
3428,2021-08-12,X710,South Western Sydney,11450,Camden (A),4,New South Wales,NSW,Australia,2021-12-22
3429,2021-08-12,X710,South Western Sydney,11500,Campbelltown (C) (NSW),19,New South Wales,NSW,Australia,2021-12-22
3430,2021-08-12,X710,South Western Sydney,11570,Canterbury-Bankstown (A),34,New South Wales,NSW,Australia,2021-12-22
3431,2021-08-12,X710,South Western Sydney,12850,Fairfield (C),31,New South Wales,NSW,Australia,2021-12-22
3432,2021-08-12,X710,South Western Sydney,14900,Liverpool (C),26,New South Wales,NSW,Australia,2021-12-22
3433,2021-08-12,X720,South Eastern Sydney,10500,Bayside (A),12,New South Wales,NSW,Australia,2021-12-22
3434,2021-08-12,X720,South Eastern Sydney,12930,Georges River (A),6,New South Wales,NSW,Australia,2021-12-22
3435,2021-08-12,X720,South Eastern Sydney,16550,Randwick (C),2,New South Wales,NSW,Australia,2021-12-22
3436,2021-08-12,X720,South Eastern Sydney,17150,Sutherland Shire (A),4,New South Wales,NSW,Australia,2021-12-22
3437,2021-08-12,X720,South Eastern Sydney,17200,Sydney (C),2,New South Wales,NSW,Australia,2021-12-22
3438,2021-08-12,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW,Australia,2021-12-22
3439,2021-08-12,X720,South Eastern Sydney,18500,Woollahra (A),1,New South Wales,NSW,Australia,2021-12-22
3440,2021-08-12,X740,Western Sydney,10750,Blacktown (C),68,New South Wales,NSW,Australia,2021-12-22
3441,2021-08-12,X740,Western Sydney,11570,Canterbury-Bankstown (A),4,New South Wales,NSW,Australia,2021-12-22
3442,2021-08-12,X740,Western Sydney,12380,Cumberland (A),52,New South Wales,NSW,Australia,2021-12-22
3443,2021-08-12,X740,Western Sydney,16260,Parramatta (C),17,New South Wales,NSW,Australia,2021-12-22
3444,2021-08-12,X740,Western Sydney,17420,The Hills Shire (A),3,New South Wales,NSW,Australia,2021-12-22
3445,2021-08-12,X750,Nepean Blue Mountains,10900,Blue Mountains (C),3,New South Wales,NSW,Australia,2021-12-22
3446,2021-08-12,X750,Nepean Blue Mountains,13800,Hawkesbury (C),3,New South Wales,NSW,Australia,2021-12-22
3447,2021-08-12,X750,Nepean Blue Mountains,14870,Lithgow (C),2,New South Wales,NSW,Australia,2021-12-22
3448,2021-08-12,X750,Nepean Blue Mountains,16350,Penrith (C),35,New South Wales,NSW,Australia,2021-12-22
3449,2021-08-12,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
3450,2021-08-12,X760,Northern Sydney,16700,Ryde (C),5,New South Wales,NSW,Australia,2021-12-22
3451,2021-08-12,X760,Northern Sydney,17420,The Hills Shire (A),1,New South Wales,NSW,Australia,2021-12-22
3452,2021-08-12,X770,Central Coast,11650,Central Coast (C) (NSW),3,New South Wales,NSW,Australia,2021-12-22
3453,2021-08-12,X800,Hunter New England,10130,Armidale Regional (A),1,New South Wales,NSW,Australia,2021-12-22
3454,2021-08-12,X800,Hunter New England,14650,Lake Macquarie (C),2,New South Wales,NSW,Australia,2021-12-22
3455,2021-08-12,X800,Hunter New England,15050,Maitland (C),1,New South Wales,NSW,Australia,2021-12-22
3456,2021-08-12,X800,Hunter New England,15900,Newcastle (C),3,New South Wales,NSW,Australia,2021-12-22
3457,2021-08-12,X800,Hunter New England,16400,Port Stephens (A),1,New South Wales,NSW,Australia,2021-12-22
3458,2021-08-12,X850,Western NSW,12390,Dubbo Regional (A),11,New South Wales,NSW,Australia,2021-12-22
3459,2021-08-12,X850,Western NSW,17900,Walgett (A),3,New South Wales,NSW,Australia,2021-12-22
3460,2021-08-12,X999,Correctional settings,X999,Correctional settings,1,New South Wales,NSW,Australia,2021-12-22
3461,2021-08-13,X700,Sydney,11520,Canada Bay (A),5,New South Wales,NSW,Australia,2021-12-22
3462,2021-08-13,X700,Sydney,11570,Canterbury-Bankstown (A),27,New South Wales,NSW,Australia,2021-12-22
3463,2021-08-13,X700,Sydney,14170,Inner West (A),3,New South Wales,NSW,Australia,2021-12-22
3464,2021-08-13,X700,Sydney,17100,Strathfield (A),6,New South Wales,NSW,Australia,2021-12-22
3465,2021-08-13,X700,Sydney,17200,Sydney (C),3,New South Wales,NSW,Australia,2021-12-22
3466,2021-08-13,X710,South Western Sydney,11450,Camden (A),4,New South Wales,NSW,Australia,2021-12-22
3467,2021-08-13,X710,South Western Sydney,11500,Campbelltown (C) (NSW),6,New South Wales,NSW,Australia,2021-12-22
3468,2021-08-13,X710,South Western Sydney,11570,Canterbury-Bankstown (A),34,New South Wales,NSW,Australia,2021-12-22
3469,2021-08-13,X710,South Western Sydney,12850,Fairfield (C),26,New South Wales,NSW,Australia,2021-12-22
3470,2021-08-13,X710,South Western Sydney,14900,Liverpool (C),25,New South Wales,NSW,Australia,2021-12-22
3471,2021-08-13,X710,South Western Sydney,16350,Penrith (C),1,New South Wales,NSW,Australia,2021-12-22
3472,2021-08-13,X720,South Eastern Sydney,10500,Bayside (A),11,New South Wales,NSW,Australia,2021-12-22
3473,2021-08-13,X720,South Eastern Sydney,12930,Georges River (A),12,New South Wales,NSW,Australia,2021-12-22
3474,2021-08-13,X720,South Eastern Sydney,17150,Sutherland Shire (A),4,New South Wales,NSW,Australia,2021-12-22
3475,2021-08-13,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW,Australia,2021-12-22
3476,2021-08-13,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW,Australia,2021-12-22
3477,2021-08-13,X730,Illawarra Shoalhaven,16900,Shellharbour (C),3,New South Wales,NSW,Australia,2021-12-22
3478,2021-08-13,X740,Western Sydney,10750,Blacktown (C),65,New South Wales,NSW,Australia,2021-12-22
3479,2021-08-13,X740,Western Sydney,11570,Canterbury-Bankstown (A),3,New South Wales,NSW,Australia,2021-12-22
3480,2021-08-13,X740,Western Sydney,12380,Cumberland (A),84,New South Wales,NSW,Australia,2021-12-22
3481,2021-08-13,X740,Western Sydney,16260,Parramatta (C),15,New South Wales,NSW,Australia,2021-12-22
3482,2021-08-13,X740,Western Sydney,17420,The Hills Shire (A),3,New South Wales,NSW,Australia,2021-12-22
3483,2021-08-13,X750,Nepean Blue Mountains,13800,Hawkesbury (C),1,New South Wales,NSW,Australia,2021-12-22
3484,2021-08-13,X750,Nepean Blue Mountains,16350,Penrith (C),59,New South Wales,NSW,Australia,2021-12-22
3485,2021-08-13,X760,Northern Sydney,14100,Hunters Hill (A),1,New South Wales,NSW,Australia,2021-12-22
3486,2021-08-13,X760,Northern Sydney,14500,Ku-ring-gai (A),4,New South Wales,NSW,Australia,2021-12-22
3487,2021-08-13,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
3488,2021-08-13,X760,Northern Sydney,15990,Northern Beaches (A),2,New South Wales,NSW,Australia,2021-12-22
3489,2021-08-13,X760,Northern Sydney,16700,Ryde (C),7,New South Wales,NSW,Australia,2021-12-22
3490,2021-08-13,X770,Central Coast,11650,Central Coast (C) (NSW),4,New South Wales,NSW,Australia,2021-12-22
3491,2021-08-13,X800,Hunter New England,11720,Cessnock (C),1,New South Wales,NSW,Australia,2021-12-22
3492,2021-08-13,X800,Hunter New England,14650,Lake Macquarie (C),2,New South Wales,NSW,Australia,2021-12-22
3493,2021-08-13,X800,Hunter New England,15050,Maitland (C),9,New South Wales,NSW,Australia,2021-12-22
3494,2021-08-13,X800,Hunter New England,15900,Newcastle (C),2,New South Wales,NSW,Australia,2021-12-22
3495,2021-08-13,X850,Western NSW,12390,Dubbo Regional (A),17,New South Wales,NSW,Australia,2021-12-22
3496,2021-08-14,X700,Sydney,11300,Burwood (A),1,New South Wales,NSW,Australia,2021-12-22
3497,2021-08-14,X700,Sydney,11520,Canada Bay (A),2,New South Wales,NSW,Australia,2021-12-22
3498,2021-08-14,X700,Sydney,11570,Canterbury-Bankstown (A),15,New South Wales,NSW,Australia,2021-12-22
3499,2021-08-14,X700,Sydney,14170,Inner West (A),2,New South Wales,NSW,Australia,2021-12-22
3500,2021-08-14,X700,Sydney,17100,Strathfield (A),4,New South Wales,NSW,Australia,2021-12-22
3501,2021-08-14,X700,Sydney,17200,Sydney (C),2,New South Wales,NSW,Australia,2021-12-22
3502,2021-08-14,X710,South Western Sydney,11450,Camden (A),2,New South Wales,NSW,Australia,2021-12-22
3503,2021-08-14,X710,South Western Sydney,11500,Campbelltown (C) (NSW),6,New South Wales,NSW,Australia,2021-12-22
3504,2021-08-14,X710,South Western Sydney,11570,Canterbury-Bankstown (A),42,New South Wales,NSW,Australia,2021-12-22
3505,2021-08-14,X710,South Western Sydney,12850,Fairfield (C),11,New South Wales,NSW,Australia,2021-12-22
3506,2021-08-14,X710,South Western Sydney,14900,Liverpool (C),10,New South Wales,NSW,Australia,2021-12-22
3507,2021-08-14,X710,South Western Sydney,18400,Wollondilly (A),1,New South Wales,NSW,Australia,2021-12-22
3508,2021-08-14,X720,South Eastern Sydney,10500,Bayside (A),9,New South Wales,NSW,Australia,2021-12-22
3509,2021-08-14,X720,South Eastern Sydney,12930,Georges River (A),4,New South Wales,NSW,Australia,2021-12-22
3510,2021-08-14,X720,South Eastern Sydney,16550,Randwick (C),1,New South Wales,NSW,Australia,2021-12-22
3511,2021-08-14,X720,South Eastern Sydney,17150,Sutherland Shire (A),3,New South Wales,NSW,Australia,2021-12-22
