,date,lhd_code,lhd_name,lga_code,lga_name,cases,state_name,state_code,country,saved_date
6249,2021-10-05,X750,Nepean Blue Mountains,16350,Penrith (C),24,New South Wales,NSW,Australia,2021-12-22
6250,2021-10-05,X760,Northern Sydney,14000,Hornsby (A),3,New South Wales,NSW,Australia,2021-12-22
6251,2021-10-05,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
6252,2021-10-05,X760,Northern Sydney,15990,Northern Beaches (A),9,New South Wales,NSW,Australia,2021-12-22
6253,2021-10-05,X760,Northern Sydney,16700,Ryde (C),3,New South Wales,NSW,Australia,2021-12-22
6254,2021-10-05,X770,Central Coast,11650,Central Coast (C) (NSW),24,New South Wales,NSW,Australia,2021-12-22
6255,2021-10-05,X800,Hunter New England,11720,Cessnock (C),17,New South Wales,NSW,Australia,2021-12-22
6256,2021-10-05,X800,Hunter New England,14650,Lake Macquarie (C),12,New South Wales,NSW,Australia,2021-12-22
6257,2021-10-05,X800,Hunter New England,15050,Maitland (C),7,New South Wales,NSW,Australia,2021-12-22
6258,2021-10-05,X800,Hunter New England,15240,Mid-Coast (A),1,New South Wales,NSW,Australia,2021-12-22
6259,2021-10-05,X800,Hunter New England,15650,Muswellbrook (A),1,New South Wales,NSW,Australia,2021-12-22
6260,2021-10-05,X800,Hunter New England,15900,Newcastle (C),22,New South Wales,NSW,Australia,2021-12-22
6261,2021-10-05,X800,Hunter New England,16400,Port Stephens (A),2,New South Wales,NSW,Australia,2021-12-22
6262,2021-10-05,X810,Northern NSW,14850,Lismore (C),1,New South Wales,NSW,Australia,2021-12-22
6263,2021-10-05,X810,Northern NSW,16610,Richmond Valley (A),2,New South Wales,NSW,Australia,2021-12-22
6264,2021-10-05,X820,Mid North Coast,16380,Port Macquarie-Hastings (A),2,New South Wales,NSW,Australia,2021-12-22
6265,2021-10-05,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A),10,New South Wales,NSW,Australia,2021-12-22
6266,2021-10-05,X830,Southern NSW,17040,Snowy Monaro Regional (A),4,New South Wales,NSW,Australia,2021-12-22
6267,2021-10-05,X840,Murrumbidgee,12730,Edward River (A),2,New South Wales,NSW,Australia,2021-12-22
6268,2021-10-05,X840,Murrumbidgee,17750,Wagga Wagga (C),1,New South Wales,NSW,Australia,2021-12-22
6269,2021-10-05,X850,Western NSW,10470,Bathurst Regional (A),1,New South Wales,NSW,Australia,2021-12-22
6270,2021-10-05,X850,Western NSW,12350,Cowra (A),2,New South Wales,NSW,Australia,2021-12-22
6271,2021-10-05,X850,Western NSW,12390,Dubbo Regional (A),2,New South Wales,NSW,Australia,2021-12-22
6272,2021-10-05,X850,Western NSW,15850,Narromine (A),1,New South Wales,NSW,Australia,2021-12-22
6273,2021-10-05,X850,Western NSW,16150,Orange (C),2,New South Wales,NSW,Australia,2021-12-22
6274,2021-10-05,X860,Far West,11250,Broken Hill (C),3,New South Wales,NSW,Australia,2021-12-22
6275,2021-10-05,X999,Correctional settings,X999,Correctional settings,3,New South Wales,NSW,Australia,2021-12-22
6276,2021-10-06,X700,Sydney,11300,Burwood (A),1,New South Wales,NSW,Australia,2021-12-22
6277,2021-10-06,X700,Sydney,11520,Canada Bay (A),3,New South Wales,NSW,Australia,2021-12-22
6278,2021-10-06,X700,Sydney,11570,Canterbury-Bankstown (A),45,New South Wales,NSW,Australia,2021-12-22
6279,2021-10-06,X700,Sydney,14170,Inner West (A),2,New South Wales,NSW,Australia,2021-12-22
6280,2021-10-06,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW,Australia,2021-12-22
6281,2021-10-06,X700,Sydney,17200,Sydney (C),4,New South Wales,NSW,Australia,2021-12-22
6282,2021-10-06,X710,South Western Sydney,11450,Camden (A),9,New South Wales,NSW,Australia,2021-12-22
6283,2021-10-06,X710,South Western Sydney,11500,Campbelltown (C) (NSW),23,New South Wales,NSW,Australia,2021-12-22
6284,2021-10-06,X710,South Western Sydney,11570,Canterbury-Bankstown (A),34,New South Wales,NSW,Australia,2021-12-22
6285,2021-10-06,X710,South Western Sydney,12850,Fairfield (C),27,New South Wales,NSW,Australia,2021-12-22
6286,2021-10-06,X710,South Western Sydney,14900,Liverpool (C),34,New South Wales,NSW,Australia,2021-12-22
6287,2021-10-06,X710,South Western Sydney,18350,Wingecarribee (A),1,New South Wales,NSW,Australia,2021-12-22
6288,2021-10-06,X710,South Western Sydney,18400,Wollondilly (A),3,New South Wales,NSW,Australia,2021-12-22
6289,2021-10-06,X720,South Eastern Sydney,10500,Bayside (A),18,New South Wales,NSW,Australia,2021-12-22
6290,2021-10-06,X720,South Eastern Sydney,12930,Georges River (A),11,New South Wales,NSW,Australia,2021-12-22
6291,2021-10-06,X720,South Eastern Sydney,16550,Randwick (C),19,New South Wales,NSW,Australia,2021-12-22
6292,2021-10-06,X720,South Eastern Sydney,17150,Sutherland Shire (A),3,New South Wales,NSW,Australia,2021-12-22
6293,2021-10-06,X720,South Eastern Sydney,17200,Sydney (C),1,New South Wales,NSW,Australia,2021-12-22
6294,2021-10-06,X720,South Eastern Sydney,18050,Waverley (A),1,New South Wales,NSW,Australia,2021-12-22
6295,2021-10-06,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW,Australia,2021-12-22
6296,2021-10-06,X730,Illawarra Shoalhaven,16900,Shellharbour (C),8,New South Wales,NSW,Australia,2021-12-22
6297,2021-10-06,X730,Illawarra Shoalhaven,16950,Shoalhaven (C),8,New South Wales,NSW,Australia,2021-12-22
6298,2021-10-06,X730,Illawarra Shoalhaven,18450,Wollongong (C),53,New South Wales,NSW,Australia,2021-12-22
6299,2021-10-06,X740,Western Sydney,10750,Blacktown (C),58,New South Wales,NSW,Australia,2021-12-22
6300,2021-10-06,X740,Western Sydney,12380,Cumberland (A),43,New South Wales,NSW,Australia,2021-12-22
6301,2021-10-06,X740,Western Sydney,16260,Parramatta (C),6,New South Wales,NSW,Australia,2021-12-22
6302,2021-10-06,X740,Western Sydney,17420,The Hills Shire (A),4,New South Wales,NSW,Australia,2021-12-22
6303,2021-10-06,X750,Nepean Blue Mountains,16350,Penrith (C),23,New South Wales,NSW,Australia,2021-12-22
6304,2021-10-06,X760,Northern Sydney,14500,Ku-ring-gai (A),5,New South Wales,NSW,Australia,2021-12-22
6305,2021-10-06,X760,Northern Sydney,14700,Lane Cove (A),2,New South Wales,NSW,Australia,2021-12-22
6306,2021-10-06,X760,Northern Sydney,15350,Mosman (A),1,New South Wales,NSW,Australia,2021-12-22
6307,2021-10-06,X760,Northern Sydney,15990,Northern Beaches (A),13,New South Wales,NSW,Australia,2021-12-22
6308,2021-10-06,X760,Northern Sydney,16700,Ryde (C),2,New South Wales,NSW,Australia,2021-12-22
6309,2021-10-06,X760,Northern Sydney,18250,Willoughby (C),1,New South Wales,NSW,Australia,2021-12-22
6310,2021-10-06,X770,Central Coast,11650,Central Coast (C) (NSW),22,New South Wales,NSW,Australia,2021-12-22
6311,2021-10-06,X800,Hunter New England,11720,Cessnock (C),16,New South Wales,NSW,Australia,2021-12-22
6312,2021-10-06,X800,Hunter New England,13550,Gunnedah (A),1,New South Wales,NSW,Australia,2021-12-22
6313,2021-10-06,X800,Hunter New England,14650,Lake Macquarie (C),26,New South Wales,NSW,Australia,2021-12-22
6314,2021-10-06,X800,Hunter New England,15050,Maitland (C),15,New South Wales,NSW,Australia,2021-12-22
6315,2021-10-06,X800,Hunter New England,15240,Mid-Coast (A),6,New South Wales,NSW,Australia,2021-12-22
6316,2021-10-06,X800,Hunter New England,15650,Muswellbrook (A),2,New South Wales,NSW,Australia,2021-12-22
6317,2021-10-06,X800,Hunter New England,15900,Newcastle (C),16,New South Wales,NSW,Australia,2021-12-22
6318,2021-10-06,X800,Hunter New England,16400,Port Stephens (A),2,New South Wales,NSW,Australia,2021-12-22
6319,2021-10-06,X800,Hunter New England,17310,Tamworth Regional (A),10,New South Wales,NSW,Australia,2021-12-22
6320,2021-10-06,X810,Northern NSW,10250,Ballina (A),1,New South Wales,NSW,Australia,2021-12-22
6321,2021-10-06,X810,Northern NSW,11350,Byron (A),3,New South Wales,NSW,Australia,2021-12-22
6322,2021-10-06,X810,Northern NSW,11730,Clarence Valley (A),4,New South Wales,NSW,Australia,2021-12-22
6323,2021-10-06,X810,Northern NSW,14550,Kyogle (A),2,New South Wales,NSW,Australia,2021-12-22
6324,2021-10-06,X810,Northern NSW,16610,Richmond Valley (A),1,New South Wales,NSW,Australia,2021-12-22
6325,2021-10-06,X820,Mid North Coast,16380,Port Macquarie-Hastings (A),2,New South Wales,NSW,Australia,2021-12-22
6326,2021-10-06,X830,Southern NSW,13310,Goulburn Mulwaree (A),4,New South Wales,NSW,Australia,2021-12-22
6327,2021-10-06,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A),7,New South Wales,NSW,Australia,2021-12-22
6328,2021-10-06,X830,Southern NSW,17040,Snowy Monaro Regional (A),3,New South Wales,NSW,Australia,2021-12-22
6329,2021-10-06,X840,Murrumbidgee,10050,Albury (C),1,New South Wales,NSW,Australia,2021-12-22
6330,2021-10-06,X840,Murrumbidgee,12730,Edward River (A),2,New South Wales,NSW,Australia,2021-12-22
6331,2021-10-06,X850,Western NSW,11150,Bourke (A),3,New South Wales,NSW,Australia,2021-12-22
6332,2021-10-06,X850,Western NSW,12390,Dubbo Regional (A),6,New South Wales,NSW,Australia,2021-12-22
6333,2021-10-06,X850,Western NSW,16150,Orange (C),1,New South Wales,NSW,Australia,2021-12-22
6334,2021-10-06,X860,Far West,18200,Wentworth (A),3,New South Wales,NSW,Australia,2021-12-22
6335,2021-10-06,X999,Correctional settings,X999,Correctional settings,2,New South Wales,NSW,Australia,2021-12-22
6336,2021-10-07,X700,Sydney,11520,Canada Bay (A),3,New South Wales,NSW,Australia,2021-12-22
6337,2021-10-07,X700,Sydney,11570,Canterbury-Bankstown (A),40,New South Wales,NSW,Australia,2021-12-22
6338,2021-10-07,X700,Sydney,14170,Inner West (A),6,New South Wales,NSW,Australia,2021-12-22
6339,2021-10-07,X700,Sydney,17100,Strathfield (A),4,New South Wales,NSW,Australia,2021-12-22
6340,2021-10-07,X700,Sydney,17200,Sydney (C),4,New South Wales,NSW,Australia,2021-12-22
6341,2021-10-07,X710,South Western Sydney,11450,Camden (A),7,New South Wales,NSW,Australia,2021-12-22
6342,2021-10-07,X710,South Western Sydney,11500,Campbelltown (C) (NSW),25,New South Wales,NSW,Australia,2021-12-22
6343,2021-10-07,X710,South Western Sydney,11570,Canterbury-Bankstown (A),36,New South Wales,NSW,Australia,2021-12-22
6344,2021-10-07,X710,South Western Sydney,12850,Fairfield (C),28,New South Wales,NSW,Australia,2021-12-22
6345,2021-10-07,X710,South Western Sydney,14900,Liverpool (C),31,New South Wales,NSW,Australia,2021-12-22
6346,2021-10-07,X710,South Western Sydney,16350,Penrith (C),1,New South Wales,NSW,Australia,2021-12-22
6347,2021-10-07,X710,South Western Sydney,18350,Wingecarribee (A),3,New South Wales,NSW,Australia,2021-12-22
6348,2021-10-07,X710,South Western Sydney,18400,Wollondilly (A),6,New South Wales,NSW,Australia,2021-12-22
6349,2021-10-07,X720,South Eastern Sydney,10500,Bayside (A),14,New South Wales,NSW,Australia,2021-12-22
6350,2021-10-07,X720,South Eastern Sydney,12930,Georges River (A),13,New South Wales,NSW,Australia,2021-12-22
6351,2021-10-07,X720,South Eastern Sydney,16550,Randwick (C),8,New South Wales,NSW,Australia,2021-12-22
6352,2021-10-07,X720,South Eastern Sydney,17150,Sutherland Shire (A),3,New South Wales,NSW,Australia,2021-12-22
6353,2021-10-07,X720,South Eastern Sydney,17200,Sydney (C),4,New South Wales,NSW,Australia,2021-12-22
6354,2021-10-07,X720,South Eastern Sydney,18050,Waverley (A),6,New South Wales,NSW,Australia,2021-12-22
6355,2021-10-07,X730,Illawarra Shoalhaven,16900,Shellharbour (C),5,New South Wales,NSW,Australia,2021-12-22
6356,2021-10-07,X730,Illawarra Shoalhaven,16950,Shoalhaven (C),4,New South Wales,NSW,Australia,2021-12-22
6357,2021-10-07,X730,Illawarra Shoalhaven,18450,Wollongong (C),42,New South Wales,NSW,Australia,2021-12-22
6358,2021-10-07,X740,Western Sydney,10750,Blacktown (C),57,New South Wales,NSW,Australia,2021-12-22
6359,2021-10-07,X740,Western Sydney,11570,Canterbury-Bankstown (A),1,New South Wales,NSW,Australia,2021-12-22
6360,2021-10-07,X740,Western Sydney,12380,Cumberland (A),48,New South Wales,NSW,Australia,2021-12-22
6361,2021-10-07,X740,Western Sydney,16260,Parramatta (C),6,New South Wales,NSW,Australia,2021-12-22
6362,2021-10-07,X740,Western Sydney,17420,The Hills Shire (A),3,New South Wales,NSW,Australia,2021-12-22
6363,2021-10-07,X750,Nepean Blue Mountains,10900,Blue Mountains (C),1,New South Wales,NSW,Australia,2021-12-22
6364,2021-10-07,X750,Nepean Blue Mountains,13800,Hawkesbury (C),3,New South Wales,NSW,Australia,2021-12-22
6365,2021-10-07,X750,Nepean Blue Mountains,16350,Penrith (C),32,New South Wales,NSW,Australia,2021-12-22
6366,2021-10-07,X760,Northern Sydney,14000,Hornsby (A),3,New South Wales,NSW,Australia,2021-12-22
6367,2021-10-07,X760,Northern Sydney,14100,Hunters Hill (A),2,New South Wales,NSW,Australia,2021-12-22
6368,2021-10-07,X760,Northern Sydney,15990,Northern Beaches (A),9,New South Wales,NSW,Australia,2021-12-22
6369,2021-10-07,X760,Northern Sydney,16700,Ryde (C),4,New South Wales,NSW,Australia,2021-12-22
6370,2021-10-07,X770,Central Coast,11650,Central Coast (C) (NSW),34,New South Wales,NSW,Australia,2021-12-22
6371,2021-10-07,X800,Hunter New England,11720,Cessnock (C),28,New South Wales,NSW,Australia,2021-12-22
6372,2021-10-07,X800,Hunter New England,13550,Gunnedah (A),2,New South Wales,NSW,Australia,2021-12-22
6373,2021-10-07,X800,Hunter New England,14650,Lake Macquarie (C),32,New South Wales,NSW,Australia,2021-12-22
6374,2021-10-07,X800,Hunter New England,15050,Maitland (C),19,New South Wales,NSW,Australia,2021-12-22
6375,2021-10-07,X800,Hunter New England,15240,Mid-Coast (A),2,New South Wales,NSW,Australia,2021-12-22
6376,2021-10-07,X800,Hunter New England,15650,Muswellbrook (A),3,New South Wales,NSW,Australia,2021-12-22
6377,2021-10-07,X800,Hunter New England,15900,Newcastle (C),11,New South Wales,NSW,Australia,2021-12-22
6378,2021-10-07,X800,Hunter New England,16400,Port Stephens (A),2,New South Wales,NSW,Australia,2021-12-22
6379,2021-10-07,X800,Hunter New England,17000,Singleton (A),7,New South Wales,NSW,Australia,2021-12-22
6380,2021-10-07,X800,Hunter New England,17310,Tamworth Regional (A),9,New South Wales,NSW,Australia,2021-12-22
6381,2021-10-07,X810,Northern NSW,10250,Ballina (A),4,New South Wales,NSW,Australia,2021-12-22
6382,2021-10-07,X810,Northern NSW,11730,Clarence Valley (A),1,New South Wales,NSW,Australia,2021-12-22
6383,2021-10-07,X810,Northern NSW,14550,Kyogle (A),1,New South Wales,NSW,Australia,2021-12-22
6384,2021-10-07,X810,Northern NSW,16610,Richmond Valley (A),1,New South Wales,NSW,Australia,2021-12-22
6385,2021-10-07,X820,Mid North Coast,11800,Coffs Harbour (C),1,New South Wales,NSW,Australia,2021-12-22
6386,2021-10-07,X820,Mid North Coast,14350,Kempsey (A),1,New South Wales,NSW,Australia,2021-12-22
6387,2021-10-07,X830,Southern NSW,10550,Bega Valley (A),2,New South Wales,NSW,Australia,2021-12-22
6388,2021-10-07,X830,Southern NSW,12750,Eurobodalla (A),2,New South Wales,NSW,Australia,2021-12-22
6389,2021-10-07,X830,Southern NSW,13310,Goulburn Mulwaree (A),7,New South Wales,NSW,Australia,2021-12-22
6390,2021-10-07,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A),9,New South Wales,NSW,Australia,2021-12-22
6391,2021-10-07,X830,Southern NSW,17040,Snowy Monaro Regional (A),7,New South Wales,NSW,Australia,2021-12-22
6392,2021-10-07,X840,Murrumbidgee,17750,Wagga Wagga (C),1,New South Wales,NSW,Australia,2021-12-22
6393,2021-10-07,X850,Western NSW,10470,Bathurst Regional (A),5,New South Wales,NSW,Australia,2021-12-22
6394,2021-10-07,X850,Western NSW,11150,Bourke (A),1,New South Wales,NSW,Australia,2021-12-22
6395,2021-10-07,X850,Western NSW,12390,Dubbo Regional (A),4,New South Wales,NSW,Australia,2021-12-22
6396,2021-10-07,X850,Western NSW,16100,Oberon (A),1,New South Wales,NSW,Australia,2021-12-22
6397,2021-10-07,X860,Far West,18200,Wentworth (A),6,New South Wales,NSW,Australia,2021-12-22
6398,2021-10-07,X999,Correctional settings,X999,Correctional settings,2,New South Wales,NSW,Australia,2021-12-22
6399,2021-10-08,X700,Sydney,11520,Canada Bay (A),1,New South Wales,NSW,Australia,2021-12-22
6400,2021-10-08,X700,Sydney,11570,Canterbury-Bankstown (A),27,New South Wales,NSW,Australia,2021-12-22
6401,2021-10-08,X700,Sydney,14170,Inner West (A),4,New South Wales,NSW,Australia,2021-12-22
6402,2021-10-08,X700,Sydney,17100,Strathfield (A),1,New South Wales,NSW,Australia,2021-12-22
6403,2021-10-08,X700,Sydney,17200,Sydney (C),7,New South Wales,NSW,Australia,2021-12-22
6404,2021-10-08,X710,South Western Sydney,11450,Camden (A),3,New South Wales,NSW,Australia,2021-12-22
6405,2021-10-08,X710,South Western Sydney,11500,Campbelltown (C) (NSW),30,New South Wales,NSW,Australia,2021-12-22
6406,2021-10-08,X710,South Western Sydney,11570,Canterbury-Bankstown (A),41,New South Wales,NSW,Australia,2021-12-22
6407,2021-10-08,X710,South Western Sydney,12850,Fairfield (C),18,New South Wales,NSW,Australia,2021-12-22
6408,2021-10-08,X710,South Western Sydney,14900,Liverpool (C),25,New South Wales,NSW,Australia,2021-12-22
6409,2021-10-08,X710,South Western Sydney,18350,Wingecarribee (A),2,New South Wales,NSW,Australia,2021-12-22
6410,2021-10-08,X710,South Western Sydney,18400,Wollondilly (A),4,New South Wales,NSW,Australia,2021-12-22
6411,2021-10-08,X720,South Eastern Sydney,10500,Bayside (A),6,New South Wales,NSW,Australia,2021-12-22
6412,2021-10-08,X720,South Eastern Sydney,12930,Georges River (A),9,New South Wales,NSW,Australia,2021-12-22
6413,2021-10-08,X720,South Eastern Sydney,16550,Randwick (C),11,New South Wales,NSW,Australia,2021-12-22
6414,2021-10-08,X720,South Eastern Sydney,17150,Sutherland Shire (A),5,New South Wales,NSW,Australia,2021-12-22
6415,2021-10-08,X720,South Eastern Sydney,17200,Sydney (C),3,New South Wales,NSW,Australia,2021-12-22
6416,2021-10-08,X720,South Eastern Sydney,18500,Woollahra (A),2,New South Wales,NSW,Australia,2021-12-22
6417,2021-10-08,X730,Illawarra Shoalhaven,16900,Shellharbour (C),7,New South Wales,NSW,Australia,2021-12-22
6418,2021-10-08,X730,Illawarra Shoalhaven,16950,Shoalhaven (C),15,New South Wales,NSW,Australia,2021-12-22
6419,2021-10-08,X730,Illawarra Shoalhaven,18450,Wollongong (C),28,New South Wales,NSW,Australia,2021-12-22
6420,2021-10-08,X740,Western Sydney,10750,Blacktown (C),30,New South Wales,NSW,Australia,2021-12-22
6421,2021-10-08,X740,Western Sydney,12380,Cumberland (A),24,New South Wales,NSW,Australia,2021-12-22
6422,2021-10-08,X740,Western Sydney,16260,Parramatta (C),1,New South Wales,NSW,Australia,2021-12-22
6423,2021-10-08,X740,Western Sydney,17420,The Hills Shire (A),7,New South Wales,NSW,Australia,2021-12-22
6424,2021-10-08,X750,Nepean Blue Mountains,10900,Blue Mountains (C),7,New South Wales,NSW,Australia,2021-12-22
6425,2021-10-08,X750,Nepean Blue Mountains,16350,Penrith (C),31,New South Wales,NSW,Australia,2021-12-22
6426,2021-10-08,X760,Northern Sydney,14000,Hornsby (A),1,New South Wales,NSW,Australia,2021-12-22
6427,2021-10-08,X760,Northern Sydney,14700,Lane Cove (A),1,New South Wales,NSW,Australia,2021-12-22
6428,2021-10-08,X760,Northern Sydney,15990,Northern Beaches (A),9,New South Wales,NSW,Australia,2021-12-22
6429,2021-10-08,X760,Northern Sydney,16700,Ryde (C),3,New South Wales,NSW,Australia,2021-12-22
6430,2021-10-08,X770,Central Coast,11650,Central Coast (C) (NSW),32,New South Wales,NSW,Australia,2021-12-22
6431,2021-10-08,X800,Hunter New England,11720,Cessnock (C),19,New South Wales,NSW,Australia,2021-12-22
6432,2021-10-08,X800,Hunter New England,13010,Glen Innes Severn (A),1,New South Wales,NSW,Australia,2021-12-22
6433,2021-10-08,X800,Hunter New England,14650,Lake Macquarie (C),20,New South Wales,NSW,Australia,2021-12-22
6434,2021-10-08,X800,Hunter New England,15050,Maitland (C),11,New South Wales,NSW,Australia,2021-12-22
6435,2021-10-08,X800,Hunter New England,15240,Mid-Coast (A),6,New South Wales,NSW,Australia,2021-12-22
6436,2021-10-08,X800,Hunter New England,15650,Muswellbrook (A),1,New South Wales,NSW,Australia,2021-12-22
6437,2021-10-08,X800,Hunter New England,15900,Newcastle (C),9,New South Wales,NSW,Australia,2021-12-22
6438,2021-10-08,X800,Hunter New England,16400,Port Stephens (A),3,New South Wales,NSW,Australia,2021-12-22
6439,2021-10-08,X800,Hunter New England,17310,Tamworth Regional (A),4,New South Wales,NSW,Australia,2021-12-22
6440,2021-10-08,X810,Northern NSW,11730,Clarence Valley (A),2,New South Wales,NSW,Australia,2021-12-22
6441,2021-10-08,X810,Northern NSW,14550,Kyogle (A),1,New South Wales,NSW,Australia,2021-12-22
6442,2021-10-08,X810,Northern NSW,14850,Lismore (C),1,New South Wales,NSW,Australia,2021-12-22
6443,2021-10-08,X830,Southern NSW,10550,Bega Valley (A),1,New South Wales,NSW,Australia,2021-12-22
6444,2021-10-08,X830,Southern NSW,12750,Eurobodalla (A),1,New South Wales,NSW,Australia,2021-12-22
6445,2021-10-08,X830,Southern NSW,13310,Goulburn Mulwaree (A),2,New South Wales,NSW,Australia,2021-12-22
6446,2021-10-08,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A),4,New South Wales,NSW,Australia,2021-12-22
6447,2021-10-08,X830,Southern NSW,17040,Snowy Monaro Regional (A),6,New South Wales,NSW,Australia,2021-12-22
6448,2021-10-08,X850,Western NSW,11150,Bourke (A),2,New South Wales,NSW,Australia,2021-12-22
6449,2021-10-08,X850,Western NSW,12350,Cowra (A),5,New South Wales,NSW,Australia,2021-12-22
6450,2021-10-08,X850,Western NSW,12390,Dubbo Regional (A),5,New South Wales,NSW,Australia,2021-12-22
6451,2021-10-08,X850,Western NSW,16100,Oberon (A),1,New South Wales,NSW,Australia,2021-12-22
6452,2021-10-08,X850,Western NSW,17900,Walgett (A),9,New South Wales,NSW,Australia,2021-12-22
6453,2021-10-08,X860,Far West,18200,Wentworth (A),3,New South Wales,NSW,Australia,2021-12-22
6454,2021-10-08,X999,Correctional settings,X999,Correctional settings,2,New South Wales,NSW,Australia,2021-12-22
6455,2021-10-09,X700,Sydney,11300,Burwood (A),4,New South Wales,NSW,Australia,2021-12-22
6456,2021-10-09,X700,Sydney,11570,Canterbury-Bankstown (A),19,New South Wales,NSW,Australia,2021-12-22
6457,2021-10-09,X700,Sydney,14170,Inner West (A),4,New South Wales,NSW,Australia,2021-12-22
6458,2021-10-09,X700,Sydney,17100,Strathfield (A),3,New South Wales,NSW,Australia,2021-12-22
6459,2021-10-09,X700,Sydney,17200,Sydney (C),3,New South Wales,NSW,Australia,2021-12-22
6460,2021-10-09,X710,South Western Sydney,11450,Camden (A),4,New South Wales,NSW,Australia,2021-12-22
6461,2021-10-09,X710,South Western Sydney,11500,Campbelltown (C) (NSW),33,New South Wales,NSW,Australia,2021-12-22
6462,2021-10-09,X710,South Western Sydney,11570,Canterbury-Bankstown (A),20,New South Wales,NSW,Australia,2021-12-22
6463,2021-10-09,X710,South Western Sydney,12850,Fairfield (C),20,New South Wales,NSW,Australia,2021-12-22
6464,2021-10-09,X710,South Western Sydney,14900,Liverpool (C),28,New South Wales,NSW,Australia,2021-12-22
6465,2021-10-09,X710,South Western Sydney,18350,Wingecarribee (A),1,New South Wales,NSW,Australia,2021-12-22
6466,2021-10-09,X710,South Western Sydney,18400,Wollondilly (A),2,New South Wales,NSW,Australia,2021-12-22
6467,2021-10-09,X720,South Eastern Sydney,10500,Bayside (A),20,New South Wales,NSW,Australia,2021-12-22
6468,2021-10-09,X720,South Eastern Sydney,12930,Georges River (A),6,New South Wales,NSW,Australia,2021-12-22
6469,2021-10-09,X720,South Eastern Sydney,16550,Randwick (C),5,New South Wales,NSW,Australia,2021-12-22
6470,2021-10-09,X720,South Eastern Sydney,17150,Sutherland Shire (A),4,New South Wales,NSW,Australia,2021-12-22
6471,2021-10-09,X720,South Eastern Sydney,17200,Sydney (C),3,New South Wales,NSW,Australia,2021-12-22
6472,2021-10-09,X720,South Eastern Sydney,18050,Waverley (A),2,New South Wales,NSW,Australia,2021-12-22
6473,2021-10-09,X730,Illawarra Shoalhaven,16900,Shellharbour (C),9,New South Wales,NSW,Australia,2021-12-22
6474,2021-10-09,X730,Illawarra Shoalhaven,16950,Shoalhaven (C),8,New South Wales,NSW,Australia,2021-12-22
6475,2021-10-09,X730,Illawarra Shoalhaven,18450,Wollongong (C),31,New South Wales,NSW,Australia,2021-12-22
6476,2021-10-09,X740,Western Sydney,10750,Blacktown (C),39,New South Wales,NSW,Australia,2021-12-22
6477,2021-10-09,X740,Western Sydney,11570,Canterbury-Bankstown (A),2,New South Wales,NSW,Australia,2021-12-22
6478,2021-10-09,X740,Western Sydney,12380,Cumberland (A),34,New South Wales,NSW,Australia,2021-12-22
6479,2021-10-09,X740,Western Sydney,16260,Parramatta (C),3,New South Wales,NSW,Australia,2021-12-22
6480,2021-10-09,X740,Western Sydney,17420,The Hills Shire (A),5,New South Wales,NSW,Australia,2021-12-22
6481,2021-10-09,X750,Nepean Blue Mountains,13800,Hawkesbury (C),1,New South Wales,NSW,Australia,2021-12-22
6482,2021-10-09,X750,Nepean Blue Mountains,16350,Penrith (C),28,New South Wales,NSW,Australia,2021-12-22
6483,2021-10-09,X760,Northern Sydney,14000,Hornsby (A),2,New South Wales,NSW,Australia,2021-12-22
6484,2021-10-09,X760,Northern Sydney,14100,Hunters Hill (A),1,New South Wales,NSW,Australia,2021-12-22
6485,2021-10-09,X760,Northern Sydney,14700,Lane Cove (A),2,New South Wales,NSW,Australia,2021-12-22
6486,2021-10-09,X760,Northern Sydney,15990,Northern Beaches (A),8,New South Wales,NSW,Australia,2021-12-22
6487,2021-10-09,X760,Northern Sydney,16700,Ryde (C),1,New South Wales,NSW,Australia,2021-12-22
6488,2021-10-09,X770,Central Coast,11650,Central Coast (C) (NSW),28,New South Wales,NSW,Australia,2021-12-22
6489,2021-10-09,X800,Hunter New England,11720,Cessnock (C),15,New South Wales,NSW,Australia,2021-12-22
6490,2021-10-09,X800,Hunter New England,13550,Gunnedah (A),1,New South Wales,NSW,Australia,2021-12-22
6491,2021-10-09,X800,Hunter New England,14650,Lake Macquarie (C),27,New South Wales,NSW,Australia,2021-12-22
6492,2021-10-09,X800,Hunter New England,15050,Maitland (C),6,New South Wales,NSW,Australia,2021-12-22
6493,2021-10-09,X800,Hunter New England,15240,Mid-Coast (A),6,New South Wales,NSW,Australia,2021-12-22
6494,2021-10-09,X800,Hunter New England,15650,Muswellbrook (A),2,New South Wales,NSW,Australia,2021-12-22
6495,2021-10-09,X800,Hunter New England,15900,Newcastle (C),10,New South Wales,NSW,Australia,2021-12-22
6496,2021-10-09,X800,Hunter New England,16400,Port Stephens (A),2,New South Wales,NSW,Australia,2021-12-22
6497,2021-10-09,X800,Hunter New England,17000,Singleton (A),2,New South Wales,NSW,Australia,2021-12-22
